"count"
"genes_before_filtering" 31371
"genes_after_filtering" 28744
"genes_dropped" 2627
"DEGs_all-genes" 28744
"DEGs_all-genes-normal" 28744
"DEGs_all-genes-apeglm" 28744
"DEGs_all-genes-ashr" 28744
"DEG_unshrunken-p0.05_lfc1.5" 1112
"DEG_normal-lfc1.5" 175
"DEG_apeglm-s0.005_lfc1.5" 507
"DEG_ashr-p0.05_lfc1.5" 319
