"count"
"genes_before_filtering" 31371
"genes_after_filtering" 28757
"genes_dropped" 2614
"DEGs_all-genes" 28757
"DEGs_all-genes-normal" 28757
"DEGs_all-genes-apeglm" 28757
"DEGs_all-genes-ashr" 28757
"DEG_unshrunken-p0.05_lfc1.5" 173
"DEG_normal-lfc1.5" 31
"DEG_apeglm-s0.005_lfc1.5" 83
"DEG_ashr-p0.05_lfc1.5" 59
