"count" "condition" "gene" "sample"
3.86959706957239 "control" "LOC105348616" "T55"
29.3274595286755 "control" "LOC105348616" "T56"
13.6160725828959 "control" "LOC105348616" "T57"
12.9309665867942 "control" "LOC105348616" "T58"
10.8832331645933 "control" "LOC105348616" "T59"
30.5262662007132 "control" "LOC105348616" "T60"
39.7639862772952 "control" "LOC105348616" "T61"
17.5057708717582 "control" "LOC105348616" "T62"
29.3694145582776 "control" "LOC105348616" "X45"
21.590676262943 "control" "LOC105348616" "X46"
4.99396606411666 "control" "LOC105348616" "X47"
30.8151042696115 "control" "LOC105348616" "X48"
10.2049519909589 "heat" "LOC105348616" "R41"
25.3873546953992 "heat" "LOC105348616" "R42"
21.5529394461276 "heat" "LOC105348616" "R43"
7.18019273429788 "heat" "LOC105348616" "R46"
28.1959474300661 "heat" "LOC105348616" "R47"
13.1271644952593 "heat" "LOC105348616" "R48"
16.3919464153894 "heat" "LOC105348616" "R50"
9.41982025251072 "heat" "LOC105348616" "R78"
47.5424487976059 "heat" "LOC105348616" "X41"
418.920967167963 "heat" "LOC105348616" "X42"
15.6442255565834 "heat" "LOC105348616" "X43"
4640.29375222389 "heat" "LOC105348616" "X44"
61.995146519696 "control" "LOC105335843" "T55"
53.6506285059954 "control" "LOC105335843" "T56"
34.1099359936708 "control" "LOC105335843" "T57"
41.5221897364209 "control" "LOC105335843" "T58"
39.4371243672248 "control" "LOC105335843" "T59"
58.8367457613857 "control" "LOC105335843" "T60"
57.214646844982 "control" "LOC105335843" "T61"
1325.81640993902 "control" "LOC105335843" "T62"
50.7886576176448 "control" "LOC105335843" "X45"
49.9539995131076 "control" "LOC105335843" "X46"
54.4275927694 "control" "LOC105335843" "X47"
37.5517941073029 "control" "LOC105335843" "X48"
37.0802036582297 "heat" "LOC105335843" "R41"
37.8310320430988 "heat" "LOC105335843" "R42"
48.5007019371709 "heat" "LOC105335843" "R43"
61.2897538821107 "heat" "LOC105335843" "R46"
43.5825848912139 "heat" "LOC105335843" "R47"
55.5183595864869 "heat" "LOC105335843" "R48"
23.8081880759045 "heat" "LOC105335843" "R50"
53.0278303758965 "heat" "LOC105335843" "R78"
41.8973549418932 "heat" "LOC105335843" "X41"
978.451644671163 "heat" "LOC105335843" "X42"
45.0418398723042 "heat" "LOC105335843" "X43"
30147.8428193279 "heat" "LOC105335843" "X44"
11.4511904761103 "control" "LOC105322866" "T55"
25.7240270875911 "control" "LOC105322866" "T56"
3.77901814572398 "control" "LOC105322866" "T57"
25.3619331735884 "control" "LOC105322866" "T58"
5.69161658229664 "control" "LOC105322866" "T59"
11.6526131602649 "control" "LOC105322866" "T60"
13.5879954257651 "control" "LOC105322866" "T61"
73.0579557195017 "control" "LOC105322866" "T62"
6.08762862418276 "control" "LOC105322866" "X45"
18.6816174680543 "control" "LOC105322866" "X46"
5.74296040813611 "control" "LOC105322866" "X47"
9.48225311692192 "control" "LOC105322866" "X48"
15.430695370706 "heat" "LOC105322866" "R41"
