gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105342713,0.0158113590538562,-0.841145533807553,stimulated by retinoic acid gene 6 protein-like isoform X1,XM_011449735.3,105342713,NC_047567.1,31947269,31959749,GO:0005886,plasma membrane,plasma membrane,C
LOC105342713,0.0158113590538562,-0.841145533807553,stimulated by retinoic acid gene 6 protein-like isoform X1,XM_011449735.3,105342713,NC_047567.1,31947269,31959749,GO:0016021,integral to membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005634,nucleus,nucleus,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,other membranes,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0005886,plasma membrane,plasma membrane,C
LOC105346803,0.010297058187703,-0.839265768781325,fibrillin-2,XM_034455724.1,105346803,NC_047559.1,27663589,27722086,GO:0016021,integral to membrane,other membranes,C
LOC105336201,0.00879529201063943,-0.833072280859891,allene oxide synthase-lipoxygenase protein,XM_034454272.1,105336201,NC_047567.1,23582016,23589464,GO:0005737,cytoplasm,other cellular component,C
LOC105336201,0.00879529201063943,-0.833072280859891,allene oxide synthase-lipoxygenase protein,XM_034454272.1,105336201,NC_047567.1,23582016,23589464,GO:0016020,membrane,other membranes,C
LOC105332262,0.00690148036957398,-0.8328692519895,cystatin-B,XM_011434801.3,105332262,NC_047563.1,5962824,5966882,GO:0005634,nucleus,nucleus,C
LOC105332262,0.00690148036957398,-0.8328692519895,cystatin-B,XM_011434801.3,105332262,NC_047563.1,5962824,5966882,GO:0005737,cytoplasm,other cellular component,C
LOC105340685,0.00623282402080432,-0.830461769802966,neuronal PAS domain-containing protein 4,XM_034469790.1,105340685,NC_047561.1,45511075,45516852,GO:0005634,nucleus,nucleus,C
LOC105340685,0.00623282402080432,-0.830461769802966,neuronal PAS domain-containing protein 4,XM_034469790.1,105340685,NC_047561.1,45511075,45516852,GO:0005667,transcription factor complex,nucleus,C
LOC105343602,1.12013513212236e-05,-0.819013199646567,zinc finger protein 593 isoform X1,XM_011451018.3,105343602,NC_047563.1,62712593,62715617,GO:0030687,preribosome, large subunit precursor,other cellular component,C
LOC105343602,1.12013513212236e-05,-0.819013199646567,zinc finger protein 593 isoform X1,XM_011451019.3,105343602,NC_047563.1,62712593,62715561,GO:0030687,preribosome, large subunit precursor,other cellular component,C
LOC105343602,1.12013513212236e-05,-0.819013199646567,zinc finger protein 593 isoform X1,XM_011451016.3,105343602,NC_047563.1,62712593,62715497,GO:0030687,preribosome, large subunit precursor,other cellular component,C
LOC105339786,0.0295929147988384,-0.816639281136508,SAM pointed domain-containing Ets transcription factor isoform X1,XM_011445509.3,105339786,NC_047559.1,44089707,44092661,GO:0005634,nucleus,nucleus,C
LOC105339786,0.0295929147988384,-0.816639281136508,SAM pointed domain-containing Ets transcription factor isoform X1,XM_011445508.3,105339786,NC_047559.1,44089707,44092650,GO:0005634,nucleus,nucleus,C
LOC105346283,0.0178675577695236,-0.808116334147432,divergent protein kinase domain 1B,XM_011454791.3,105346283,NC_047565.1,17307244,17313207,GO:0005789,endoplasmic reticulum membrane,ER/Golgi,C
LOC105346283,0.0178675577695236,-0.808116334147432,divergent protein kinase domain 1B,XM_011454791.3,105346283,NC_047565.1,17307244,17313207,GO:0005789,endoplasmic reticulum membrane,other membranes,C
LOC105346283,0.0178675577695236,-0.808116334147432,divergent protein kinase domain 1B,XM_011454791.3,105346283,NC_047565.1,17307244,17313207,GO:0016021,integral to membrane,other membranes,C
LOC105346283,0.0178675577695236,-0.808116334147432,divergent protein kinase domain 1B,XM_011454793.3,105346283,NC_047565.1,17307414,17313207,GO:0005789,endoplasmic reticulum membrane,ER/Golgi,C
LOC105346283,0.0178675577695236,-0.808116334147432,divergent protein kinase domain 1B,XM_011454793.3,105346283,NC_047565.1,17307414,17313207,GO:0005789,endoplasmic reticulum membrane,other membranes,C
LOC105346283,0.0178675577695236,-0.808116334147432,divergent protein kinase domain 1B,XM_011454793.3,105346283,NC_047565.1,17307414,17313207,GO:0016021,integral to membrane,other membranes,C
LOC105338465,0.0217940852653494,-0.80433391837069,organic cation transporter protein,XM_011443610.3,105338465,NC_047565.1,15505664,15511722,GO:0005887,integral to plasma membrane,other membranes,C
LOC105338465,0.0217940852653494,-0.80433391837069,organic cation transporter protein,XM_011443610.3,105338465,NC_047565.1,15505664,15511722,GO:0005887,integral to plasma membrane,plasma membrane,C
LOC105338465,0.0217940852653494,-0.80433391837069,organic cation transporter protein,XM_011443610.3,105338465,NC_047565.1,15505664,15511722,GO:0016021,integral to membrane,other membranes,C
LOC105343805,0.0202164265553266,-0.784750534337915,uncharacterized protein LOC105343805,XM_011451289.3,105343805,NC_047568.1,12719477,12726058,GO:0005654,nucleoplasm,nucleus,C
LOC105343805,0.0202164265553266,-0.784750534337915,uncharacterized protein LOC105343805,XM_011451289.3,105343805,NC_047568.1,12719477,12726058,GO:0005829,cytosol,cytosol,C
LOC105343805,0.0202164265553266,-0.784750534337915,uncharacterized protein LOC105343805,XM_011451289.3,105343805,NC_047568.1,12719477,12726058,GO:0005925,focal adhesion,other membranes,C
LOC105343805,0.0202164265553266,-0.784750534337915,uncharacterized protein LOC105343805,XM_011451289.3,105343805,NC_047568.1,12719477,12726058,GO:0005925,focal adhesion,plasma membrane,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459255.1,117685057,NW_022994774.1,968310,978103,GO:0000932,cytoplasmic mRNA processing body,other cellular component,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459255.1,117685057,NW_022994774.1,968310,978103,GO:0005634,nucleus,nucleus,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459255.1,117685057,NW_022994774.1,968310,978103,GO:0005654,nucleoplasm,nucleus,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459256.1,117685057,NW_022994774.1,968564,978103,GO:0000932,cytoplasmic mRNA processing body,other cellular component,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459256.1,117685057,NW_022994774.1,968564,978103,GO:0005634,nucleus,nucleus,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459256.1,117685057,NW_022994774.1,968564,978103,GO:0005654,nucleoplasm,nucleus,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459257.1,117685057,NW_022994774.1,968736,978103,GO:0000932,cytoplasmic mRNA processing body,other cellular component,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459257.1,117685057,NW_022994774.1,968736,978103,GO:0005634,nucleus,nucleus,C
LOC117685057,0.0477923744578712,-0.768081604401345,GA-binding protein subunit beta-1-like,XM_034459257.1,117685057,NW_022994774.1,968736,978103,GO:0005654,nucleoplasm,nucleus,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005764,lysosome,other cytoplasmic organelle,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,other membranes,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
LOC105334969,0.0403513273733931,-0.751150726168148,uncharacterized protein LOC105334969 isoform X1,XM_034473569.1,105334969,NC_047562.1,12904976,12961210,GO:0005886,plasma membrane,plasma membrane,C
