"count"
"genes_before_filtering" 31371
"genes_after_filtering" 25003
"genes_dropped" 6368
"DEGs_all-genes" 25003
"DEG_unshrunken-p0.05_lfc1.5" 190
"DEG_normal-lfc1.5" 14
"DEG_apeglm-s0.005_lfc1.5" 122
"DEG_ashr-p0.05_lfc1.5" 96
