Plate,Repeat,Well,Type,Time,Absorbance @ 405 (0.1s) (A),label
1,14,A11,M,00:18:18.88,0.289,A1
1,14,A12,M,00:18:19.77,0.305,A1
1,14,B01,M,00:18:23.11,0.289,A2
1,14,B02,M,00:18:23.99,0.302,A2
1,14,B03,M,00:18:24.88,0.305,A2
1,14,B04,M,00:18:25.77,0.237,B1
1,14,B05,M,00:18:26.66,0.226,B1
1,14,B06,M,00:18:27.55,0.228,B1
1,14,B07,M,00:18:28.44,0.276,B2
1,14,B08,M,00:18:29.33,0.237,B2
1,14,B09,M,00:18:30.22,0.233,B2
1,14,B10,M,00:18:31.10,0.209,B3
1,14,B11,M,00:18:31.99,0.245,B3
1,14,B12,M,00:18:32.88,0.182,B3
1,14,C01,M,00:18:36.22,0.189,B4
1,14,C02,M,00:18:37.10,0.284,B4
1,14,C03,M,00:18:37.99,0.185,B4
1,14,C04,M,00:18:38.88,0.160,C1
1,14,C05,M,00:18:39.77,0.143,C1
1,14,C06,M,00:18:40.66,0.142,C1
1,14,C07,M,00:18:41.55,0.158,C2
1,14,C08,M,00:18:42.44,0.147,C2
1,14,C09,M,00:18:43.33,0.145,C2
1,14,C10,M,00:18:44.22,0.251,D2
1,14,C11,M,00:18:45.10,0.251,D2
1,14,C12,M,00:18:45.99,0.256,D2
1,14,D01,M,00:18:49.33,0.232,D3
1,14,D02,M,00:18:50.22,0.225,D3
1,14,D03,M,00:18:51.10,0.225,D3
1,14,D04,M,00:18:51.99,0.229,A3
1,14,D05,M,00:18:52.88,0.228,A3
1,14,D06,M,00:18:53.77,0.232,A3
1,15,A01,M,00:19:32.32,0.077,GSH 0
1,15,A02,M,00:19:33.21,0.202,GSH 8
1,15,A03,M,00:19:34.10,0.347,GSH 16
1,15,A04,M,00:19:34.99,0.553,GSH 24
1,15,A05,M,00:19:35.88,0.775,GSH 32
1,15,A06,M,00:19:36.77,1.021,GSH 40
1,15,A07,M,00:19:37.66,0.260,PC 2
1,15,A08,M,00:19:38.55,0.118,PC 10
1,15,A09,M,00:19:39.44,0.251,PC 20
1,15,A10,M,00:19:40.33,0.301,A1
1,15,A11,M,00:19:41.22,0.293,A1
1,15,A12,M,00:19:42.10,0.309,A1
1,15,B01,M,00:19:45.44,0.293,A2
1,15,B02,M,00:19:46.33,0.304,A2
1,15,B03,M,00:19:47.21,0.307,A2
1,15,B04,M,00:19:48.10,0.239,B1
1,15,B05,M,00:19:48.99,0.227,B1
1,15,B06,M,00:19:49.88,0.230,B1
1,15,B07,M,00:19:50.77,0.277,B2
1,15,B08,M,00:19:51.66,0.239,B2
1,15,B09,M,00:19:52.55,0.234,B2
1,15,B10,M,00:19:53.44,0.210,B3
1,15,B11,M,00:19:54.33,0.248,B3
1,15,B12,M,00:19:55.21,0.184,B3
1,15,C01,M,00:19:58.55,0.191,B4
1,15,C02,M,00:19:59.44,0.284,B4
1,15,C03,M,00:20:00.33,0.187,B4
1,15,C04,M,00:20:01.21,0.162,C1
1,15,C05,M,00:20:02.10,0.144,C1
1,15,C06,M,00:20:02.99,0.144,C1
1,15,C07,M,00:20:03.88,0.159,C2
1,15,C08,M,00:20:04.77,0.148,C2
1,15,C09,M,00:20:05.66,0.146,C2
1,15,C10,M,00:20:06.55,0.256,D2
1,15,C11,M,00:20:07.44,0.256,D2
1,15,C12,M,00:20:08.33,0.261,D2
1,15,D01,M,00:20:11.66,0.237,D3
1,15,D02,M,00:20:12.55,0.230,D3
1,15,D03,M,00:20:13.44,0.230,D3
1,15,D04,M,00:20:14.32,0.232,A3
1,15,D05,M,00:20:15.21,0.231,A3
1,15,D06,M,00:20:16.10,0.235,A3
1,16,A01,M,00:20:54.76,0.077,GSH 0
1,16,A02,M,00:20:55.66,0.202,GSH 8
1,16,A03,M,00:20:56.55,0.346,GSH 16
1,16,A04,M,00:20:57.44,0.552,GSH 24
1,16,A05,M,00:20:58.32,0.774,GSH 32
1,16,A06,M,00:20:59.21,1.018,GSH 40
1,16,A07,M,00:21:00.10,0.265,PC 2
1,16,A08,M,00:21:00.99,0.120,PC 10
1,16,A09,M,00:21:01.88,0.255,PC 20
1,16,A10,M,00:21:02.77,0.304,A1
1,16,A11,M,00:21:03.66,0.296,A1
1,16,A12,M,00:21:04.55,0.311,A1
1,16,B01,M,00:21:07.88,0.295,A2
1,16,B02,M,00:21:08.77,0.307,A2
1,16,B03,M,00:21:09.66,0.310,A2
1,16,B04,M,00:21:10.55,0.240,B1
1,16,B05,M,00:21:11.44,0.229,B1
1,16,B06,M,00:21:12.32,0.231,B1
1,16,B07,M,00:21:13.21,0.279,B2
1,16,B08,M,00:21:14.10,0.240,B2
1,16,B09,M,00:21:14.99,0.235,B2
1,16,B10,M,00:21:15.88,0.212,B3
1,16,B11,M,00:21:16.77,0.247,B3
1,16,B12,M,00:21:17.66,0.185,B3
1,16,C01,M,00:21:20.99,0.192,B4
1,16,C02,M,00:21:21.88,0.286,B4
1,16,C03,M,00:21:22.77,0.189,B4
1,16,C04,M,00:21:23.66,0.164,C1
1,16,C05,M,00:21:24.55,0.145,C1
1,16,C06,M,00:21:25.44,0.145,C1
1,16,C07,M,00:21:26.32,0.160,C2
1,16,C08,M,00:21:27.21,0.149,C2
1,16,C09,M,00:21:28.10,0.147,C2
1,16,C10,M,00:21:28.99,0.260,D2
1,16,C11,M,00:21:29.88,0.261,D2
1,16,C12,M,00:21:30.77,0.266,D2
1,16,D01,M,00:21:34.10,0.243,D3
1,16,D02,M,00:21:34.99,0.236,D3
1,16,D03,M,00:21:35.88,0.233,D3
1,16,D04,M,00:21:36.77,0.236,A3
1,16,D05,M,00:21:37.66,0.234,A3
1,16,D06,M,00:21:38.55,0.239,A3
1,17,A01,M,00:22:17.20,0.077,GSH 0
1,17,A02,M,00:22:18.10,0.201,GSH 8
1,17,A03,M,00:22:18.99,0.345,GSH 16
1,17,A04,M,00:22:19.88,0.550,GSH 24
1,17,A05,M,00:22:20.77,0.771,GSH 32
1,17,A06,M,00:22:21.66,1.015,GSH 40
1,17,A07,M,00:22:22.54,0.269,PC 2
1,17,A08,M,00:22:23.43,0.122,PC 10
1,17,A09,M,00:22:24.32,0.260,PC 20
1,17,A10,M,00:22:25.21,0.307,A1
1,17,A11,M,00:22:26.10,0.299,A1
1,17,A12,M,00:22:26.99,0.314,A1
1,17,B01,M,00:22:30.32,0.298,A2
1,17,B02,M,00:22:31.21,0.310,A2
1,17,B03,M,00:22:32.10,0.313,A2
1,17,B04,M,00:22:32.99,0.242,B1
1,17,B05,M,00:22:33.88,0.230,B1
1,17,B06,M,00:22:34.77,0.233,B1
1,17,B07,M,00:22:35.66,0.282,B2
1,17,B08,M,00:22:36.54,0.242,B2
1,17,B09,M,00:22:37.43,0.237,B2
1,17,B10,M,00:22:38.32,0.213,B3
1,17,B11,M,00:22:39.21,0.248,B3
1,17,B12,M,00:22:40.10,0.187,B3
1,17,C01,M,00:22:43.44,0.195,B4
1,17,C02,M,00:22:44.32,0.288,B4
1,17,C03,M,00:22:45.21,0.191,B4
1,17,C04,M,00:22:46.10,0.164,C1
1,17,C05,M,00:22:46.99,0.147,C1
1,17,C06,M,00:22:47.88,0.147,C1
1,17,C07,M,00:22:48.77,0.162,C2
1,17,C08,M,00:22:49.66,0.150,C2
1,17,C09,M,00:22:50.54,0.148,C2
1,17,C10,M,00:22:51.43,0.265,D2
1,17,C11,M,00:22:52.32,0.266,D2
1,17,C12,M,00:22:53.21,0.271,D2
1,17,D01,M,00:22:56.55,0.249,D3
1,17,D02,M,00:22:57.43,0.240,D3
1,17,D03,M,00:22:58.32,0.240,D3
1,17,D04,M,00:22:59.21,0.239,A3
1,17,D05,M,00:23:00.10,0.237,A3
1,17,D06,M,00:23:00.99,0.242,A3
1,18,A01,M,00:23:39.64,0.077,GSH 0
1,18,A02,M,00:23:40.54,0.201,GSH 8
1,18,A03,M,00:23:41.43,0.343,GSH 16
1,18,A04,M,00:23:42.32,0.548,GSH 24
1,18,A05,M,00:23:43.21,0.768,GSH 32
1,18,A06,M,00:23:44.10,1.012,GSH 40
1,18,A07,M,00:23:44.99,0.274,PC 2
1,18,A08,M,00:23:45.88,0.123,PC 10
1,18,A09,M,00:23:46.77,0.265,PC 20
1,18,A10,M,00:23:47.65,0.310,A1
1,18,A11,M,00:23:48.54,0.302,A1
1,18,A12,M,00:23:49.43,0.317,A1
1,18,B01,M,00:23:52.77,0.302,A2
1,18,B02,M,00:23:53.65,0.313,A2
1,18,B03,M,00:23:54.54,0.315,A2
1,18,B04,M,00:23:55.43,0.243,B1
1,18,B05,M,00:23:56.32,0.232,B1
1,18,B06,M,00:23:57.21,0.235,B1
1,18,B07,M,00:23:58.10,0.282,B2
1,18,B08,M,00:23:58.99,0.243,B2
1,18,B09,M,00:23:59.88,0.238,B2
1,18,B10,M,00:24:00.77,0.214,B3
1,18,B11,M,00:24:01.65,0.243,B3
1,18,B12,M,00:24:02.54,0.188,B3
1,18,C01,M,00:24:05.88,0.197,B4
1,18,C02,M,00:24:06.77,0.291,B4
1,18,C03,M,00:24:07.65,0.192,B4
1,18,C04,M,00:24:08.54,0.165,C1
1,18,C05,M,00:24:09.43,0.148,C1
1,18,C06,M,00:24:10.32,0.150,C1
1,18,C07,M,00:24:11.21,0.169,C2
1,18,C08,M,00:24:12.10,0.151,C2
1,18,C09,M,00:24:12.99,0.149,C2
1,18,C10,M,00:24:13.88,0.270,D2
1,18,C11,M,00:24:14.77,0.270,D2
1,18,C12,M,00:24:15.65,0.275,D2
1,18,D01,M,00:24:18.99,0.254,D3
1,18,D02,M,00:24:19.88,0.245,D3
1,18,D03,M,00:24:20.77,0.244,D3
1,18,D04,M,00:24:21.65,0.242,A3
1,18,D05,M,00:24:22.54,0.240,A3
1,18,D06,M,00:24:23.43,0.245,A3
1,19,A01,M,00:25:02.09,0.077,GSH 0
1,19,A02,M,00:25:02.99,0.200,GSH 8
1,19,A03,M,00:25:03.88,0.343,GSH 16
1,19,A04,M,00:25:04.76,0.546,GSH 24
1,19,A05,M,00:25:05.65,0.766,GSH 32
1,19,A06,M,00:25:06.54,1.009,GSH 40
1,19,A07,M,00:25:07.43,0.279,PC 2
1,19,A08,M,00:25:08.32,0.124,PC 10
1,19,A09,M,00:25:09.21,0.269,PC 20
1,19,A10,M,00:25:10.10,0.313,A1
1,19,A11,M,00:25:10.99,0.305,A1
1,19,A12,M,00:25:11.88,0.320,A1
1,19,B01,M,00:25:15.21,0.304,A2
1,19,B02,M,00:25:16.10,0.316,A2
1,19,B03,M,00:25:16.99,0.317,A2
1,19,B04,M,00:25:17.88,0.245,B1
1,19,B05,M,00:25:18.76,0.233,B1
1,19,B06,M,00:25:19.65,0.236,B1
1,19,B07,M,00:25:20.54,0.284,B2
1,19,B08,M,00:25:21.43,0.244,B2
1,19,B09,M,00:25:22.32,0.239,B2
1,19,B10,M,00:25:23.21,0.216,B3
1,19,B11,M,00:25:24.10,0.255,B3
1,19,B12,M,00:25:24.99,0.189,B3
1,19,C01,M,00:25:28.32,0.199,B4
1,19,C02,M,00:25:29.21,0.291,B4
1,19,C03,M,00:25:30.10,0.194,B4
1,19,C04,M,00:25:30.99,0.166,C1
1,19,C05,M,00:25:31.87,0.149,C1
1,19,C06,M,00:25:32.76,0.151,C1
1,19,C07,M,00:25:33.65,0.167,C2
1,19,C08,M,00:25:34.54,0.152,C2
1,19,C09,M,00:25:35.43,0.150,C2
1,19,C10,M,00:25:36.32,0.274,D2
1,19,C11,M,00:25:37.21,0.275,D2
1,19,C12,M,00:25:38.10,0.280,D2
1,19,D01,M,00:25:41.43,0.260,D3
1,19,D02,M,00:25:42.32,0.250,D3
1,19,D03,M,00:25:43.21,0.249,D3
1,19,D04,M,00:25:44.10,0.246,A3
1,19,D05,M,00:25:44.99,0.244,A3
1,19,D06,M,00:25:45.87,0.248,A3
1,20,A01,M,00:26:24.48,0.077,GSH 0
1,20,A02,M,00:26:25.37,0.200,GSH 8
1,20,A03,M,00:26:26.26,0.341,GSH 16
1,20,A04,M,00:26:27.15,0.544,GSH 24
1,20,A05,M,00:26:28.04,0.764,GSH 32
1,20,A06,M,00:26:28.93,1.006,GSH 40
1,20,A07,M,00:26:29.82,0.284,PC 2
1,20,A08,M,00:26:30.71,0.125,PC 10
1,20,A09,M,00:26:31.60,0.274,PC 20
1,20,A10,M,00:26:32.49,0.316,A1
1,20,A11,M,00:26:33.37,0.308,A1
1,20,A12,M,00:26:34.26,0.324,A1
1,20,B01,M,00:26:37.60,0.308,A2
1,20,B02,M,00:26:38.49,0.318,A2
1,20,B03,M,00:26:39.37,0.321,A2
1,20,B04,M,00:26:40.26,0.247,B1
1,20,B05,M,00:26:41.15,0.235,B1
1,20,B06,M,00:26:42.04,0.237,B1
1,20,B07,M,00:26:42.93,0.285,B2
1,20,B08,M,00:26:43.82,0.246,B2
1,20,B09,M,00:26:44.71,0.241,B2
1,20,B10,M,00:26:45.60,0.217,B3
1,20,B11,M,00:26:46.49,0.262,B3
1,20,B12,M,00:26:47.37,0.191,B3
1,20,C01,M,00:26:50.71,0.200,B4
1,20,C02,M,00:26:51.60,0.293,B4
1,20,C03,M,00:26:52.48,0.194,B4
1,20,C04,M,00:26:53.37,0.169,C1
1,20,C05,M,00:26:54.26,0.150,C1
1,20,C06,M,00:26:55.15,0.153,C1
1,20,C07,M,00:26:56.04,0.165,C2
1,20,C08,M,00:26:56.93,0.153,C2
1,20,C09,M,00:26:57.82,0.151,C2
1,20,C10,M,00:26:58.71,0.279,D2
1,20,C11,M,00:26:59.60,0.280,D2
1,20,C12,M,00:27:00.49,0.285,D2
1,20,D01,M,00:27:03.82,0.266,D3
1,20,D02,M,00:27:04.71,0.256,D3
1,20,D03,M,00:27:05.60,0.255,D3
1,20,D04,M,00:27:06.48,0.249,A3
1,20,D05,M,00:27:07.37,0.246,A3
1,20,D06,M,00:27:08.26,0.252,A3
1,21,A01,M,00:27:46.92,0.077,GSH 0
1,21,A02,M,00:27:47.82,0.199,GSH 8
1,21,A03,M,00:27:48.71,0.340,GSH 16
1,21,A04,M,00:27:49.60,0.542,GSH 24
1,21,A05,M,00:27:50.48,0.761,GSH 32
1,21,A06,M,00:27:51.37,1.003,GSH 40
1,21,A07,M,00:27:52.26,0.288,PC 2
1,21,A08,M,00:27:53.15,0.127,PC 10
1,21,A09,M,00:27:54.04,0.278,PC 20
1,21,A10,M,00:27:54.93,0.319,A1
1,21,A11,M,00:27:55.82,0.311,A1
1,21,A12,M,00:27:56.71,0.327,A1
1,21,B01,M,00:28:00.04,0.310,A2
1,21,B02,M,00:28:00.93,0.321,A2
1,21,B03,M,00:28:01.82,0.323,A2
1,21,B04,M,00:28:02.71,0.249,B1
1,21,B05,M,00:28:03.59,0.236,B1
1,21,B06,M,00:28:04.48,0.239,B1
1,21,B07,M,00:28:05.37,0.286,B2
1,21,B08,M,00:28:06.26,0.248,B2
1,21,B09,M,00:28:07.15,0.242,B2
1,21,B10,M,00:28:08.04,0.219,B3
1,21,B11,M,00:28:08.93,0.264,B3
1,21,B12,M,00:28:09.82,0.192,B3
1,21,C01,M,00:28:13.15,0.201,B4
1,21,C02,M,00:28:14.04,0.294,B4
1,21,C03,M,00:28:14.93,0.195,B4
1,21,C04,M,00:28:15.82,0.174,C1
1,21,C05,M,00:28:16.71,0.151,C1
1,21,C06,M,00:28:17.59,0.154,C1
1,21,C07,M,00:28:18.48,0.165,C2
1,21,C08,M,00:28:19.37,0.154,C2
1,21,C09,M,00:28:20.26,0.152,C2
1,21,C10,M,00:28:21.15,0.283,D2
1,21,C11,M,00:28:22.04,0.284,D2
1,21,C12,M,00:28:22.93,0.289,D2
1,21,D01,M,00:28:26.26,0.271,D3
1,21,D02,M,00:28:27.15,0.261,D3
1,21,D03,M,00:28:28.04,0.260,D3
1,21,D04,M,00:28:28.93,0.252,A3
1,21,D05,M,00:28:29.82,0.249,A3
1,21,D06,M,00:28:30.71,0.255,A3
1,22,A01,M,00:29:09.31,0.078,GSH 0
1,22,A02,M,00:29:10.20,0.198,GSH 8
1,22,A03,M,00:29:11.09,0.339,GSH 16
1,22,A04,M,00:29:11.98,0.541,GSH 24
1,22,A05,M,00:29:12.87,0.759,GSH 32
1,22,A06,M,00:29:13.76,1.001,GSH 40
1,22,A07,M,00:29:14.65,0.293,PC 2
1,22,A08,M,00:29:15.54,0.128,PC 10
1,22,A09,M,00:29:16.43,0.283,PC 20
1,22,A10,M,00:29:17.32,0.322,A1
1,22,A11,M,00:29:18.21,0.314,A1
1,22,A12,M,00:29:19.09,0.330,A1
1,22,B01,M,00:29:22.43,0.312,A2
1,22,B02,M,00:29:23.32,0.324,A2
1,22,B03,M,00:29:24.20,0.325,A2
1,22,B04,M,00:29:25.09,0.250,B1
1,22,B05,M,00:29:25.98,0.238,B1
1,22,B06,M,00:29:26.87,0.241,B1
1,22,B07,M,00:29:27.76,0.287,B2
1,22,B08,M,00:29:28.65,0.248,B2
1,22,B09,M,00:29:29.54,0.244,B2
1,22,B10,M,00:29:30.43,0.221,B3
1,22,B11,M,00:29:31.32,0.265,B3
1,22,B12,M,00:29:32.20,0.194,B3
1,22,C01,M,00:29:35.54,0.202,B4
1,22,C02,M,00:29:36.43,0.296,B4
1,22,C03,M,00:29:37.32,0.197,B4
1,22,C04,M,00:29:38.20,0.174,C1
1,22,C05,M,00:29:39.09,0.152,C1
1,22,C06,M,00:29:39.98,0.155,C1
1,22,C07,M,00:29:40.87,0.167,C2
1,22,C08,M,00:29:41.76,0.155,C2
1,22,C09,M,00:29:42.65,0.153,C2
1,22,C10,M,00:29:43.54,0.288,D2
1,22,C11,M,00:29:44.43,0.289,D2
1,22,C12,M,00:29:45.32,0.295,D2
1,22,D01,M,00:29:48.65,0.276,D3
1,22,D02,M,00:29:49.54,0.267,D3
1,22,D03,M,00:29:50.43,0.266,D3
1,22,D04,M,00:29:51.32,0.254,A3
1,22,D05,M,00:29:52.20,0.253,A3
1,22,D06,M,00:29:53.09,0.258,A3
1,23,A01,M,00:30:31.69,0.077,GSH 0
1,23,A02,M,00:30:32.59,0.198,GSH 8
1,23,A03,M,00:30:33.48,0.338,GSH 16
1,23,A04,M,00:30:34.37,0.539,GSH 24
1,23,A05,M,00:30:35.26,0.757,GSH 32
1,23,A06,M,00:30:36.15,0.999,GSH 40
1,23,A07,M,00:30:37.04,0.299,PC 2
1,23,A08,M,00:30:37.93,0.130,PC 10
1,23,A09,M,00:30:38.81,0.287,PC 20
1,23,A10,M,00:30:39.70,0.325,A1
1,23,A11,M,00:30:40.59,0.317,A1
1,23,A12,M,00:30:41.48,0.333,A1
1,23,B01,M,00:30:44.82,0.316,A2
1,23,B02,M,00:30:45.70,0.327,A2
1,23,B03,M,00:30:46.59,0.328,A2
1,23,B04,M,00:30:47.48,0.252,B1
1,23,B05,M,00:30:48.37,0.239,B1
1,23,B06,M,00:30:49.26,0.242,B1
1,23,B07,M,00:30:50.15,0.289,B2
1,23,B08,M,00:30:51.04,0.250,B2
1,23,B09,M,00:30:51.93,0.245,B2
1,23,B10,M,00:30:52.81,0.222,B3
1,23,B11,M,00:30:53.70,0.266,B3
1,23,B12,M,00:30:54.59,0.195,B3
1,23,C01,M,00:30:57.93,0.202,B4
1,23,C02,M,00:30:58.81,0.295,B4
1,23,C03,M,00:30:59.70,0.199,B4
1,23,C04,M,00:31:00.59,0.177,C1
1,23,C05,M,00:31:01.48,0.154,C1
1,23,C06,M,00:31:02.37,0.156,C1
1,23,C07,M,00:31:03.26,0.172,C2
1,23,C08,M,00:31:04.15,0.156,C2
1,23,C09,M,00:31:05.04,0.154,C2
1,23,C10,M,00:31:05.93,0.293,D2
1,23,C11,M,00:31:06.81,0.293,D2
1,23,C12,M,00:31:07.70,0.299,D2
1,23,D01,M,00:31:11.04,0.282,D3
1,23,D02,M,00:31:11.92,0.271,D3
1,23,D03,M,00:31:12.81,0.270,D3
1,23,D04,M,00:31:13.70,0.257,A3
1,23,D05,M,00:31:14.59,0.255,A3
1,23,D06,M,00:31:15.48,0.261,A3
1,24,A01,M,00:31:54.14,0.077,GSH 0
1,24,A02,M,00:31:55.04,0.197,GSH 8
1,24,A03,M,00:31:55.92,0.337,GSH 16
1,24,A04,M,00:31:56.81,0.537,GSH 24
1,24,A05,M,00:31:57.70,0.754,GSH 32
1,24,A06,M,00:31:58.59,0.995,GSH 40
1,24,A07,M,00:31:59.48,0.303,PC 2
1,24,A08,M,00:32:00.37,0.131,PC 10
1,24,A09,M,00:32:01.26,0.292,PC 20
1,24,A10,M,00:32:02.15,0.328,A1
1,24,A11,M,00:32:03.04,0.320,A1
1,24,A12,M,00:32:03.92,0.336,A1
1,24,B01,M,00:32:07.26,0.319,A2
1,24,B02,M,00:32:08.15,0.329,A2
1,24,B03,M,00:32:09.04,0.331,A2
1,24,B04,M,00:32:09.92,0.253,B1
1,24,B05,M,00:32:10.81,0.240,B1
1,24,B06,M,00:32:11.70,0.244,B1
1,24,B07,M,00:32:12.59,0.290,B2
1,24,B08,M,00:32:13.48,0.251,B2
1,24,B09,M,00:32:14.37,0.246,B2
1,24,B10,M,00:32:15.26,0.223,B3
1,24,B11,M,00:32:16.15,0.237,B3
1,24,B12,M,00:32:17.04,0.196,B3
1,24,C01,M,00:32:20.37,0.203,B4
1,24,C02,M,00:32:21.26,0.298,B4
1,24,C03,M,00:32:22.15,0.200,B4
1,24,C04,M,00:32:23.03,0.172,C1
1,24,C05,M,00:32:23.92,0.155,C1
1,24,C06,M,00:32:24.81,0.157,C1
1,24,C07,M,00:32:25.70,0.175,C2
1,24,C08,M,00:32:26.59,0.157,C2
1,24,C09,M,00:32:27.48,0.155,C2
1,24,C10,M,00:32:28.37,0.297,D2
1,24,C11,M,00:32:29.26,0.298,D2
1,24,C12,M,00:32:30.15,0.304,D2
1,24,D01,M,00:32:33.48,0.287,D3
1,24,D02,M,00:32:34.37,0.276,D3
1,24,D03,M,00:32:35.26,0.275,D3
1,24,D04,M,00:32:36.15,0.260,A3
1,24,D05,M,00:32:37.03,0.258,A3
1,24,D06,M,00:32:37.92,0.264,A3
1,25,A01,M,00:33:16.52,0.077,GSH 0
1,25,A02,M,00:33:17.42,0.197,GSH 8
1,25,A03,M,00:33:18.31,0.336,GSH 16
1,25,A04,M,00:33:19.20,0.536,GSH 24
1,25,A05,M,00:33:20.09,0.752,GSH 32
1,25,A06,M,00:33:20.98,0.993,GSH 40
1,25,A07,M,00:33:21.87,0.308,PC 2
1,25,A08,M,00:33:22.76,0.133,PC 10
1,25,A09,M,00:33:23.65,0.296,PC 20
1,25,A10,M,00:33:24.53,0.330,A1
1,25,A11,M,00:33:25.42,0.323,A1
1,25,A12,M,00:33:26.31,0.339,A1
1,25,B01,M,00:33:29.65,0.322,A2
1,25,B02,M,00:33:30.53,0.332,A2
1,25,B03,M,00:33:31.42,0.333,A2
1,25,B04,M,00:33:32.31,0.255,B1
1,25,B05,M,00:33:33.20,0.242,B1
1,25,B06,M,00:33:34.09,0.245,B1
1,25,B07,M,00:33:34.98,0.291,B2
1,25,B08,M,00:33:35.87,0.252,B2
1,25,B09,M,00:33:36.76,0.247,B2
1,25,B10,M,00:33:37.65,0.225,B3
1,25,B11,M,00:33:38.53,0.237,B3
1,25,B12,M,00:33:39.42,0.198,B3
1,25,C01,M,00:33:42.76,0.205,B4
1,25,C02,M,00:33:43.65,0.299,B4
1,25,C03,M,00:33:44.53,0.201,B4
1,25,C04,M,00:33:45.42,0.171,C1
1,25,C05,M,00:33:46.31,0.156,C1
1,25,C06,M,00:33:47.20,0.158,C1
1,25,C07,M,00:33:48.09,0.175,C2
1,25,C08,M,00:33:48.98,0.158,C2
1,25,C09,M,00:33:49.87,0.156,C2
1,25,C10,M,00:33:50.76,0.301,D2
1,25,C11,M,00:33:51.65,0.302,D2
1,25,C12,M,00:33:52.53,0.308,D2
1,25,D01,M,00:33:55.87,0.293,D3
1,25,D02,M,00:33:56.76,0.281,D3
1,25,D03,M,00:33:57.64,0.280,D3
1,25,D04,M,00:33:58.53,0.263,A3
1,25,D05,M,00:33:59.42,0.261,A3
1,25,D06,M,00:34:00.31,0.267,A3
1,26,A01,M,00:34:38.86,0.077,GSH 0
1,26,A02,M,00:34:39.75,0.196,GSH 8
1,26,A03,M,00:34:40.64,0.334,GSH 16
1,26,A04,M,00:34:41.53,0.534,GSH 24
1,26,A05,M,00:34:42.42,0.749,GSH 32
1,26,A06,M,00:34:43.31,0.989,GSH 40
1,26,A07,M,00:34:44.20,0.313,PC 2
1,26,A08,M,00:34:45.09,0.134,PC 10
1,26,A09,M,00:34:45.98,0.300,PC 20
1,26,A10,M,00:34:46.87,0.333,A1
1,26,A11,M,00:34:47.76,0.325,A1
1,26,A12,M,00:34:48.64,0.341,A1
1,26,B01,M,00:34:51.98,0.325,A2
1,26,B02,M,00:34:52.87,0.334,A2
1,26,B03,M,00:34:53.75,0.335,A2
1,26,B04,M,00:34:54.64,0.257,B1
1,26,B05,M,00:34:55.53,0.243,B1
1,26,B06,M,00:34:56.42,0.246,B1
1,26,B07,M,00:34:57.31,0.293,B2
1,26,B08,M,00:34:58.20,0.254,B2
1,26,B09,M,00:34:59.09,0.249,B2
1,26,B10,M,00:34:59.98,0.226,B3
1,26,B11,M,00:35:00.87,0.239,B3
1,26,B12,M,00:35:01.75,0.199,B3
1,26,C01,M,00:35:05.09,0.206,B4
1,26,C02,M,00:35:05.98,0.301,B4
1,26,C03,M,00:35:06.87,0.202,B4
1,26,C04,M,00:35:07.75,0.186,C1
1,26,C05,M,00:35:08.64,0.157,C1
1,26,C06,M,00:35:09.53,0.159,C1
1,26,C07,M,00:35:10.42,0.170,C2
1,26,C08,M,00:35:11.31,0.159,C2
1,26,C09,M,00:35:12.20,0.157,C2
1,26,C10,M,00:35:13.09,0.306,D2
1,26,C11,M,00:35:13.98,0.306,D2
1,26,C12,M,00:35:14.87,0.313,D2
1,26,D01,M,00:35:18.20,0.298,D3
1,26,D02,M,00:35:19.09,0.287,D3
1,26,D03,M,00:35:19.98,0.285,D3
1,26,D04,M,00:35:20.87,0.266,A3
1,26,D05,M,00:35:21.75,0.264,A3
1,26,D06,M,00:35:22.64,0.270,A3
1,27,A01,M,00:36:01.30,0.077,GSH 0
1,27,A02,M,00:36:02.20,0.196,GSH 8
1,27,A03,M,00:36:03.09,0.334,GSH 16
1,27,A04,M,00:36:03.98,0.532,GSH 24
1,27,A05,M,00:36:04.86,0.748,GSH 32
1,27,A06,M,00:36:05.75,0.987,GSH 40
1,27,A07,M,00:36:06.64,0.318,PC 2
1,27,A08,M,00:36:07.53,0.135,PC 10
1,27,A09,M,00:36:08.42,0.305,PC 20
1,27,A10,M,00:36:09.31,0.336,A1
1,27,A11,M,00:36:10.20,0.329,A1
1,27,A12,M,00:36:11.09,0.345,A1
1,27,B01,M,00:36:14.42,0.327,A2
1,27,B02,M,00:36:15.31,0.337,A2
1,27,B03,M,00:36:16.20,0.338,A2
1,27,B04,M,00:36:17.09,0.258,B1
1,27,B05,M,00:36:17.98,0.245,B1
1,27,B06,M,00:36:18.86,0.248,B1
1,27,B07,M,00:36:19.75,0.295,B2
1,27,B08,M,00:36:20.64,0.255,B2
1,27,B09,M,00:36:21.53,0.250,B2
1,27,B10,M,00:36:22.42,0.227,B3
1,27,B11,M,00:36:23.31,0.241,B3
1,27,B12,M,00:36:24.20,0.200,B3
1,27,C01,M,00:36:27.53,0.207,B4
1,27,C02,M,00:36:28.42,0.303,B4
1,27,C03,M,00:36:29.31,0.202,B4
1,27,C04,M,00:36:30.20,0.188,C1
1,27,C05,M,00:36:31.09,0.158,C1
1,27,C06,M,00:36:31.98,0.159,C1
1,27,C07,M,00:36:32.86,0.172,C2
1,27,C08,M,00:36:33.75,0.159,C2
