"ID_sort","umol_L"
"T01_10",2.38738308360263
"T02_10",6.89103851196768
"T03_10",4.29688297411417
"T04_10",3.16260184448049
"T07_10",8.70158089910848
"T09_10",4.24801372843939
"T10_10",9.7537970389846
"T12_10",9.77011963368426
"T14_10",6.89735828471862
"T15_10",12.3640416146737
"T16_10",3.17103772324651
"T17_10",10.9927592583164
"T19_10",6.56973899337407
"T21_10",6.75765739632959
"T22_10",5.66430843225294
"T24_10",3.0649691461449
"T25_10",3.99722066494763
"T26_10",4.92265610282152
"T27_10",1.65865372585853
"T28_10",7.05783339735007
"T30_10",3.44671556605613
"T31_10",2.25863951694362
"T32_10",4.32655422112259
"T33_10",4.56020164274656
"T34_10",6.79093238204695
"T35_10",5.80834276074097
"T36_10",6.2536005201722
"T37_10",8.588566916003
"T38_10",3.32410773310318
"T39_10",6.11185226841809
"T41_10",2.89454061806379
"T42_10",4.80511629091683
"T43_10",4.75992318871238
"T44_10",3.23064659293505
"T45_10",3.51581653739197
"T46_10",11.8305750531005
"T48_10",1.48421023064662
"T49_10",3.03635630274943
"T50_10",2.86885338158783
"T51_10",4.28992656158067
"T53_10",3.75652598853435
"T54_10",5.87930497639178
"T55_10",2.07757665541919
"T56_10",1.44272339076235
"D01_10",2.2504999679158
"D02_10",5.10968127226374
"D03_10",3.86126364337298
"D04_10",8.50042981259242
"D05_10",3.59098846496039
"D06_10",3.07791094989449
"D07_10",4.39156763053228
"D08_10",0.408144216254016
"D09_10",5.82981743385966
"D10_10",4.61648867944751
"D11_10",3.61746044689625
"D12_10",1.71190161033729
"D13_10",3.44095964114189
"D14_10",3.48481315585747
"D15_10",3.33994591774513
"D16_10",0.923653925888345
"D17_10",2.56076459103014
"D18_10",-4.68781931238004
"D19_10",3.92337937237158
"D20_10",2.85101341925622
"D21_10",4.5996085737001
"D22_10",1.54989693218403
"D23_10",1.57769358664359
"D24_10",1.02587945984271
"D25_10",2.50474398661652
"D26_10",1.17272407332729
"D27_10",6.56404471152132
"D28_10",2.45958868327392
"D29_10",5.58100210665651
"D30_10",3.48849389109313
"D31_10",1.88615338453968
"D32_10",3.58117207627373
"D33_10",2.2260462993446
"D34_10",0.187162939573113
"D35_10",3.20101784387316
"D36_10",2.74207315876396
"D37_10",2.30686741233308
"D38_10",5.02934528705401
"D39_10",3.42049465525605
"D40_10",2.92182235443818
"D41_10",5.96836445194003
"D42_10",2.31551838753182
"D43_10",3.53054557562393
"D44_10",3.72597744949843
"D45_10",17.1110805942582
"D46_10",1.58036007324631
"D47_10",6.89784079914523
"D48_10",3.23281732597798
"D49_10",3.54080769184287
"D50_10",6.8917622921272
"D51_10",1.13933601941341
"D52_10",3.46976168618784
"D53_10",1.79168873082136
"D54_10",3.704757881099
"D55_10",4.86530401970572
"D56_10",2.17170209134258
"D57_10",2.040623793012
"D58_10",2.0020457889716
"D59_10",6.91372294712821
"D60_10",3.4405191774373
"D61_10",2.0636481976278
"D62_10",3.18348975564987
"D63_10",3.013392327009
"D65_10",6.48213791537336
"D66_10",4.99348755188663
"D67_10",1.50953015717374
"D68_10",4.24992768417667
"D70_10",5.89711187851589
"D71_10",13.7453403821478
"D72_10",1.16784853984279
"D73_10",2.2526869489655
"D74_10",8.11522983526632
"D75_10",3.34380346057179
"T05_10",3.13924730933462
"T06_10",0.329401639988305
"T08_10",2.27998397219687
"T13_10",5.8228393853135
"T18_10",6.41583233931851
"T20_10",-1.53906857036276
"T23_10",1.88777365060082
"T29_10",0.352084430187631
"T40_10",3.31538029701795
"T47_10",7.96633278294973
"T52_10",3.25718943026999
"T57_10",4.23900496726003
"T58_10",2.41236173566807
"T59_10",5.14152931018396
"T60_10",6.05956547602983
"T61_10",1.34834840458456
"T62_10",2.89558150024897
"T63_10",2.81734831715482
"T64_10",5.14672285452451
"T65_10",6.0809913938445
"T66_10",3.85036133293954
"T67_10",6.8141841565245
"T68_10",6.51917147805278
"T69_10",3.81454699309154
"T70_10",6.81946114713838
"T72_10",3.47030279105456
"T73_10",6.09572455436012
"T74_10",3.79984121776346
"T75_10",5.24517050169061
