"ID_sort","umol_L"
"D41_12",-8.8269788409807
"D47_12",21.815213986246
"D48_12",-10.9533788217081
"D53_12",14.0434808140829
"D59_12",-4.20023698521112
"D60_12",13.9564451959261
"D61_12",4.21700472471633
"D62_12",3.97988544508274
"D63_12",-33.8095484541153
"D66_12",-4.70959530420515
"D67_12",-2.37326429140307
"D69_12",17.8571226987069
"D70_12",0.84819473888578
"D71_12",2.34153523848994
"D73_12",-14.2840651890491
"D74_12",7.31911780874685
"D75_12",11.9152385729897
"D76_12",2.43845906377913
"D77_12",22.8267005648984
"D78_12",12.8503213086643
"D01_30",14.7327774471384
"D02_30",7.53202500784511
"D03_30",49.1990069255339
"D04_30",39.5913527560342
"D05_30",45.4499999061303
"D07_30",14.7782717234836
"D08_30",37.0442776811551
"D09_30",11.2799584940334
"D10_30",13.6437108564655
"D11_30",4.44009100237403
"D12_30",20.1245598603769
"D13_30",14.4966708985035
"D14_30",12.6406311520797
"D15_30",16.5876833934959
"D16_30",16.0447645076361
"D17_30",22.4553656944406
"D18_30",21.5030366968464
"D19_30",21.2916081752402
"D20_30",46.0045536591288
"D21_30",27.3272033039947
"D22_30",31.0052278643401
"D23_30",20.7498249447275
"D24_30",25.5306148587487
"D25_30",18.7104191175266
"D26_30",28.1428217953896
"D27_30",20.1215173653457
"D28_30",18.3162881426668
"D29_30",12.3405831739099
"D30_30",23.4496254991106
"D31_30",26.7638279564139
"D32_30",21.5523742378299
"D33_30",29.8201154121689
"D34_30",23.2238800277154
"D35_30",20.1297789759105
"D36_30",17.7049313298783
"D37_30",22.5821679233915
"D38_30",16.8331304323071
"D39_30",26.249551440071
"D42_30",24.5171180150771
"D43_30",49.0448813741919
"D44_30",37.0858320313997
"D45_30",50.6553019995673
"D64_30",50.3656855230943
"D68_30",42.6492927104166
"D72_30",23.181389366844
"T49_12",38.3251175395713
"T53_12",23.5962388748146
"T55_12",17.0232826764984
"T56_12",20.5101303054043
"T57_12",39.4643852920683
"T58_12",23.0443225206434
"T62_12",31.1806068499553
"T66_12",16.0585153859649
"T67_12",16.8044338311945
"T68_12",31.8451092415141
"T69_12",0.129077615180336
"T70_12",2.56490421176247
"T71_12",-9.08490802227954
"T72_12",-2.38922618361516
"T73_12",18.948993722239
"T74_12",1.10306160034671
"T75_12",9.07657558604731
"T76_12",17.1654732508852
"T77_12",4.9107533435625
"T78_12",9.27187118379271
"T01_30",34.3811170874226
"T02_30",24.5459557337677
"T03_30",24.7631386464739
"T04_30",17.2037722388427
"T05_30",22.900857302808
"T06_30",14.8815979668233
"T07_30",24.6395969461369
"T08_30",26.9943507279398
"T09_30",22.1943752841381
"T10_30",22.8056272084089
"T11_30",23.098631219067
"T12_30",31.157907702079
"T13_30",27.5839058537544
"T14_30",28.7203076957789
"T15_30",23.9289070459377
"T16_30",27.0402445663432
"T17_30",31.2837954289784
"T18_30",25.1271564294389
"T19_30",29.1292351020994
"T20_30",29.1286574621946
"T21_30",43.9877614824054
"T22_30",51.189055242819
"T23_30",48.7885233165651
"T24_30",34.4007268992779
"T25_30",50.4688837711954
"T26_30",43.709270329466
"T27_30",55.0471520222406
"T28_30",29.1748864720309
"T29_30",44.3279914113589
"T30_30",47.7764280008672
"T31_30",55.35466578917
"T32_30",64.8714857950877
"T33_30",59.3569739386329
"T34_30",53.4536573433621
"T35_30",56.5300516861273
"T36_30",55.5580221160248
"T37_30",57.0204692220378
"T38_30",63.6687798014344
"T40_30",51.3757767744857
"T45_30",51.7667543573997
"T47_30",44.5414167422993
"T59_30",65.3536174120721
"T61_30",52.3645259776867
"T63_30",15.3926119689021
"T64_30",40.4396177329286
"T65_30",40.8392329279204
