"ID_sort","umol_L"
"D14_30",36.0358402598765
"D15_30",26.5648541950386
"D17_30",27.3930048011643
"D18_30",9.77856298552291
"D19_30",32.1037895687807
"D21_30",21.3291558331951
"D22_30",20.3151131503947
"D23_30",30.2972769018971
"D24_30",29.6731802231472
"D25_30",22.6002851132151
"D27_30",12.5141837352345
"D28_30",18.8006885815257
"D29_30",9.29074334754165
"D30_30",19.1950352343806
"D31_30",17.1412706608084
"D32_30",14.1546577068548
"D33_30",15.3439618807944
"D34_30",15.0883325269494
"D35_30",21.5655254709757
"D36_30",27.6608216984442
"D37_30",46.6096204853338
"D38_30",18.0538342482563
"D39_30",22.4787723366357
"D42_30",30.7730011368874
"D43_30",18.0833097970615
"D44_30",24.4851316729902
"D45_30",20.6752694668109
"D64_30",20.9929990613104
"D72_30",28.4071550541886
"T13_30",15.1287476713232
"T14_30",5.41660794699311
"T16_30",7.71896699544973
"T17_30",13.5382412858051
"T18_30",13.2411188704749
"T20_30",13.6698031314251
"T21_30",20.1522768122275
"T22_30",25.7554411037167
"T23_30",28.0235909835431
"T24_30",15.4663468472008
"T25_30",28.8318540523843
"T26_30",20.7708084339262
"T27_30",19.5753498272268
"T28_30",5.98103032399973
"T29_30",3.51101362246033
"T30_30",14.919832036793
"T31_30",16.1646918431831
"T32_30",16.690571626765
"T33_30",9.50126281979377
"T34_30",12.9293274839236
"T35_30",23.6375912060145
"T36_30",17.3551837696787
"T37_30",7.53023969149262
"T38_30",14.848158700393
"T40_30",13.5240476290173
"T45_30",9.39117346273241
"T47_30",12.6201821982708
"T59_30",17.4042570696743
"T61_30",16.867890997391
"T63_30",12.3055984229364
"T64_30",27.2112707252573
"T65_30",17.3662457500464
