"ID_sort","umol_L"
"D14_30",4.1827997597656
"D15_30",13.0780227375117
"D17_30",19.5257189224728
"D18_30",5.79943726144367
"D19_30",9.08153102923541
"D21_30",36.9491823106336
"D22_30",21.0603695822481
"D23_30",20.551253837108
"D24_30",6.67459715932591
"D25_30",9.81864775177976
"D26_30",22.0247594177497
"D27_30",17.772154763207
"D28_30",20.1682183469827
"D29_30",17.9765441407224
"D30_30",27.2627111832596
"D31_30",10.0094841031733
"D32_30",27.0951625461953
"D33_30",18.9576606800737
"D34_30",28.1201120477888
"D35_30",24.0471463879688
"D36_30",26.6737634799905
"D37_30",36.4221213047324
"D38_30",17.3609119888598
"D39_30",29.9172667915107
"D42_30",28.003081280392
"D43_30",19.4698576058039
"D44_30",28.549797431194
"D45_30",29.7446102974894
"D64_30",22.9091021431576
"D72_30",27.6078253544481
"T13_30",22.4530844753312
"T14_30",20.3227890933636
"T16_30",10.5026155433183
"T17_30",28.9965275089881
"T18_30",18.9150937792814
"T20_30",5.47273901455358
"T21_30",7.76488777487785
"T22_30",13.4637621660059
"T23_30",7.37298540220948
"T24_30",15.2037915229862
"T25_30",20.1855494278499
"T26_30",19.0989537227985
"T27_30",20.6716773295413
"T28_30",9.97867489794064
"T29_30",12.7117708664288
"T30_30",16.966080491535
"T31_30",28.0530609829516
"T32_30",23.6342923802924
"T33_30",19.7753565197579
"T34_30",9.54973351293646
"T35_30",14.4923116057044
"T36_30",28.2584789436624
"T37_30",8.2228100340256
"T38_30",18.1120042337998
"T40_30",17.2209797429754
"T45_30",9.20186809948751
"T47_30",19.4640524705385
"T59_30",13.7277191703222
"T61_30",22.4860616946868
"T63_30",18.9805353495903
"T64_30",16.5033086618983
"T65_30",20.3092478559286
