"Df" "Sum Sq" "Mean Sq" "F value" "Pr(>F)"
"group_list       " 3 203.68816715896 67.8960557196532 0.791909644293102 0.498676558900527
"ploidy           " 1 6493.86376169104 6493.86376169104 75.7415624089052 3.09408026760716e-17
"group_list:ploidy" 3 1635.26309143482 545.08769714494 6.35766245593037 0.000301761702174349
"Residuals        " 602 51613.7489141414 85.7371244420954 NA NA
