"Df" "Sum Sq" "Mean Sq" "F value" "Pr(>F)"
"group_list       " 3 0.53358660058172 0.177862200193907 0.182300814469492 0.908426613958045
"ploidy           " 1 1.90217532433542 1.90217532433542 1.94964478406355 0.163139765325931
"group_list:ploidy" 3 19.2215823205154 6.40719410683848 6.56708790775881 0.00022577653029269
"Residuals        " 602 587.342655754567 0.975652252083999 NA NA
