"Df" "Sum Sq" "Mean Sq" "F value" "Pr(>F)"
"group_list       " 3 1.67425242088047 0.558084140293491 0.615910516019089 0.604883190358143
"ploidy           " 1 48.8445804167566 48.8445804167566 53.9056542861075 6.8574894274461e-13
"group_list:ploidy" 3 10.2257828275446 3.4085942758482 3.76177874940745 0.0107409884590361
"Residuals        " 602 545.479649589663 0.90611237473366 NA NA
