"count"
"genes_before_filtering" 31371
"genes_after_filtering" 19190
"genes_dropped" 12181
"DEGs_all-genes" 19190
"DEGs_all-genes-normal" 19190
"DEGs_all-genes-apeglm" 19190
"DEGs_all-genes-ashr" 19190
"DEG_unshrunken-p0.05_lfc1.5" 195
"DEG_normal-lfc1.5" 21
"DEG_apeglm-s0.005_lfc1.5" 116
"DEG_ashr-p0.05_lfc1.5" 79
