"count"
"genes_before_filtering" 31371
"genes_after_filtering" 18848
"genes_dropped" 12523
"DEGs_all-genes" 18848
"DEGs_all-genes-normal" 18848
"DEGs_all-genes-apeglm" 18848
"DEGs_all-genes-ashr" 18848
"DEG_unshrunken-p0.05_lfc1.5" 174
"DEG_normal-lfc1.5" 20
"DEG_apeglm-s0.005_lfc1.5" 94
"DEG_ashr-p0.05_lfc1.5" 66
