"count" "condition" "gene" "sample"
26.1822048737357 "control" "LOC105339624" "D54"
50.2855936415225 "control" "LOC105339624" "D55"
50.9556865799089 "control" "LOC105339624" "D56"
34.4040871705651 "control" "LOC105339624" "D57"
9.22027669420722 "control" "LOC105339624" "D58"
20.410608136345 "control" "LOC105339624" "D59"
19.1905869035151 "control" "LOC105339624" "M45"
39.1343363072895 "control" "LOC105339624" "M46"
71.095638564375 "control" "LOC105339624" "M48"
56.9535601544223 "control" "LOC105339624" "M49"
19.6203666774867 "control" "LOC105339624" "M89"
46.9469635679554 "control" "LOC105339624" "M90"
773.466737730606 "heat" "LOC105339624" "M41"
507.887558864103 "heat" "LOC105339624" "M42"
870.865570952243 "heat" "LOC105339624" "M44"
167.209948932225 "heat" "LOC105339624" "M47"
977.941475785762 "heat" "LOC105339624" "N41"
570.025097215525 "heat" "LOC105339624" "N42"
879.242396704826 "heat" "LOC105339624" "N43"
1009.12633859559 "heat" "LOC105339624" "N44"
261.644321127403 "heat" "LOC105339624" "N45"
282.5 "heat" "LOC105339624" "N46"
508.25577995878 "heat" "LOC105339624" "N47"
15.9093229242414 "control" "LOC105343216" "D54"
26.9987837124233 "control" "LOC105343216" "D55"
2.21036225694606 "control" "LOC105343216" "D56"
8.15576161915986 "control" "LOC105343216" "D57"
4.23726144037452 "control" "LOC105343216" "D58"
5.02513821280569 "control" "LOC105343216" "D59"
57.6101266496295 "control" "LOC105343216" "M45"
9.41561607091296 "control" "LOC105343216" "M46"
13.5330409657308 "control" "LOC105343216" "M48"
9.37127373855207 "control" "LOC105343216" "M49"
8.46681944895279 "control" "LOC105343216" "M89"
33.8465379462244 "control" "LOC105343216" "M90"
15.4365553184658 "heat" "LOC105343216" "M41"
323.382992004429 "heat" "LOC105343216" "M42"
5.8331223710309 "heat" "LOC105343216" "M44"
4.24629098724101 "heat" "LOC105343216" "M47"
435.905748304566 "heat" "LOC105343216" "N41"
150.591451612756 "heat" "LOC105343216" "N42"
2.26454296527073 "heat" "LOC105343216" "N43"
1401.03235570051 "heat" "LOC105343216" "N44"
17.5748209967918 "heat" "LOC105343216" "N45"
5.5 "heat" "LOC105343216" "N46"
20.473829853451 "heat" "LOC105343216" "N47"
5.63644097474714 "control" "LOC105347073" "D54"
9.33292790414109 "control" "LOC105347073" "D55"
3.92072451389213 "control" "LOC105347073" "D56"
7.06208138785131 "control" "LOC105347073" "D57"
14.826168854769 "control" "LOC105347073" "D58"
4.12011057024455 "control" "LOC105347073" "D59"
21.2673187816835 "control" "LOC105347073" "M45"
12.3874880945506 "control" "LOC105347073" "M46"
1.58608674714423 "control" "LOC105347073" "M48"
23.8879034925464 "control" "LOC105347073" "M49"
2.89004583468584 "control" "LOC105347073" "M89"
0.5 "control" "LOC105347073" "M90"
273.092134562001 "heat" "LOC105347073" "M41"
14.1281782339532 "heat" "LOC105347073" "M42"
384.484810714225 "heat" "LOC105347073" "M44"
51.0749283277537 "heat" "LOC105347073" "M47"
18.2716631961048 "heat" "LOC105347073" "N41"
72.461654882828 "heat" "LOC105347073" "N42"
54.3185604407574 "heat" "LOC105347073" "N43"
259.745323976377 "heat" "LOC105347073" "N44"
11.5484135861594 "heat" "LOC105347073" "N45"
4.5 "heat" "LOC105347073" "N46"
19.4225756506378 "heat" "LOC105347073" "N47"
5.63644097474714 "control" "LOC117692755" "D54"
43.0586526290434 "control" "LOC117692755" "D55"
31.2865206250291 "control" "LOC117692755" "D56"
11.4368023130855 "control" "LOC117692755" "D57"
79.6053671545941 "control" "LOC117692755" "D58"
53.8966309111071 "control" "LOC117692755" "D59"
5.69182969542087 "control" "LOC117692755" "M45"
27.2468482127389 "control" "LOC117692755" "M46"
63.4930313343654 "control" "LOC117692755" "M48"
25.5008623541013 "control" "LOC117692755" "M49"
54.674372252879 "control" "LOC117692755" "M89"
12.4094778379373 "control" "LOC117692755" "M90"
455.131402505804 "heat" "LOC117692755" "M41"
549.820414968574 "heat" "LOC117692755" "M42"
409.017173620967 "heat" "LOC117692755" "M44"
96.0304201746458 "heat" "LOC117692755" "M47"
464.784700998237 "heat" "LOC117692755" "N41"
320.215352407993 "heat" "LOC117692755" "N42"
401.933524599092 "heat" "LOC117692755" "N43"
580.763947806501 "heat" "LOC117692755" "N44"
283.741148299722 "heat" "LOC117692755" "N45"
368.5 "heat" "LOC117692755" "N46"
307.466227221457 "heat" "LOC117692755" "N47"
18.477543411615 "control" "LOC105322807" "D54"
8.52993445831008 "control" "LOC105322807" "D55"
10.7621735416764 "control" "LOC105322807" "D56"
4.87472092523421 "control" "LOC105322807" "D57"
2.36863072018726 "control" "LOC105322807" "D58"
5.02513821280569 "control" "LOC105322807" "D59"
4.65346375633669 "control" "LOC105322807" "M45"
12.3874880945506 "control" "LOC105322807" "M46"
22.2217349428846 "control" "LOC105322807" "M48"
8.56479430777461 "control" "LOC105322807" "M49"
14.840275008115 "control" "LOC105322807" "M89"
10.0275822703498 "control" "LOC105322807" "M90"
105.055887229261 "heat" "LOC105322807" "M41"
71.7858553776012 "heat" "LOC105322807" "M42"
159.427046656721 "heat" "LOC105322807" "M44"
29.5337551511178 "heat" "LOC105322807" "M47"
80.4724843824714 "heat" "LOC105322807" "N41"
54.9852529827126 "heat" "LOC105322807" "N42"
181.36565394025 "heat" "LOC105322807" "N43"
122.021245613927 "heat" "LOC105322807" "N44"
50.7200617552699 "heat" "LOC105322807" "N45"
75.5 "heat" "LOC105322807" "N46"
97.2153866588153 "heat" "LOC105322807" "N47"
8.20466146212071 "control" "LOC105328062" "D54"
5.31796067498605 "control" "LOC105328062" "D55"
21.0243470833528 "control" "LOC105328062" "D56"
2.6873604626171 "control" "LOC105328062" "D57"
4.86013834710361 "control" "LOC105328062" "D58"
8.64524878305023 "control" "LOC105328062" "D59"
0.5 "control" "LOC105328062" "M45"
11.3968640866714 "control" "LOC105328062" "M46"
14.619127712875 "control" "LOC105328062" "M48"
8.56479430777461 "control" "LOC105328062" "M49"
5.28009166937168 "control" "LOC105328062" "M89"
11.2185300541435 "control" "LOC105328062" "M90"
79.8504501293497 "heat" "LOC105328062" "M41"
52.9160701305891 "heat" "LOC105328062" "M42"
218.091392738061 "heat" "LOC105328062" "M44"
20.1680276830153 "heat" "LOC105328062" "M47"
20.4931210956179 "heat" "LOC105328062" "N41"
27.2286146707647 "heat" "LOC105328062" "N42"
16.3808866874366 "heat" "LOC105328062" "N43"
106.831089912186 "heat" "LOC105328062" "N44"
73.821290162694 "heat" "LOC105328062" "N45"
40.5 "heat" "LOC105328062" "N46"
109.830437092574 "heat" "LOC105328062" "N47"
15.9093229242414 "control" "LOC105333327" "D54"
3.71197378332403 "control" "LOC105333327" "D55"
7.34144902778425 "control" "LOC105333327" "D56"
7.06208138785131 "control" "LOC105333327" "D57"
4.86013834710361 "control" "LOC105333327" "D58"
5.93016585536682 "control" "LOC105333327" "D59"
1.53836593908417 "control" "LOC105333327" "M45"
4.46249603151687 "control" "LOC105333327" "M46"
0.5 "control" "LOC105333327" "M48"
9.37127373855207 "control" "LOC105333327" "M49"
3.68672777958112 "control" "LOC105333327" "M89"
2.88189556758745 "control" "LOC105333327" "M90"
51.8444089072263 "heat" "LOC105333327" "M41"
29.8529992731299 "heat" "LOC105333327" "M42"
55.9644726587214 "heat" "LOC105333327" "M44"
27.6606096574973 "heat" "LOC105333327" "M47"
58.2579053873405 "heat" "LOC105333327" "N41"
29.2846619531312 "heat" "LOC105333327" "N42"
49.9072030275806 "heat" "LOC105333327" "N43"
27.8422802631335 "heat" "LOC105333327" "N44"
33.6452407584781 "heat" "LOC105333327" "N45"
5.5 "heat" "LOC105333327" "N46"
42.5501681125284 "heat" "LOC105333327" "N47"
82.6830555959542 "control" "LOC105321541" "D54"
92.0412528247349 "control" "LOC105321541" "D55"
101.411373159818 "control" "LOC105321541" "D56"
128.460587063101 "control" "LOC105321541" "D57"
72.7537211805741 "control" "LOC105321541" "D58"
318.164702538959 "control" "LOC105321541" "D59"
216.480115329508 "control" "LOC105321541" "M45"
212.493537686153 "control" "LOC105321541" "M46"
354.564279569019 "control" "LOC105321541" "M48"
332.769525480314 "control" "LOC105321541" "M49"
80.9648764344232 "control" "LOC105321541" "M89"
144.604681839041 "control" "LOC105321541" "M90"
2128.02559817398 "heat" "LOC105321541" "M41"
1531.0492478132 "heat" "LOC105321541" "M42"
1167.38717478156 "heat" "LOC105321541" "M44"
582.111675769167 "heat" "LOC105321541" "M47"
813.553591221793 "heat" "LOC105321541" "N41"
810.582629252407 "heat" "LOC105321541" "N42"
2542.32414147249 "heat" "LOC105321541" "N43"
1093.17853347856 "heat" "LOC105321541" "N44"
1104.33695738083 "heat" "LOC105321541" "N45"
834.5 "heat" "LOC105321541" "N46"
1335.59283757278 "heat" "LOC105321541" "N47"
437.097482853507 "control" "LOC105330352" "D54"
96.8592134997209 "control" "LOC105330352" "D55"
77.4663015625729 "control" "LOC105330352" "D56"
95.650180123844 "control" "LOC105330352" "D57"
95.8001667295503 "control" "LOC105330352" "D58"
107.293261822214 "control" "LOC105330352" "D59"
184.290771217899 "control" "LOC105330352" "M45"
