"count" "condition" "gene" "sample"
0.5 "control" "LOC105332850" "T55"
2.30171622054222 "control" "LOC105332850" "T56"
1.319754536431 "control" "LOC105332850" "T57"
5.47238663471769 "control" "LOC105332850" "T58"
0.5 "control" "LOC105332850" "T59"
0.5 "control" "LOC105332850" "T60"
3.40844342794779 "control" "LOC105332850" "T61"
2.76743611623443 "control" "LOC105332850" "T62"
0.5 "control" "LOC105332850" "X45"
4.13632349361085 "control" "LOC105332850" "X46"
2.74698303205833 "control" "LOC105332850" "X47"
0.5 "control" "LOC105332850" "X48"
28.1217864358061 "heat" "LOC105332850" "R41"
6.7218386738498 "heat" "LOC105332850" "R42"
8.92117577845103 "heat" "LOC105332850" "R43"
7.18019273429788 "heat" "LOC105332850" "R46"
2.55155166148637 "heat" "LOC105332850" "R47"
51.0086579810372 "heat" "LOC105332850" "R48"
20.6297987928266 "heat" "LOC105332850" "R50"
1.49109113916786 "heat" "LOC105332850" "R78"
9.90848975952119 "heat" "LOC105332850" "X41"
77.8035804445211 "heat" "LOC105332850" "X42"
43.2601662774121 "heat" "LOC105332850" "X43"
0.5 "heat" "LOC105332850" "X44"
13.1359890108964 "control" "LOC105344998" "T55"
63.5600677189776 "control" "LOC105344998" "T56"
52.9642903315837 "control" "LOC105344998" "T57"
32.820513125665 "control" "LOC105344998" "T58"
31.6496994937798 "control" "LOC105344998" "T59"
13.3683998003057 "control" "LOC105344998" "T60"
20.1319931386476 "control" "LOC105344998" "T61"
19.7732069879926 "control" "LOC105344998" "T62"
49.8573861802811 "control" "LOC105344998" "X45"
10.6817057821104 "control" "LOC105344998" "X46"
13.98189819235 "control" "LOC105344998" "X47"
35.3062308280725 "control" "LOC105344998" "X48"
73.6604073164594 "heat" "LOC105344998" "R41"
524.171421715691 "heat" "LOC105344998" "R42"
66.185171071918 "heat" "LOC105344998" "R43"
39.9131371323575 "heat" "LOC105344998" "R46"
201.552062825665 "heat" "LOC105344998" "R47"
716.64061494542 "heat" "LOC105344998" "R48"
