Plate,Repeat,Well,Type,Time,Absorbance @ 405 (0.1s) (A)
1,2,A02,M,00:04:24.15,0.283
1,2,A03,M,00:04:25.04,0.479
1,2,A04,M,00:04:25.93,0.665
1,2,A05,M,00:04:26.82,0.862
1,2,A06,M,00:04:27.71,1.063
1,2,A07,M,00:04:28.60,0.120
1,2,A08,M,00:04:29.49,0.120
1,2,A09,M,00:04:30.38,0.120
1,2,A10,M,00:04:31.26,0.087
1,2,A11,M,00:04:32.15,0.095
1,2,A12,M,00:04:33.04,0.087
1,2,B01,M,00:04:36.38,0.165
1,2,B02,M,00:04:37.26,0.166
1,2,B03,M,00:04:38.15,0.177
1,2,B04,M,00:04:39.04,0.150
1,2,B05,M,00:04:39.93,0.150
1,2,B06,M,00:04:40.82,0.117
1,2,B07,M,00:04:41.71,0.154
1,2,B08,M,00:04:42.60,0.158
1,2,B09,M,00:04:43.49,0.154
1,2,B10,M,00:04:44.38,0.153
1,2,B11,M,00:04:45.26,0.150
1,2,B12,M,00:04:46.15,0.151
1,2,C01,M,00:04:49.49,0.158
1,2,C02,M,00:04:50.37,0.151
1,2,C03,M,00:04:51.26,0.150
1,2,C04,M,00:04:52.15,0.146
1,2,C05,M,00:04:53.04,0.144
1,2,C06,M,00:04:53.93,0.146
1,2,C07,M,00:04:54.82,0.240
1,2,C08,M,00:04:55.71,0.239
1,2,C09,M,00:04:56.60,0.247
1,2,C10,M,00:04:57.49,0.170
1,2,C11,M,00:04:58.38,0.168
1,2,C12,M,00:04:59.26,0.166
1,2,D01,M,00:05:02.60,0.137
1,2,D02,M,00:05:03.49,0.132
1,2,D03,M,00:05:04.37,0.131
1,2,D04,M,00:05:05.26,0.147
1,2,D05,M,00:05:06.15,0.148
1,2,D06,M,00:05:07.04,0.148
1,2,D07,M,00:05:07.93,0.146
1,2,D08,M,00:05:08.82,0.148
1,2,D09,M,00:05:09.71,0.145
1,2,D10,M,00:05:10.60,0.145
1,2,D11,M,00:05:11.49,0.194
1,2,D12,M,00:05:12.38,0.194
1,2,E01,M,00:05:15.71,0.198
1,2,E02,M,00:05:16.60,0.156
1,2,E03,M,00:05:17.49,0.159
1,2,E04,M,00:05:18.37,0.158
1,3,A01,M,00:08:26.92,0.129
1,3,A02,M,00:08:27.82,0.266
1,3,A03,M,00:08:28.70,0.452
1,3,A04,M,00:08:29.59,0.632
1,3,A05,M,00:08:30.48,0.820
1,3,A06,M,00:08:31.37,1.019
1,3,A07,M,00:08:32.26,0.119
1,3,A08,M,00:08:33.15,0.119
1,3,A09,M,00:08:34.04,0.118
1,3,A10,M,00:08:34.93,0.091
1,3,A11,M,00:08:35.82,0.099
1,3,A12,M,00:08:36.70,0.088
1,3,B01,M,00:08:40.04,0.176
1,3,B02,M,00:08:40.93,0.176
1,3,B03,M,00:08:41.82,0.187
1,3,B04,M,00:08:42.70,0.162
1,3,B05,M,00:08:43.59,0.161
1,3,B06,M,00:08:44.48,0.116
1,3,B07,M,00:08:45.37,0.164
1,3,B08,M,00:08:46.26,0.168
1,3,B09,M,00:08:47.15,0.163
1,3,B10,M,00:08:48.04,0.164
1,3,B11,M,00:08:48.93,0.161
1,3,B12,M,00:08:49.82,0.162
1,3,C01,M,00:08:53.15,0.170
1,3,C02,M,00:08:54.04,0.162
1,3,C03,M,00:08:54.93,0.161
1,3,C04,M,00:08:55.82,0.157
1,3,C05,M,00:08:56.70,0.156
1,3,C06,M,00:08:57.59,0.157
1,3,C07,M,00:08:58.48,0.253
1,3,C08,M,00:08:59.37,0.250
1,3,C09,M,00:09:00.26,0.257
1,3,C10,M,00:09:01.15,0.180
1,3,C11,M,00:09:02.04,0.178
1,3,C12,M,00:09:02.93,0.176
1,3,D01,M,00:09:06.26,0.143
1,3,D02,M,00:09:07.15,0.137
1,3,D03,M,00:09:08.04,0.136
1,3,D04,M,00:09:08.93,0.156
1,3,D05,M,00:09:09.81,0.157
1,3,D06,M,00:09:10.70,0.157
1,3,D07,M,00:09:11.59,0.153
1,3,D08,M,00:09:12.48,0.159
1,3,D09,M,00:09:13.37,0.156
1,3,D10,M,00:09:14.26,0.155
1,3,D11,M,00:09:15.15,0.209
1,3,D12,M,00:09:16.04,0.210
1,3,E01,M,00:09:19.37,0.214
1,3,E02,M,00:09:20.26,0.166
1,3,E03,M,00:09:21.15,0.170
1,3,E04,M,00:09:22.04,0.169
1,4,A01,M,00:12:30.58,0.129
1,4,A02,M,00:12:31.48,0.253
1,4,A03,M,00:12:32.37,0.432
1,4,A04,M,00:12:33.26,0.608
1,4,A05,M,00:12:34.15,0.789
1,4,A06,M,00:12:35.03,0.983
1,4,A07,M,00:12:35.92,0.119
1,4,A08,M,00:12:36.81,0.118
1,4,A09,M,00:12:37.70,0.117
1,4,A10,M,00:12:38.59,0.091
1,4,A11,M,00:12:39.48,0.103
1,4,A12,M,00:12:40.37,0.089
1,4,B01,M,00:12:43.70,0.187
1,4,B02,M,00:12:44.59,0.187
1,4,B03,M,00:12:45.48,0.198
1,4,B04,M,00:12:46.37,0.173
1,4,B05,M,00:12:47.26,0.173
1,4,B06,M,00:12:48.15,0.115
1,4,B07,M,00:12:49.03,0.173
1,4,B08,M,00:12:49.92,0.177
1,4,B09,M,00:12:50.81,0.173
1,4,B10,M,00:12:51.70,0.175
1,4,B11,M,00:12:52.59,0.171
1,4,B12,M,00:12:53.48,0.172
1,4,C01,M,00:12:56.81,0.182
1,4,C02,M,00:12:57.70,0.172
1,4,C03,M,00:12:58.59,0.171
1,4,C04,M,00:12:59.48,0.168
1,4,C05,M,00:13:00.37,0.166
1,4,C06,M,00:13:01.26,0.167
1,4,C07,M,00:13:02.14,0.264
1,4,C08,M,00:13:03.03,0.261
1,4,C09,M,00:13:03.92,0.268
1,4,C10,M,00:13:04.81,0.189
1,4,C11,M,00:13:05.70,0.187
1,4,C12,M,00:13:06.59,0.185
1,4,D01,M,00:13:09.92,0.148
1,4,D02,M,00:13:10.81,0.143
1,4,D03,M,00:13:11.70,0.141
1,4,D04,M,00:13:12.59,0.164
1,4,D05,M,00:13:13.48,0.165
1,4,D06,M,00:13:14.37,0.165
1,4,D07,M,00:13:15.26,0.161
1,4,D08,M,00:13:16.14,0.169
1,4,D09,M,00:13:17.03,0.166
1,4,D10,M,00:13:17.92,0.165
1,4,D11,M,00:13:18.81,0.224
1,4,D12,M,00:13:19.70,0.224
1,4,E01,M,00:13:23.03,0.228
1,4,E02,M,00:13:23.92,0.177
1,4,E03,M,00:13:24.81,0.180
1,4,E04,M,00:13:25.70,0.180
1,5,A01,M,00:16:34.24,0.127
1,5,A02,M,00:16:35.14,0.243
1,5,A03,M,00:16:36.03,0.417
1,5,A04,M,00:16:36.92,0.587
1,5,A05,M,00:16:37.81,0.765
1,5,A06,M,00:16:38.70,0.954
1,5,A07,M,00:16:39.59,0.118
1,5,A08,M,00:16:40.47,0.118
1,5,A09,M,00:16:41.36,0.117
1,5,A10,M,00:16:42.25,0.090
1,5,A11,M,00:16:43.14,0.099
1,5,A12,M,00:16:44.03,0.089
1,5,B01,M,00:16:47.36,0.198
1,5,B02,M,00:16:48.25,0.197
1,5,B03,M,00:16:49.14,0.208
1,5,B04,M,00:16:50.03,0.184
1,5,B05,M,00:16:50.92,0.184
1,5,B06,M,00:16:51.81,0.114
1,5,B07,M,00:16:52.70,0.183
1,5,B08,M,00:16:53.59,0.187
1,5,B09,M,00:16:54.47,0.182
1,5,B10,M,00:16:55.36,0.186
1,5,B11,M,00:16:56.25,0.181
1,5,B12,M,00:16:57.14,0.183
1,5,C01,M,00:17:00.47,0.193
1,5,C02,M,00:17:01.36,0.183
1,5,C03,M,00:17:02.25,0.182
1,5,C04,M,00:17:03.14,0.179
1,5,C05,M,00:17:04.03,0.177
1,5,C06,M,00:17:04.92,0.178
1,5,C07,M,00:17:05.81,0.275
1,5,C08,M,00:17:06.70,0.272
1,5,C09,M,00:17:07.58,0.278
1,5,C10,M,00:17:08.47,0.199
1,5,C11,M,00:17:09.36,0.197
1,5,C12,M,00:17:10.25,0.195
1,5,D01,M,00:17:13.59,0.154
1,5,D02,M,00:17:14.47,0.149
1,5,D03,M,00:17:15.36,0.147
1,5,D04,M,00:17:16.25,0.173
1,5,D05,M,00:17:17.14,0.174
1,5,D06,M,00:17:18.03,0.173
1,5,D07,M,00:17:18.92,0.170
1,5,D08,M,00:17:19.81,0.179
1,5,D09,M,00:17:20.70,0.176
1,5,D10,M,00:17:21.58,0.175
1,5,D11,M,00:17:22.47,0.238
1,5,D12,M,00:17:23.36,0.238
1,5,E01,M,00:17:26.70,0.244
1,5,E02,M,00:17:27.58,0.187
1,5,E03,M,00:17:28.47,0.191
1,5,E04,M,00:17:29.36,0.190
1,6,A01,M,00:20:37.90,0.126
1,6,A02,M,00:20:38.80,0.235
1,6,A03,M,00:20:39.69,0.404
1,6,A04,M,00:20:40.58,0.572
1,6,A05,M,00:20:41.47,0.744
1,6,A06,M,00:20:42.36,0.928
1,6,A07,M,00:20:43.25,0.118
1,6,A08,M,00:20:44.14,0.118
1,6,A09,M,00:20:45.03,0.116
1,6,A10,M,00:20:45.91,0.090
1,6,A11,M,00:20:46.80,0.098
1,6,A12,M,00:20:47.69,0.088
1,6,B01,M,00:20:51.03,0.208
1,6,B02,M,00:20:51.91,0.207
1,6,B03,M,00:20:52.80,0.219
1,6,B04,M,00:20:53.69,0.196
1,6,B05,M,00:20:54.58,0.195
1,6,B06,M,00:20:55.47,0.114
1,6,B07,M,00:20:56.36,0.192
1,6,B08,M,00:20:57.25,0.196
1,6,B09,M,00:20:58.14,0.191
1,6,B10,M,00:20:59.03,0.196
1,6,B11,M,00:20:59.91,0.192
1,6,B12,M,00:21:00.80,0.194
1,6,C01,M,00:21:04.14,0.205
1,6,C02,M,00:21:05.03,0.193
1,6,C03,M,00:21:05.91,0.193
1,6,C04,M,00:21:06.80,0.189
1,6,C05,M,00:21:07.69,0.187
1,6,C06,M,00:21:08.58,0.188
1,6,C07,M,00:21:09.47,0.287
1,6,C08,M,00:21:10.36,0.283
1,6,C09,M,00:21:11.25,0.290
1,6,C10,M,00:21:12.14,0.210
1,6,C11,M,00:21:13.03,0.207
1,6,C12,M,00:21:13.91,0.205
1,6,D01,M,00:21:17.25,0.160
1,6,D02,M,00:21:18.14,0.155
1,6,D03,M,00:21:19.03,0.153
1,6,D04,M,00:21:19.91,0.182
1,6,D05,M,00:21:20.80,0.183
1,6,D06,M,00:21:21.69,0.182
1,6,D07,M,00:21:22.58,0.178
1,6,D08,M,00:21:23.47,0.189
1,6,D09,M,00:21:24.36,0.185
1,6,D10,M,00:21:25.25,0.185
1,6,D11,M,00:21:26.14,0.252
1,6,D12,M,00:21:27.03,0.253
1,6,E01,M,00:21:30.36,0.257
1,6,E02,M,00:21:31.25,0.197
1,6,E03,M,00:21:32.14,0.201
1,6,E04,M,00:21:33.02,0.200
1,7,A01,M,00:24:41.62,0.126
1,7,A02,M,00:24:42.52,0.228
1,7,A03,M,00:24:43.41,0.393
1,7,A04,M,00:24:44.30,0.557
1,7,A05,M,00:24:45.19,0.726
1,7,A06,M,00:24:46.08,0.906
1,7,A07,M,00:24:46.97,0.118
1,7,A08,M,00:24:47.86,0.118
1,7,A09,M,00:24:48.74,0.116
1,7,A10,M,00:24:49.63,0.089
1,7,A11,M,00:24:50.52,0.095
1,7,A12,M,00:24:51.41,0.089
1,7,B01,M,00:24:54.75,0.219
1,7,B02,M,00:24:55.63,0.218
1,7,B03,M,00:24:56.52,0.229
1,7,B04,M,00:24:57.41,0.207
1,7,B05,M,00:24:58.30,0.207
1,7,B06,M,00:24:59.19,0.113
1,7,B07,M,00:25:00.08,0.202
1,7,B08,M,00:25:00.97,0.206
1,7,B09,M,00:25:01.86,0.200
1,7,B10,M,00:25:02.74,0.206
1,7,B11,M,00:25:03.63,0.202
1,7,B12,M,00:25:04.52,0.204
1,7,C01,M,00:25:07.86,0.216
1,7,C02,M,00:25:08.74,0.204
1,7,C03,M,00:25:09.63,0.204
1,7,C04,M,00:25:10.52,0.200
1,7,C05,M,00:25:11.41,0.198
1,7,C06,M,00:25:12.30,0.198
1,7,C07,M,00:25:13.19,0.298
1,7,C08,M,00:25:14.08,0.294
1,7,C09,M,00:25:14.97,0.300
1,7,C10,M,00:25:15.86,0.220
1,7,C11,M,00:25:16.74,0.217
1,7,C12,M,00:25:17.63,0.215
1,7,D01,M,00:25:20.97,0.167
1,7,D02,M,00:25:21.85,0.161
1,7,D03,M,00:25:22.74,0.158
1,7,D04,M,00:25:23.63,0.190
1,7,D05,M,00:25:24.52,0.191
1,7,D06,M,00:25:25.41,0.190
1,7,D07,M,00:25:26.30,0.187
1,7,D08,M,00:25:27.19,0.199
1,7,D09,M,00:25:28.08,0.195
1,7,D10,M,00:25:28.97,0.195
1,7,D11,M,00:25:29.86,0.265
1,7,D12,M,00:25:30.74,0.265
1,7,E01,M,00:25:34.08,0.270
1,7,E02,M,00:25:34.97,0.207
1,7,E03,M,00:25:35.85,0.211
1,7,E04,M,00:25:36.74,0.210
1,8,A01,M,00:28:45.28,0.125
1,8,A02,M,00:28:46.18,0.222
1,8,A03,M,00:28:47.07,0.383
1,8,A04,M,00:28:47.96,0.544
1,8,A05,M,00:28:48.85,0.709
1,8,A06,M,00:28:49.74,0.884
1,8,A07,M,00:28:50.63,0.117
1,8,A08,M,00:28:51.52,0.118
1,8,A09,M,00:28:52.41,0.115
1,8,A10,M,00:28:53.30,0.090
1,8,A11,M,00:28:54.18,0.096
1,8,A12,M,00:28:55.07,0.090
1,8,B01,M,00:28:58.41,0.229
1,8,B02,M,00:28:59.30,0.227
1,8,B03,M,00:29:00.18,0.239
1,8,B04,M,00:29:01.07,0.218
1,8,B05,M,00:29:01.96,0.218
1,8,B06,M,00:29:02.85,0.113
1,8,B07,M,00:29:03.74,0.211
1,8,B08,M,00:29:04.63,0.215
1,8,B09,M,00:29:05.52,0.209
1,8,B10,M,00:29:06.41,0.217
1,8,B11,M,00:29:07.30,0.212
1,8,B12,M,00:29:08.18,0.215
1,8,C01,M,00:29:11.52,0.228
1,8,C02,M,00:29:12.41,0.214
1,8,C03,M,00:29:13.30,0.214
1,8,C04,M,00:29:14.18,0.211
1,8,C05,M,00:29:15.07,0.208
1,8,C06,M,00:29:15.96,0.209
1,8,C07,M,00:29:16.85,0.309
1,8,C08,M,00:29:17.74,0.305
1,8,C09,M,00:29:18.63,0.311
1,8,C10,M,00:29:19.52,0.230
1,8,C11,M,00:29:20.41,0.227
1,8,C12,M,00:29:21.30,0.225
1,8,D01,M,00:29:24.63,0.174
1,8,D02,M,00:29:25.52,0.168
1,8,D03,M,00:29:26.41,0.165
1,8,D04,M,00:29:27.29,0.199
1,8,D05,M,00:29:28.18,0.200
1,8,D06,M,00:29:29.07,0.199
1,8,D07,M,00:29:29.96,0.196
1,8,D08,M,00:29:30.85,0.209
1,8,D09,M,00:29:31.74,0.205
1,8,D10,M,00:29:32.63,0.205
1,8,D11,M,00:29:33.52,0.278
1,8,D12,M,00:29:34.41,0.278
1,8,E01,M,00:29:37.74,0.283
1,8,E02,M,00:29:38.63,0.217
1,8,E03,M,00:29:39.52,0.222
1,8,E04,M,00:29:40.41,0.221
1,9,A01,M,00:32:49.00,0.125
1,9,A02,M,00:32:49.90,0.218
1,9,A03,M,00:32:50.79,0.374
1,9,A04,M,00:32:51.68,0.532
1,9,A05,M,00:32:52.57,0.694
1,9,A06,M,00:32:53.46,0.866
1,9,A07,M,00:32:54.35,0.117
1,9,A08,M,00:32:55.24,0.118
1,9,A09,M,00:32:56.12,0.115
1,9,A10,M,00:32:57.01,0.092
1,9,A11,M,00:32:57.90,0.100
1,9,A12,M,00:32:58.79,0.089
1,9,B01,M,00:33:02.13,0.240
1,9,B02,M,00:33:03.01,0.238
1,9,B03,M,00:33:03.90,0.250
1,9,B04,M,00:33:04.79,0.229
1,9,B05,M,00:33:05.68,0.229
1,9,B06,M,00:33:06.57,0.112
1,9,B07,M,00:33:07.46,0.221
1,9,B08,M,00:33:08.35,0.225
1,9,B09,M,00:33:09.24,0.218
1,9,B10,M,00:33:10.12,0.227
1,9,B11,M,00:33:11.01,0.222
1,9,B12,M,00:33:11.90,0.225
1,9,C01,M,00:33:15.24,0.239
1,9,C02,M,00:33:16.12,0.224
1,9,C03,M,00:33:17.01,0.223
1,9,C04,M,00:33:17.90,0.220
1,9,C05,M,00:33:18.79,0.218
1,9,C06,M,00:33:19.68,0.218
1,9,C07,M,00:33:20.57,0.320
1,9,C08,M,00:33:21.46,0.316
1,9,C09,M,00:33:22.35,0.322
1,9,C10,M,00:33:23.24,0.240
1,9,C11,M,00:33:24.12,0.237
1,9,C12,M,00:33:25.01,0.235
1,9,D01,M,00:33:28.35,0.180
1,9,D02,M,00:33:29.24,0.174
1,9,D03,M,00:33:30.12,0.171
1,9,D04,M,00:33:31.01,0.208
1,9,D05,M,00:33:31.90,0.209
1,9,D06,M,00:33:32.79,0.208
1,9,D07,M,00:33:33.68,0.205
1,9,D08,M,00:33:34.57,0.219
1,9,D09,M,00:33:35.46,0.215
1,9,D10,M,00:33:36.35,0.214
1,9,D11,M,00:33:37.24,0.290
1,9,D12,M,00:33:38.12,0.291
1,9,E01,M,00:33:41.46,0.296
1,9,E02,M,00:33:42.35,0.227
1,9,E03,M,00:33:43.23,0.232
1,9,E04,M,00:33:44.12,0.230
1,10,A01,M,00:36:52.67,0.125
1,10,A02,M,00:36:53.57,0.213
1,10,A03,M,00:36:54.45,0.366
1,10,A04,M,00:36:55.34,0.522
1,10,A05,M,00:36:56.23,0.681
1,10,A06,M,00:36:57.12,0.849
1,10,A07,M,00:36:58.01,0.118
1,10,A08,M,00:36:58.90,0.118
1,10,A09,M,00:36:59.79,0.115
1,10,A10,M,00:37:00.68,0.091
1,10,A11,M,00:37:01.57,0.096
1,10,A12,M,00:37:02.45,0.087
1,10,B01,M,00:37:05.79,0.250
1,10,B02,M,00:37:06.68,0.248
1,10,B03,M,00:37:07.56,0.260
1,10,B04,M,00:37:08.45,0.241
1,10,B05,M,00:37:09.34,0.240
1,10,B06,M,00:37:10.23,0.112
1,10,B07,M,00:37:11.12,0.230
1,10,B08,M,00:37:12.01,0.233
1,10,B09,M,00:37:12.90,0.227
1,10,B10,M,00:37:13.79,0.237
1,10,B11,M,00:37:14.68,0.232
1,10,B12,M,00:37:15.57,0.235
1,10,C01,M,00:37:18.90,0.250
1,10,C02,M,00:37:19.79,0.235
1,10,C03,M,00:37:20.68,0.233
1,10,C04,M,00:37:21.56,0.231
1,10,C05,M,00:37:22.45,0.228
1,10,C06,M,00:37:23.34,0.229
1,10,C07,M,00:37:24.23,0.331
1,10,C08,M,00:37:25.12,0.327
1,10,C09,M,00:37:26.01,0.332
1,10,C10,M,00:37:26.90,0.250
1,10,C11,M,00:37:27.79,0.247
1,10,C12,M,00:37:28.68,0.245
1,10,D01,M,00:37:32.01,0.187
1,10,D02,M,00:37:32.90,0.181
1,10,D03,M,00:37:33.79,0.178
1,10,D04,M,00:37:34.68,0.217
1,10,D05,M,00:37:35.56,0.218
1,10,D06,M,00:37:36.45,0.217
1,10,D07,M,00:37:37.34,0.213
1,10,D08,M,00:37:38.23,0.230
1,10,D09,M,00:37:39.12,0.225
1,10,D10,M,00:37:40.01,0.225
1,10,D11,M,00:37:40.90,0.303
1,10,D12,M,00:37:41.79,0.303
1,10,E01,M,00:37:45.12,0.309
1,10,E02,M,00:37:46.01,0.236
1,10,E03,M,00:37:46.90,0.241
1,10,E04,M,00:37:47.79,0.240
1,11,A01,M,00:40:56.33,0.124
1,11,A02,M,00:40:57.23,0.209
1,11,A03,M,00:40:58.12,0.359
1,11,A04,M,00:40:59.01,0.511
1,11,A05,M,00:40:59.89,0.667
1,11,A06,M,00:41:00.78,0.833
1,11,A07,M,00:41:01.67,0.118
1,11,A08,M,00:41:02.56,0.118
1,11,A09,M,00:41:03.45,0.115
1,11,A10,M,00:41:04.34,0.091
1,11,A11,M,00:41:05.23,0.096
1,11,A12,M,00:41:06.12,0.089
1,11,B01,M,00:41:09.45,0.260
1,11,B02,M,00:41:10.34,0.257
1,11,B03,M,00:41:11.23,0.270
1,11,B04,M,00:41:12.12,0.252
1,11,B05,M,00:41:13.00,0.251
1,11,B06,M,00:41:13.89,0.112
1,11,B07,M,00:41:14.78,0.239
1,11,B08,M,00:41:15.67,0.243
1,11,B09,M,00:41:16.56,0.236
1,11,B10,M,00:41:17.45,0.247
1,11,B11,M,00:41:18.34,0.241
1,11,B12,M,00:41:19.23,0.245
1,11,C01,M,00:41:22.56,0.261
1,11,C02,M,00:41:23.45,0.244
1,11,C03,M,00:41:24.34,0.243
1,11,C04,M,00:41:25.23,0.241
1,11,C05,M,00:41:26.12,0.238
1,11,C06,M,00:41:27.00,0.238
1,11,C07,M,00:41:27.89,0.341
1,11,C08,M,00:41:28.78,0.337
1,11,C09,M,00:41:29.67,0.342
1,11,C10,M,00:41:30.56,0.259
1,11,C11,M,00:41:31.45,0.256
1,11,C12,M,00:41:32.34,0.254
1,11,D01,M,00:41:35.67,0.193
1,11,D02,M,00:41:36.56,0.187
1,11,D03,M,00:41:37.45,0.184
1,11,D04,M,00:41:38.34,0.225
1,11,D05,M,00:41:39.23,0.226
1,11,D06,M,00:41:40.12,0.225
1,11,D07,M,00:41:41.00,0.222
1,11,D08,M,00:41:41.89,0.240
1,11,D09,M,00:41:42.78,0.235
1,11,D10,M,00:41:43.67,0.234
1,11,D11,M,00:41:44.56,0.315
1,11,D12,M,00:41:45.45,0.315
1,11,E01,M,00:41:48.78,0.322
1,11,E02,M,00:41:49.67,0.245
1,11,E03,M,00:41:50.56,0.251
1,11,E04,M,00:41:51.45,0.250
1,12,A01,M,00:44:59.94,0.124
1,12,A02,M,00:45:00.83,0.206
1,12,A03,M,00:45:01.72,0.351
1,12,A04,M,00:45:02.61,0.501
1,12,A05,M,00:45:03.50,0.655
1,12,A06,M,00:45:04.39,0.818
1,12,A07,M,00:45:05.28,0.118
1,12,A08,M,00:45:06.17,0.119
1,12,A09,M,00:45:07.06,0.114
1,12,A10,M,00:45:07.95,0.089
1,12,A11,M,00:45:08.83,0.092
1,12,A12,M,00:45:09.72,0.090
1,12,B01,M,00:45:13.06,0.271
1,12,B02,M,00:45:13.95,0.267
1,12,B03,M,00:45:14.83,0.280
1,12,B04,M,00:45:15.72,0.263
1,12,B05,M,00:45:16.61,0.262
1,12,B06,M,00:45:17.50,0.111
1,12,B07,M,00:45:18.39,0.248
1,12,B08,M,00:45:19.28,0.251
1,12,B09,M,00:45:20.17,0.244
1,12,B10,M,00:45:21.06,0.256
1,12,B11,M,00:45:21.95,0.251
1,12,B12,M,00:45:22.83,0.254
1,12,C01,M,00:45:26.17,0.271
1,12,C02,M,00:45:27.06,0.255
1,12,C03,M,00:45:27.95,0.253
1,12,C04,M,00:45:28.83,0.251
1,12,C05,M,00:45:29.72,0.248
1,12,C06,M,00:45:30.61,0.248
1,12,C07,M,00:45:31.50,0.350
1,12,C08,M,00:45:32.39,0.346
1,12,C09,M,00:45:33.28,0.351
1,12,C10,M,00:45:34.17,0.268
1,12,C11,M,00:45:35.06,0.265
1,12,C12,M,00:45:35.95,0.264
1,12,D01,M,00:45:39.28,0.200
1,12,D02,M,00:45:40.17,0.193
1,12,D03,M,00:45:41.06,0.190
1,12,D04,M,00:45:41.95,0.233
1,12,D05,M,00:45:42.83,0.235
1,12,D06,M,00:45:43.72,0.233
1,12,D07,M,00:45:44.61,0.230
1,12,D08,M,00:45:45.50,0.249
1,12,D09,M,00:45:46.39,0.244
1,12,D10,M,00:45:47.28,0.244
1,12,D11,M,00:45:48.17,0.326
1,12,D12,M,00:45:49.06,0.327
1,12,E01,M,00:45:52.39,0.333
1,12,E02,M,00:45:53.28,0.255
1,12,E03,M,00:45:54.17,0.260
1,12,E04,M,00:45:55.06,0.259
1,13,A01,M,00:49:03.54,0.124
1,13,A02,M,00:49:04.44,0.203
1,13,A03,M,00:49:05.33,0.345
1,13,A04,M,00:49:06.22,0.492
1,13,A05,M,00:49:07.11,0.644
1,13,A06,M,00:49:08.00,0.805
1,13,A07,M,00:49:08.89,0.118
1,13,A08,M,00:49:09.77,0.119
1,13,A09,M,00:49:10.66,0.114
1,13,A10,M,00:49:11.55,0.090
1,13,A11,M,00:49:12.44,0.094
1,13,A12,M,00:49:13.33,0.089
1,13,B01,M,00:49:16.66,0.282
1,13,B02,M,00:49:17.55,0.277
1,13,B03,M,00:49:18.44,0.290
1,13,B04,M,00:49:19.33,0.274
1,13,B05,M,00:49:20.22,0.273
1,13,B06,M,00:49:21.11,0.111
1,13,B07,M,00:49:22.00,0.257
1,13,B08,M,00:49:22.89,0.261
1,13,B09,M,00:49:23.77,0.253
1,13,B10,M,00:49:24.66,0.266
1,13,B11,M,00:49:25.55,0.260
1,13,B12,M,00:49:26.44,0.264
1,13,C01,M,00:49:29.78,0.282
1,13,C02,M,00:49:30.66,0.264
1,13,C03,M,00:49:31.55,0.263
1,13,C04,M,00:49:32.44,0.261
1,13,C05,M,00:49:33.33,0.258
1,13,C06,M,00:49:34.22,0.257
1,13,C07,M,00:49:35.11,0.360
1,13,C08,M,00:49:36.00,0.356
1,13,C09,M,00:49:36.89,0.361
1,13,C10,M,00:49:37.77,0.277
1,13,C11,M,00:49:38.66,0.274
1,13,C12,M,00:49:39.55,0.273
1,13,D01,M,00:49:42.89,0.207
1,13,D02,M,00:49:43.77,0.199
1,13,D03,M,00:49:44.66,0.196
