Plate,Repeat,Well,Type,Time,Absorbance @ 405 (0.1s) (A)
1,2,A03,M,00:04:36.09,0.307
1,2,A04,M,00:04:36.98,0.406
1,2,A05,M,00:04:37.87,0.388
1,2,A06,M,00:04:38.76,0.420
1,2,A07,M,00:04:39.65,0.291
1,2,A08,M,00:04:40.54,0.298
1,2,A09,M,00:04:41.43,0.320
1,2,A10,M,00:04:42.32,0.272
1,2,A11,M,00:04:43.20,0.301
1,2,A12,M,00:04:44.09,0.299
1,2,B01,M,00:04:47.43,0.260
1,2,B02,M,00:04:48.31,0.249
1,2,B03,M,00:04:49.20,0.251
1,2,B04,M,00:04:50.09,0.354
1,2,B05,M,00:04:50.98,0.357
1,2,B06,M,00:04:51.87,0.363
1,2,B07,M,00:04:52.76,0.436
1,2,B08,M,00:04:53.65,0.436
1,2,B09,M,00:04:54.54,0.438
1,2,B10,M,00:04:55.43,0.329
1,2,B11,M,00:04:56.32,0.326
1,2,B12,M,00:04:57.20,0.327
1,2,C01,M,00:05:00.54,0.561
1,2,C02,M,00:05:01.43,0.567
1,2,C03,M,00:05:02.31,0.576
1,2,C04,M,00:05:03.20,0.420
1,2,C05,M,00:05:04.09,0.411
1,2,C06,M,00:05:04.98,0.403
1,2,C07,M,00:05:05.87,0.311
1,2,C08,M,00:05:06.76,0.310
1,2,C09,M,00:05:07.65,0.310
1,2,C10,M,00:05:08.54,0.390
1,2,C11,M,00:05:09.43,0.388
1,2,C12,M,00:05:10.31,0.352
1,2,D01,M,00:05:13.65,0.322
1,2,D02,M,00:05:14.54,0.358
1,2,D03,M,00:05:15.43,0.349
1,2,D04,M,00:05:16.31,0.285
1,2,D05,M,00:05:17.20,0.327
1,2,D06,M,00:05:18.09,0.322
1,2,D07,M,00:05:18.98,0.279
1,2,D08,M,00:05:19.87,0.280
1,2,D09,M,00:05:20.76,0.286
1,2,D10,M,00:05:21.65,0.381
1,2,D11,M,00:05:22.54,0.363
1,2,D12,M,00:05:23.43,0.373
1,2,E01,M,00:05:26.76,0.298
1,2,E02,M,00:05:27.65,0.301
1,2,E03,M,00:05:28.54,0.294
1,2,E04,M,00:05:29.43,0.299
1,2,E05,M,00:05:30.31,0.271
1,2,E06,M,00:05:31.20,0.264
1,2,E07,M,00:05:32.09,0.346
1,2,E08,M,00:05:32.98,0.349
1,2,E09,M,00:05:33.87,0.344
1,2,E10,M,00:05:34.76,0.343
1,2,E11,M,00:05:35.65,0.339
1,2,E12,M,00:05:36.54,0.345
1,2,F01,M,00:05:39.87,0.092
1,3,A01,M,00:08:49.25,0.327
1,3,A02,M,00:08:50.14,0.321
1,3,A03,M,00:08:51.03,0.317
1,3,A04,M,00:08:51.92,0.427
1,3,A05,M,00:08:52.81,0.409
1,3,A06,M,00:08:53.70,0.443
1,3,A07,M,00:08:54.59,0.297
1,3,A08,M,00:08:55.48,0.305
1,3,A09,M,00:08:56.37,0.326
1,3,A10,M,00:08:57.26,0.279
1,3,A11,M,00:08:58.14,0.310
1,3,A12,M,00:08:59.03,0.312
1,3,B01,M,00:09:02.37,0.266
1,3,B02,M,00:09:03.25,0.256
1,3,B03,M,00:09:04.14,0.257
1,3,B04,M,00:09:05.03,0.370
1,3,B05,M,00:09:05.92,0.373
1,3,B06,M,00:09:06.81,0.379
1,3,B07,M,00:09:07.70,0.447
1,3,B08,M,00:09:08.59,0.449
1,3,B09,M,00:09:09.48,0.449
1,3,B10,M,00:09:10.37,0.340
1,3,B11,M,00:09:11.26,0.339
1,3,B12,M,00:09:12.14,0.340
1,3,C01,M,00:09:15.48,0.577
1,3,C02,M,00:09:16.37,0.583
1,3,C03,M,00:09:17.25,0.588
1,3,C04,M,00:09:18.14,0.437
1,3,C05,M,00:09:19.03,0.434
1,3,C06,M,00:09:19.92,0.420
1,3,C07,M,00:09:20.81,0.324
1,3,C08,M,00:09:21.70,0.320
1,3,C09,M,00:09:22.59,0.323
1,3,C10,M,00:09:23.48,0.411
1,3,C11,M,00:09:24.37,0.403
1,3,C12,M,00:09:25.26,0.365
1,3,D01,M,00:09:28.59,0.336
1,3,D02,M,00:09:29.48,0.373
1,3,D03,M,00:09:30.37,0.363
1,3,D04,M,00:09:31.25,0.294
1,3,D05,M,00:09:32.14,0.337
1,3,D06,M,00:09:33.03,0.332
1,3,D07,M,00:09:33.92,0.294
1,3,D08,M,00:09:34.81,0.294
1,3,D09,M,00:09:35.70,0.300
1,3,D10,M,00:09:36.59,0.391
1,3,D11,M,00:09:37.48,0.374
1,3,D12,M,00:09:38.37,0.385
1,3,E01,M,00:09:41.70,0.310
1,3,E02,M,00:09:42.59,0.312
1,3,E03,M,00:09:43.48,0.305
1,3,E04,M,00:09:44.37,0.311
1,3,E05,M,00:09:45.25,0.280
1,3,E06,M,00:09:46.14,0.273
1,3,E07,M,00:09:47.03,0.358
1,3,E08,M,00:09:47.92,0.360
1,3,E09,M,00:09:48.81,0.356
1,3,E10,M,00:09:49.70,0.349
1,3,E11,M,00:09:50.59,0.347
1,3,E12,M,00:09:51.48,0.353
1,3,F01,M,00:09:54.81,0.092
1,4,A01,M,00:13:04.19,0.342
1,4,A02,M,00:13:05.08,0.332
1,4,A03,M,00:13:05.97,0.327
1,4,A04,M,00:13:06.86,0.445
1,4,A05,M,00:13:07.75,0.425
1,4,A06,M,00:13:08.64,0.463
1,4,A07,M,00:13:09.53,0.303
1,4,A08,M,00:13:10.42,0.311
1,4,A09,M,00:13:11.31,0.334
1,4,A10,M,00:13:12.20,0.288
1,4,A11,M,00:13:13.09,0.320
1,4,A12,M,00:13:13.97,0.319
1,4,B01,M,00:13:17.31,0.275
1,4,B02,M,00:13:18.20,0.264
1,4,B03,M,00:13:19.08,0.265
1,4,B04,M,00:13:19.97,0.384
1,4,B05,M,00:13:20.86,0.387
1,4,B06,M,00:13:21.75,0.391
1,4,B07,M,00:13:22.64,0.458
1,4,B08,M,00:13:23.53,0.458
1,4,B09,M,00:13:24.42,0.460
1,4,B10,M,00:13:25.31,0.352
1,4,B11,M,00:13:26.20,0.352
1,4,B12,M,00:13:27.08,0.353
1,4,C01,M,00:13:30.42,0.591
1,4,C02,M,00:13:31.31,0.598
1,4,C03,M,00:13:32.20,0.602
1,4,C04,M,00:13:33.08,0.452
1,4,C05,M,00:13:33.97,0.453
1,4,C06,M,00:13:34.86,0.435
1,4,C07,M,00:13:35.75,0.336
1,4,C08,M,00:13:36.64,0.333
1,4,C09,M,00:13:37.53,0.336
1,4,C10,M,00:13:38.42,0.430
1,4,C11,M,00:13:39.31,0.418
1,4,C12,M,00:13:40.20,0.381
1,4,D01,M,00:13:43.53,0.349
1,4,D02,M,00:13:44.42,0.386
1,4,D03,M,00:13:45.31,0.376
1,4,D04,M,00:13:46.19,0.303
1,4,D05,M,00:13:47.08,0.348
1,4,D06,M,00:13:47.97,0.343
1,4,D07,M,00:13:48.86,0.304
1,4,D08,M,00:13:49.75,0.305
1,4,D09,M,00:13:50.64,0.310
1,4,D10,M,00:13:51.53,0.403
1,4,D11,M,00:13:52.42,0.385
1,4,D12,M,00:13:53.31,0.396
1,4,E01,M,00:13:56.64,0.322
1,4,E02,M,00:13:57.53,0.323
1,4,E03,M,00:13:58.42,0.317
1,4,E04,M,00:13:59.31,0.321
1,4,E05,M,00:14:00.19,0.288
1,4,E06,M,00:14:01.08,0.282
1,4,E07,M,00:14:01.97,0.366
1,4,E08,M,00:14:02.86,0.370
1,4,E09,M,00:14:03.75,0.365
1,4,E10,M,00:14:04.64,0.360
1,4,E11,M,00:14:05.53,0.355
1,4,E12,M,00:14:06.42,0.361
1,4,F01,M,00:14:09.75,0.092
1,5,A01,M,00:17:19.13,0.357
1,5,A02,M,00:17:20.02,0.344
1,5,A03,M,00:17:20.91,0.339
1,5,A04,M,00:17:21.80,0.463
1,5,A05,M,00:17:22.69,0.443
1,5,A06,M,00:17:23.58,0.481
1,5,A07,M,00:17:24.47,0.310
1,5,A08,M,00:17:25.36,0.318
1,5,A09,M,00:17:26.25,0.343
1,5,A10,M,00:17:27.14,0.297
1,5,A11,M,00:17:28.02,0.330
1,5,A12,M,00:17:28.91,0.331
1,5,B01,M,00:17:32.25,0.283
1,5,B02,M,00:17:33.14,0.272
1,5,B03,M,00:17:34.02,0.273
1,5,B04,M,00:17:34.91,0.392
1,5,B05,M,00:17:35.80,0.396
1,5,B06,M,00:17:36.69,0.402
1,5,B07,M,00:17:37.58,0.466
1,5,B08,M,00:17:38.47,0.468
1,5,B09,M,00:17:39.36,0.468
1,5,B10,M,00:17:40.25,0.363
1,5,B11,M,00:17:41.14,0.366
1,5,B12,M,00:17:42.02,0.366
1,5,C01,M,00:17:45.36,0.604
1,5,C02,M,00:17:46.25,0.612
1,5,C03,M,00:17:47.14,0.618
1,5,C04,M,00:17:48.02,0.466
1,5,C05,M,00:17:48.91,0.459
1,5,C06,M,00:17:49.80,0.451
1,5,C07,M,00:17:50.69,0.348
1,5,C08,M,00:17:51.58,0.345
1,5,C09,M,00:17:52.47,0.349
1,5,C10,M,00:17:53.36,0.466
1,5,C11,M,00:17:54.25,0.434
1,5,C12,M,00:17:55.14,0.393
1,5,D01,M,00:17:58.47,0.358
1,5,D02,M,00:17:59.36,0.399
1,5,D03,M,00:18:00.25,0.388
1,5,D04,M,00:18:01.14,0.313
1,5,D05,M,00:18:02.02,0.360
1,5,D06,M,00:18:02.91,0.354
1,5,D07,M,00:18:03.80,0.312
1,5,D08,M,00:18:04.69,0.314
1,5,D09,M,00:18:05.58,0.322
1,5,D10,M,00:18:06.47,0.415
1,5,D11,M,00:18:07.36,0.397
1,5,D12,M,00:18:08.25,0.407
1,5,E01,M,00:18:11.58,0.335
1,5,E02,M,00:18:12.47,0.336
1,5,E03,M,00:18:13.36,0.330
1,5,E04,M,00:18:14.25,0.331
1,5,E05,M,00:18:15.14,0.297
1,5,E06,M,00:18:16.02,0.291
1,5,E07,M,00:18:16.91,0.375
1,5,E08,M,00:18:17.80,0.379
1,5,E09,M,00:18:18.69,0.374
1,5,E10,M,00:18:19.58,0.368
1,5,E11,M,00:18:20.47,0.364
1,5,E12,M,00:18:21.36,0.370
1,5,F01,M,00:18:24.69,0.092
1,6,A01,M,00:21:34.07,0.366
1,6,A02,M,00:21:34.96,0.355
1,6,A03,M,00:21:35.85,0.350
1,6,A04,M,00:21:36.74,0.480
1,6,A05,M,00:21:37.63,0.457
1,6,A06,M,00:21:38.52,0.499
1,6,A07,M,00:21:39.41,0.318
1,6,A08,M,00:21:40.30,0.326
1,6,A09,M,00:21:41.19,0.351
1,6,A10,M,00:21:42.08,0.306
1,6,A11,M,00:21:42.96,0.341
1,6,A12,M,00:21:43.85,0.340
1,6,B01,M,00:21:47.19,0.293
1,6,B02,M,00:21:48.08,0.280
1,6,B03,M,00:21:48.96,0.281
1,6,B04,M,00:21:49.85,0.401
1,6,B05,M,00:21:50.74,0.405
1,6,B06,M,00:21:51.63,0.412
1,6,B07,M,00:21:52.52,0.476
1,6,B08,M,00:21:53.41,0.477
1,6,B09,M,00:21:54.30,0.478
1,6,B10,M,00:21:55.19,0.375
1,6,B11,M,00:21:56.08,0.378
1,6,B12,M,00:21:56.96,0.379
1,6,C01,M,00:22:00.30,0.618
1,6,C02,M,00:22:01.19,0.625
1,6,C03,M,00:22:02.08,0.631
1,6,C04,M,00:22:02.96,0.480
1,6,C05,M,00:22:03.85,0.468
1,6,C06,M,00:22:04.74,0.464
1,6,C07,M,00:22:05.63,0.361
1,6,C08,M,00:22:06.52,0.357
1,6,C09,M,00:22:07.41,0.361
1,6,C10,M,00:22:08.30,0.484
1,6,C11,M,00:22:09.19,0.448
1,6,C12,M,00:22:10.08,0.404
1,6,D01,M,00:22:13.41,0.369
1,6,D02,M,00:22:14.30,0.412
1,6,D03,M,00:22:15.19,0.400
1,6,D04,M,00:22:16.08,0.323
1,6,D05,M,00:22:16.96,0.372
1,6,D06,M,00:22:17.85,0.366
1,6,D07,M,00:22:18.74,0.324
1,6,D08,M,00:22:19.63,0.323
1,6,D09,M,00:22:20.52,0.332
1,6,D10,M,00:22:21.41,0.423
1,6,D11,M,00:22:22.30,0.408
1,6,D12,M,00:22:23.19,0.419
1,6,E01,M,00:22:26.52,0.349
1,6,E02,M,00:22:27.41,0.348
1,6,E03,M,00:22:28.30,0.342
1,6,E04,M,00:22:29.19,0.340
1,6,E05,M,00:22:30.07,0.305
1,6,E06,M,00:22:30.96,0.300
1,6,E07,M,00:22:31.85,0.382
1,6,E08,M,00:22:32.74,0.385
1,6,E09,M,00:22:33.63,0.382
1,6,E10,M,00:22:34.52,0.376
1,6,E11,M,00:22:35.41,0.372
1,6,E12,M,00:22:36.30,0.379
1,6,F01,M,00:22:39.63,0.092
1,7,A01,M,00:25:49.01,0.378
1,7,A02,M,00:25:49.91,0.366
1,7,A03,M,00:25:50.79,0.362
1,7,A04,M,00:25:51.68,0.496
1,7,A05,M,00:25:52.57,0.474
1,7,A06,M,00:25:53.46,0.516
1,7,A07,M,00:25:54.35,0.326
1,7,A08,M,00:25:55.24,0.333
1,7,A09,M,00:25:56.13,0.359
1,7,A10,M,00:25:57.02,0.315
1,7,A11,M,00:25:57.91,0.353
1,7,A12,M,00:25:58.79,0.350
1,7,B01,M,00:26:02.13,0.301
1,7,B02,M,00:26:03.02,0.288
1,7,B03,M,00:26:03.90,0.289
1,7,B04,M,00:26:04.79,0.410
1,7,B05,M,00:26:05.68,0.416
1,7,B06,M,00:26:06.57,0.422
1,7,B07,M,00:26:07.46,0.483
1,7,B08,M,00:26:08.35,0.486
1,7,B09,M,00:26:09.24,0.486
1,7,B10,M,00:26:10.13,0.386
1,7,B11,M,00:26:11.02,0.390
1,7,B12,M,00:26:11.91,0.391
1,7,C01,M,00:26:15.24,0.630
1,7,C02,M,00:26:16.13,0.638
1,7,C03,M,00:26:17.02,0.644
1,7,C04,M,00:26:17.90,0.493
1,7,C05,M,00:26:18.79,0.487
1,7,C06,M,00:26:19.68,0.478
1,7,C07,M,00:26:20.57,0.373
1,7,C08,M,00:26:21.46,0.370
1,7,C09,M,00:26:22.35,0.373
1,7,C10,M,00:26:23.24,0.494
1,7,C11,M,00:26:24.13,0.461
1,7,C12,M,00:26:25.02,0.413
1,7,D01,M,00:26:28.35,0.379
1,7,D02,M,00:26:29.24,0.423
1,7,D03,M,00:26:30.13,0.412
1,7,D04,M,00:26:31.02,0.333
1,7,D05,M,00:26:31.90,0.384
1,7,D06,M,00:26:32.79,0.378
1,7,D07,M,00:26:33.68,0.332
1,7,D08,M,00:26:34.57,0.333
1,7,D09,M,00:26:35.46,0.340
1,7,D10,M,00:26:36.35,0.437
1,7,D11,M,00:26:37.24,0.419
1,7,D12,M,00:26:38.13,0.430
1,7,E01,M,00:26:41.46,0.361
1,7,E02,M,00:26:42.35,0.360
1,7,E03,M,00:26:43.24,0.355
1,7,E04,M,00:26:44.13,0.350
1,7,E05,M,00:26:45.02,0.312
1,7,E06,M,00:26:45.90,0.308
1,7,E07,M,00:26:46.79,0.388
1,7,E08,M,00:26:47.68,0.393
1,7,E09,M,00:26:48.57,0.389
1,7,E10,M,00:26:49.46,0.384
1,7,E11,M,00:26:50.35,0.380
1,7,E12,M,00:26:51.24,0.387
1,7,F01,M,00:26:54.57,0.092
1,8,A01,M,00:30:03.95,0.379
1,8,A02,M,00:30:04.85,0.378
1,8,A03,M,00:30:05.73,0.373
1,8,A04,M,00:30:06.62,0.511
1,8,A05,M,00:30:07.51,0.486
1,8,A06,M,00:30:08.40,0.532
1,8,A07,M,00:30:09.29,0.333
1,8,A08,M,00:30:10.18,0.340
1,8,A09,M,00:30:11.07,0.367
1,8,A10,M,00:30:11.96,0.324
1,8,A11,M,00:30:12.85,0.364
1,8,A12,M,00:30:13.73,0.363
1,8,B01,M,00:30:17.07,0.309
1,8,B02,M,00:30:17.96,0.296
1,8,B03,M,00:30:18.85,0.296
1,8,B04,M,00:30:19.73,0.418
1,8,B05,M,00:30:20.62,0.424
1,8,B06,M,00:30:21.51,0.430
1,8,B07,M,00:30:22.40,0.492
1,8,B08,M,00:30:23.29,0.494
1,8,B09,M,00:30:24.18,0.494
1,8,B10,M,00:30:25.07,0.397
1,8,B11,M,00:30:25.96,0.402
1,8,B12,M,00:30:26.85,0.404
1,8,C01,M,00:30:30.18,0.642
1,8,C02,M,00:30:31.07,0.651
1,8,C03,M,00:30:31.96,0.655
1,8,C04,M,00:30:32.85,0.506
1,8,C05,M,00:30:33.73,0.499
1,8,C06,M,00:30:34.62,0.490
1,8,C07,M,00:30:35.51,0.386
1,8,C08,M,00:30:36.40,0.382
1,8,C09,M,00:30:37.29,0.386
1,8,C10,M,00:30:38.18,0.508
1,8,C11,M,00:30:39.07,0.476
1,8,C12,M,00:30:39.96,0.424
1,8,D01,M,00:30:43.29,0.388
1,8,D02,M,00:30:44.18,0.435
1,8,D03,M,00:30:45.07,0.423
1,8,D04,M,00:30:45.96,0.343
1,8,D05,M,00:30:46.84,0.396
1,8,D06,M,00:30:47.73,0.391
1,8,D07,M,00:30:48.62,0.342
1,8,D08,M,00:30:49.51,0.343
1,8,D09,M,00:30:50.40,0.349
1,8,D10,M,00:30:51.29,0.446
1,8,D11,M,00:30:52.18,0.430
1,8,D12,M,00:30:53.07,0.441
1,8,E01,M,00:30:56.40,0.374
1,8,E02,M,00:30:57.29,0.373
1,8,E03,M,00:30:58.18,0.367
1,8,E04,M,00:30:59.07,0.360
1,8,E05,M,00:30:59.96,0.321
1,8,E06,M,00:31:00.84,0.317
1,8,E07,M,00:31:01.73,0.395
1,8,E08,M,00:31:02.62,0.400
1,8,E09,M,00:31:03.51,0.395
1,8,E10,M,00:31:04.40,0.390
1,8,E11,M,00:31:05.29,0.388
1,8,E12,M,00:31:06.18,0.396
1,8,F01,M,00:31:09.51,0.093
1,9,A01,M,00:34:18.89,0.392
1,9,A02,M,00:34:19.79,0.389
1,9,A03,M,00:34:20.67,0.384
1,9,A04,M,00:34:21.56,0.526
1,9,A05,M,00:34:22.45,0.501
1,9,A06,M,00:34:23.34,0.546
1,9,A07,M,00:34:24.23,0.338
1,9,A08,M,00:34:25.12,0.345
1,9,A09,M,00:34:26.01,0.375
1,9,A10,M,00:34:26.90,0.333
1,9,A11,M,00:34:27.79,0.374
1,9,A12,M,00:34:28.67,0.373
1,9,B01,M,00:34:32.01,0.317
1,9,B02,M,00:34:32.90,0.303
1,9,B03,M,00:34:33.79,0.304
1,9,B04,M,00:34:34.67,0.427
1,9,B05,M,00:34:35.56,0.434
1,9,B06,M,00:34:36.45,0.438
1,9,B07,M,00:34:37.34,0.498
1,9,B08,M,00:34:38.23,0.502
1,9,B09,M,00:34:39.12,0.502
1,9,B10,M,00:34:40.01,0.407
1,9,B11,M,00:34:40.90,0.414
1,9,B12,M,00:34:41.79,0.415
1,9,C01,M,00:34:45.12,0.652
1,9,C02,M,00:34:46.01,0.661
1,9,C03,M,00:34:46.90,0.666
1,9,C04,M,00:34:47.78,0.518
1,9,C05,M,00:34:48.67,0.513
1,9,C06,M,00:34:49.56,0.502
1,9,C07,M,00:34:50.45,0.398
1,9,C08,M,00:34:51.34,0.394
1,9,C09,M,00:34:52.23,0.398
1,9,C10,M,00:34:53.12,0.515
1,9,C11,M,00:34:54.01,0.490
1,9,C12,M,00:34:54.90,0.434
1,9,D01,M,00:34:58.23,0.396
1,9,D02,M,00:34:59.12,0.445
1,9,D03,M,00:35:00.01,0.434
1,9,D04,M,00:35:00.90,0.353
1,9,D05,M,00:35:01.78,0.408
1,9,D06,M,00:35:02.67,0.402
1,9,D07,M,00:35:03.56,0.351
1,9,D08,M,00:35:04.45,0.353
1,9,D09,M,00:35:05.34,0.360
1,9,D10,M,00:35:06.23,0.456
1,9,D11,M,00:35:07.12,0.440
1,9,D12,M,00:35:08.01,0.451
1,9,E01,M,00:35:11.34,0.384
1,9,E02,M,00:35:12.23,0.384
1,9,E03,M,00:35:13.12,0.378
1,9,E04,M,00:35:14.01,0.370
1,9,E05,M,00:35:14.90,0.331
1,9,E06,M,00:35:15.78,0.326
1,9,E07,M,00:35:16.67,0.403
1,9,E08,M,00:35:17.56,0.405
1,9,E09,M,00:35:18.45,0.400
1,9,E10,M,00:35:19.34,0.399
1,9,E11,M,00:35:20.23,0.396
1,9,E12,M,00:35:21.12,0.403
1,9,F01,M,00:35:24.45,0.092
1,10,A01,M,00:38:33.88,0.405
1,10,A02,M,00:38:34.78,0.399
1,10,A03,M,00:38:35.67,0.396
1,10,A04,M,00:38:36.56,0.540
1,10,A05,M,00:38:37.45,0.512
1,10,A06,M,00:38:38.34,0.562
1,10,A07,M,00:38:39.23,0.345
1,10,A08,M,00:38:40.11,0.352
1,10,A09,M,00:38:41.00,0.382
1,10,A10,M,00:38:41.89,0.341
1,10,A11,M,00:38:42.78,0.385
1,10,A12,M,00:38:43.67,0.382
1,10,B01,M,00:38:47.00,0.326
1,10,B02,M,00:38:47.89,0.310
1,10,B03,M,00:38:48.78,0.311
1,10,B04,M,00:38:49.67,0.435
1,10,B05,M,00:38:50.56,0.445
1,10,B06,M,00:38:51.45,0.446
1,10,B07,M,00:38:52.34,0.505
1,10,B08,M,00:38:53.23,0.508
1,10,B09,M,00:38:54.11,0.508
1,10,B10,M,00:38:55.00,0.418
1,10,B11,M,00:38:55.89,0.425
1,10,B12,M,00:38:56.78,0.426
1,10,C01,M,00:39:00.12,0.663
1,10,C02,M,00:39:01.00,0.673
1,10,C03,M,00:39:01.89,0.679
1,10,C04,M,00:39:02.78,0.529
1,10,C05,M,00:39:03.67,0.526
1,10,C06,M,00:39:04.56,0.513
1,10,C07,M,00:39:05.45,0.411
1,10,C08,M,00:39:06.34,0.406
1,10,C09,M,00:39:07.23,0.411
1,10,C10,M,00:39:08.11,0.531
1,10,C11,M,00:39:09.00,0.503
1,10,C12,M,00:39:09.89,0.441
1,10,D01,M,00:39:13.23,0.405
1,10,D02,M,00:39:14.11,0.455
1,10,D03,M,00:39:15.00,0.444
1,10,D04,M,00:39:15.89,0.362
1,10,D05,M,00:39:16.78,0.420
1,10,D06,M,00:39:17.67,0.414
1,10,D07,M,00:39:18.56,0.362
1,10,D08,M,00:39:19.45,0.363
1,10,D09,M,00:39:20.34,0.369
1,10,D10,M,00:39:21.23,0.465
1,10,D11,M,00:39:22.11,0.450
1,10,D12,M,00:39:23.00,0.460
1,10,E01,M,00:39:26.34,0.397
1,10,E02,M,00:39:27.23,0.396
1,10,E03,M,00:39:28.11,0.390
1,10,E04,M,00:39:29.00,0.380
1,10,E05,M,00:39:29.89,0.337
1,10,E06,M,00:39:30.78,0.335
1,10,E07,M,00:39:31.67,0.408
1,10,E08,M,00:39:32.56,0.410
1,10,E09,M,00:39:33.45,0.405
1,10,E10,M,00:39:34.34,0.408
1,10,E11,M,00:39:35.23,0.404
1,10,E12,M,00:39:36.11,0.410
1,10,F01,M,00:39:39.45,0.092
1,11,A01,M,00:42:48.88,0.415
1,11,A02,M,00:42:49.78,0.410
1,11,A03,M,00:42:50.67,0.407
1,11,A04,M,00:42:51.56,0.553
1,11,A05,M,00:42:52.44,0.524
1,11,A06,M,00:42:53.33,0.574
1,11,A07,M,00:42:54.22,0.350
1,11,A08,M,00:42:55.11,0.358
1,11,A09,M,00:42:56.00,0.389
1,11,A10,M,00:42:56.89,0.349
1,11,A11,M,00:42:57.78,0.394
1,11,A12,M,00:42:58.67,0.392
1,11,B01,M,00:43:02.00,0.329
1,11,B02,M,00:43:02.89,0.317
1,11,B03,M,00:43:03.78,0.318
1,11,B04,M,00:43:04.67,0.445
1,11,B05,M,00:43:05.55,0.449
1,11,B06,M,00:43:06.44,0.453
1,11,B07,M,00:43:07.33,0.510
1,11,B08,M,00:43:08.22,0.514
1,11,B09,M,00:43:09.11,0.514
1,11,B10,M,00:43:10.00,0.428
1,11,B11,M,00:43:10.89,0.436
1,11,B12,M,00:43:11.78,0.437
1,11,C01,M,00:43:15.11,0.674
1,11,C02,M,00:43:16.00,0.683
1,11,C03,M,00:43:16.89,0.689
1,11,C04,M,00:43:17.78,0.540
1,11,C05,M,00:43:18.67,0.532
1,11,C06,M,00:43:19.55,0.523
1,11,C07,M,00:43:20.44,0.422
1,11,C08,M,00:43:21.33,0.418
1,11,C09,M,00:43:22.22,0.422
1,11,C10,M,00:43:23.11,0.527
1,11,C11,M,00:43:24.00,0.516
1,11,C12,M,00:43:24.89,0.452
1,11,D01,M,00:43:28.22,0.411
1,11,D02,M,00:43:29.11,0.465
1,11,D03,M,00:43:30.00,0.453
1,11,D04,M,00:43:30.89,0.371
1,11,D05,M,00:43:31.78,0.431
1,11,D06,M,00:43:32.67,0.425
1,11,D07,M,00:43:33.55,0.370
1,11,D08,M,00:43:34.44,0.372
1,11,D09,M,00:43:35.33,0.379
1,11,D10,M,00:43:36.22,0.478
1,11,D11,M,00:43:37.11,0.459
1,11,D12,M,00:43:38.00,0.469
1,11,E01,M,00:43:41.33,0.409
1,11,E02,M,00:43:42.22,0.408
1,11,E03,M,00:43:43.11,0.402
1,11,E04,M,00:43:44.00,0.389
1,11,E05,M,00:43:44.89,0.346
