Plate,Repeat,Well,Type,Time,Absorbance @ 405 (0.1s) (A)
1,4,E08,M,00:14:45.39,0.234
1,4,E09,M,00:14:46.28,0.235
1,4,E10,M,00:14:47.17,0.315
1,4,E11,M,00:14:48.06,0.307
1,4,E12,M,00:14:48.94,0.304
1,4,F01,M,00:14:52.28,0.229
1,4,F02,M,00:14:53.17,0.217
1,4,F03,M,00:14:54.05,0.217
1,4,F04,M,00:14:54.94,0.215
1,4,F05,M,00:14:55.83,0.198
1,4,F06,M,00:14:56.72,0.202
1,4,F07,M,00:14:57.61,0.579
1,4,F08,M,00:14:58.50,0.329
1,4,F09,M,00:14:59.39,0.344
1,4,F10,M,00:15:00.28,0.281
1,4,F11,M,00:15:01.17,0.293
1,4,F12,M,00:15:02.05,0.295
1,4,G01,M,00:15:05.39,0.274
1,4,G02,M,00:15:06.28,0.269
1,4,G03,M,00:15:07.17,0.277
1,5,A01,M,00:18:15.76,0.154
1,5,A02,M,00:18:16.66,0.377
1,5,A03,M,00:18:17.55,0.566
1,5,A04,M,00:18:18.44,0.786
1,5,A05,M,00:18:19.33,1.013
1,5,A06,M,00:18:20.22,1.254
1,5,A07,M,00:18:21.11,0.140
1,5,A08,M,00:18:22.00,0.145
1,5,A09,M,00:18:22.88,0.148
1,5,A10,M,00:18:23.77,0.108
1,5,A11,M,00:18:24.66,0.087
1,5,A12,M,00:18:25.55,0.088
1,5,B01,M,00:18:28.89,0.312
1,5,B02,M,00:18:29.77,0.314
1,5,B03,M,00:18:30.66,0.313
1,5,B04,M,00:18:31.55,0.484
1,5,B05,M,00:18:32.44,0.283
1,5,B06,M,00:18:33.33,0.282
1,5,B07,M,00:18:34.22,0.373
1,5,B08,M,00:18:35.11,0.298
1,5,B09,M,00:18:36.00,0.294
1,5,B10,M,00:18:36.88,0.267
1,5,B11,M,00:18:37.77,0.327
1,5,B12,M,00:18:38.66,0.267
1,5,C01,M,00:18:42.00,0.343
1,5,C02,M,00:18:42.88,0.414
1,5,C03,M,00:18:43.77,0.399
1,5,C04,M,00:18:44.66,0.280
1,5,C05,M,00:18:45.55,0.313
1,5,C06,M,00:18:46.44,0.306
1,5,C07,M,00:18:47.33,0.395
1,5,C08,M,00:18:48.22,0.359
1,5,C09,M,00:18:49.11,0.358
1,5,C10,M,00:18:50.00,0.236
1,5,C11,M,00:18:50.88,0.232
1,5,C12,M,00:18:51.77,0.233
1,5,D01,M,00:18:55.11,0.265
1,5,D02,M,00:18:56.00,0.235
1,5,D03,M,00:18:56.88,0.264
1,5,D04,M,00:18:57.77,0.281
1,5,D05,M,00:18:58.66,0.228
1,5,D06,M,00:18:59.55,0.227
1,5,D07,M,00:19:00.44,0.271
1,5,D08,M,00:19:01.33,0.256
1,5,D09,M,00:19:02.22,0.253
1,5,D10,M,00:19:03.11,0.329
1,5,D11,M,00:19:04.00,0.247
1,5,D12,M,00:19:04.88,0.247
1,5,E01,M,00:19:08.22,0.341
1,5,E02,M,00:19:09.11,0.363
1,5,E03,M,00:19:09.99,0.347
1,5,E04,M,00:19:10.88,0.323
1,5,E05,M,00:19:11.77,0.349
1,5,E06,M,00:19:12.66,0.379
1,5,E07,M,00:19:13.55,0.205
1,5,E08,M,00:19:14.44,0.234
1,5,E09,M,00:19:15.33,0.236
1,5,E10,M,00:19:16.22,0.331
1,5,E11,M,00:19:17.11,0.324
1,5,E12,M,00:19:18.00,0.320
1,5,F01,M,00:19:21.33,0.249
1,5,F02,M,00:19:22.22,0.231
1,5,F03,M,00:19:23.11,0.230
1,5,F04,M,00:19:23.99,0.220
1,5,F05,M,00:19:24.88,0.204
1,5,F06,M,00:19:25.77,0.208
1,5,F07,M,00:19:26.66,0.534
1,5,F08,M,00:19:27.55,0.345
1,5,F09,M,00:19:28.44,0.360
1,5,F10,M,00:19:29.33,0.293
1,5,F11,M,00:19:30.22,0.304
1,5,F12,M,00:19:31.11,0.306
1,5,G01,M,00:19:34.44,0.289
1,5,G02,M,00:19:35.33,0.284
1,5,G03,M,00:19:36.22,0.291
1,6,A01,M,00:22:44.81,0.154
1,6,A02,M,00:22:45.71,0.372
1,6,A03,M,00:22:46.60,0.558
1,6,A04,M,00:22:47.49,0.775
1,6,A05,M,00:22:48.38,0.999
1,6,A06,M,00:22:49.27,1.237
1,6,A07,M,00:22:50.16,0.140
1,6,A08,M,00:22:51.05,0.145
1,6,A09,M,00:22:51.94,0.150
1,6,A10,M,00:22:52.82,0.108
1,6,A11,M,00:22:53.71,0.086
1,6,A12,M,00:22:54.60,0.088
1,6,B01,M,00:22:57.94,0.323
1,6,B02,M,00:22:58.82,0.326
1,6,B03,M,00:22:59.71,0.324
1,6,B04,M,00:23:00.60,0.433
1,6,B05,M,00:23:01.49,0.295
1,6,B06,M,00:23:02.38,0.295
1,6,B07,M,00:23:03.27,0.377
1,6,B08,M,00:23:04.16,0.308
1,6,B09,M,00:23:05.05,0.303
1,6,B10,M,00:23:05.94,0.280
1,6,B11,M,00:23:06.82,0.386
1,6,B12,M,00:23:07.71,0.281
1,6,C01,M,00:23:11.05,0.347
1,6,C02,M,00:23:11.94,0.412
1,6,C03,M,00:23:12.82,0.404
1,6,C04,M,00:23:13.71,0.284
1,6,C05,M,00:23:14.60,0.316
1,6,C06,M,00:23:15.49,0.309
1,6,C07,M,00:23:16.38,0.403
1,6,C08,M,00:23:17.27,0.367
1,6,C09,M,00:23:18.16,0.366
1,6,C10,M,00:23:19.05,0.245
1,6,C11,M,00:23:19.94,0.242
1,6,C12,M,00:23:20.82,0.243
1,6,D01,M,00:23:24.16,0.278
1,6,D02,M,00:23:25.05,0.245
1,6,D03,M,00:23:25.93,0.275
1,6,D04,M,00:23:26.82,0.298
1,6,D05,M,00:23:27.71,0.236
1,6,D06,M,00:23:28.60,0.234
1,6,D07,M,00:23:29.49,0.279
1,6,D08,M,00:23:30.38,0.264
1,6,D09,M,00:23:31.27,0.261
1,6,D10,M,00:23:32.16,0.333
1,6,D11,M,00:23:33.05,0.256
1,6,D12,M,00:23:33.94,0.256
1,6,E01,M,00:23:37.27,0.349
1,6,E02,M,00:23:38.16,0.371
1,6,E03,M,00:23:39.05,0.355
1,6,E04,M,00:23:39.93,0.334
1,6,E05,M,00:23:40.82,0.360
1,6,E06,M,00:23:41.71,0.390
1,6,E07,M,00:23:42.60,0.205
1,6,E08,M,00:23:43.49,0.235
1,6,E09,M,00:23:44.38,0.237
1,6,E10,M,00:23:45.27,0.346
1,6,E11,M,00:23:46.16,0.339
1,6,E12,M,00:23:47.05,0.335
1,6,F01,M,00:23:50.38,0.257
1,6,F02,M,00:23:51.27,0.244
1,6,F03,M,00:23:52.16,0.243
1,6,F04,M,00:23:53.05,0.224
1,6,F05,M,00:23:53.93,0.208
1,6,F06,M,00:23:54.82,0.212
1,6,F07,M,00:23:55.71,0.571
1,6,F08,M,00:23:56.60,0.359
1,6,F09,M,00:23:57.49,0.374
1,6,F10,M,00:23:58.38,0.303
1,6,F11,M,00:23:59.27,0.314
1,6,F12,M,00:24:00.16,0.316
1,6,G01,M,00:24:03.49,0.302
1,6,G02,M,00:24:04.38,0.296
1,6,G03,M,00:24:05.27,0.303
1,7,A01,M,00:27:13.86,0.154
1,7,A02,M,00:27:14.76,0.367
1,7,A03,M,00:27:15.65,0.550
1,7,A04,M,00:27:16.54,0.764
1,7,A05,M,00:27:17.43,0.985
1,7,A06,M,00:27:18.32,1.219
1,7,A07,M,00:27:19.21,0.141
1,7,A08,M,00:27:20.10,0.144
1,7,A09,M,00:27:20.99,0.153
1,7,A10,M,00:27:21.88,0.107
1,7,A11,M,00:27:22.76,0.086
1,7,A12,M,00:27:23.65,0.087
1,7,B01,M,00:27:26.99,0.334
1,7,B02,M,00:27:27.88,0.335
1,7,B03,M,00:27:28.76,0.335
1,7,B04,M,00:27:29.65,0.409
1,7,B05,M,00:27:30.54,0.307
1,7,B06,M,00:27:31.43,0.307
1,7,B07,M,00:27:32.32,0.371
1,7,B08,M,00:27:33.21,0.311
1,7,B09,M,00:27:34.10,0.312
1,7,B10,M,00:27:34.99,0.294
1,7,B11,M,00:27:35.88,0.448
1,7,B12,M,00:27:36.76,0.295
1,7,C01,M,00:27:40.10,0.352
1,7,C02,M,00:27:40.99,0.419
1,7,C03,M,00:27:41.88,0.410
1,7,C04,M,00:27:42.76,0.288
1,7,C05,M,00:27:43.65,0.320
1,7,C06,M,00:27:44.54,0.311
1,7,C07,M,00:27:45.43,0.410
1,7,C08,M,00:27:46.32,0.373
1,7,C09,M,00:27:47.21,0.372
1,7,C10,M,00:27:48.10,0.253
1,7,C11,M,00:27:48.99,0.250
1,7,C12,M,00:27:49.88,0.251
1,7,D01,M,00:27:53.21,0.288
1,7,D02,M,00:27:54.10,0.254
1,7,D03,M,00:27:54.99,0.285
1,7,D04,M,00:27:55.88,0.300
1,7,D05,M,00:27:56.76,0.242
1,7,D06,M,00:27:57.65,0.241
1,7,D07,M,00:27:58.54,0.284
1,7,D08,M,00:27:59.43,0.271
1,7,D09,M,00:28:00.32,0.268
1,7,D10,M,00:28:01.21,0.339
1,7,D11,M,00:28:02.10,0.261
1,7,D12,M,00:28:02.99,0.262
1,7,E01,M,00:28:06.32,0.355
1,7,E02,M,00:28:07.21,0.378
1,7,E03,M,00:28:08.10,0.361
1,7,E04,M,00:28:08.99,0.344
1,7,E05,M,00:28:09.87,0.370
1,7,E06,M,00:28:10.76,0.399
1,7,E07,M,00:28:11.65,0.204
1,7,E08,M,00:28:12.54,0.234
1,7,E09,M,00:28:13.43,0.237
1,7,E10,M,00:28:14.32,0.358
1,7,E11,M,00:28:15.21,0.350
1,7,E12,M,00:28:16.10,0.347
1,7,F01,M,00:28:19.43,0.268
1,7,F02,M,00:28:20.32,0.255
1,7,F03,M,00:28:21.21,0.254
1,7,F04,M,00:28:22.10,0.227
1,7,F05,M,00:28:22.99,0.212
1,7,F06,M,00:28:23.87,0.216
1,7,F07,M,00:28:24.76,0.550
1,7,F08,M,00:28:25.65,0.371
1,7,F09,M,00:28:26.54,0.386
1,7,F10,M,00:28:27.43,0.311
1,7,F11,M,00:28:28.32,0.322
1,7,F12,M,00:28:29.21,0.324
1,7,G01,M,00:28:32.54,0.313
1,7,G02,M,00:28:33.43,0.307
1,7,G03,M,00:28:34.32,0.313
1,8,A01,M,00:31:42.92,0.154
1,8,A02,M,00:31:43.82,0.362
1,8,A03,M,00:31:44.70,0.543
1,8,A04,M,00:31:45.59,0.754
1,8,A05,M,00:31:46.48,0.971
1,8,A06,M,00:31:47.37,1.204
1,8,A07,M,00:31:48.26,0.142
1,8,A08,M,00:31:49.15,0.145
1,8,A09,M,00:31:50.04,0.155
1,8,A10,M,00:31:50.93,0.107
1,8,A11,M,00:31:51.82,0.086
1,8,A12,M,00:31:52.70,0.087
1,8,B01,M,00:31:56.04,0.345
1,8,B02,M,00:31:56.93,0.345
1,8,B03,M,00:31:57.82,0.346
1,8,B04,M,00:31:58.70,0.420
1,8,B05,M,00:31:59.59,0.318
1,8,B06,M,00:32:00.48,0.318
1,8,B07,M,00:32:01.37,0.391
1,8,B08,M,00:32:02.26,0.317
1,8,B09,M,00:32:03.15,0.317
1,8,B10,M,00:32:04.04,0.306
1,8,B11,M,00:32:04.93,0.352
1,8,B12,M,00:32:05.82,0.308
1,8,C01,M,00:32:09.15,0.355
1,8,C02,M,00:32:10.04,0.417
1,8,C03,M,00:32:10.93,0.412
1,8,C04,M,00:32:11.82,0.291
1,8,C05,M,00:32:12.70,0.323
1,8,C06,M,00:32:13.59,0.314
1,8,C07,M,00:32:14.48,0.415
1,8,C08,M,00:32:15.37,0.379
1,8,C09,M,00:32:16.26,0.378
1,8,C10,M,00:32:17.15,0.261
1,8,C11,M,00:32:18.04,0.258
1,8,C12,M,00:32:18.93,0.260
1,8,D01,M,00:32:22.26,0.297
1,8,D02,M,00:32:23.15,0.262
1,8,D03,M,00:32:24.04,0.296
1,8,D04,M,00:32:24.93,0.281
1,8,D05,M,00:32:25.81,0.248
1,8,D06,M,00:32:26.70,0.247
1,8,D07,M,00:32:27.59,0.289
1,8,D08,M,00:32:28.48,0.277
1,8,D09,M,00:32:29.37,0.274
1,8,D10,M,00:32:30.26,0.327
1,8,D11,M,00:32:31.15,0.267
1,8,D12,M,00:32:32.04,0.267
1,8,E01,M,00:32:35.37,0.360
1,8,E02,M,00:32:36.26,0.382
1,8,E03,M,00:32:37.15,0.365
1,8,E04,M,00:32:38.04,0.354
1,8,E05,M,00:32:38.93,0.379
1,8,E06,M,00:32:39.81,0.407
1,8,E07,M,00:32:40.70,0.204
1,8,E08,M,00:32:41.59,0.234
1,8,E09,M,00:32:42.48,0.237
1,8,E10,M,00:32:43.37,0.369
1,8,E11,M,00:32:44.26,0.362
1,8,E12,M,00:32:45.15,0.359
1,8,F01,M,00:32:48.48,0.280
1,8,F02,M,00:32:49.37,0.267
1,8,F03,M,00:32:50.26,0.266
1,8,F04,M,00:32:51.15,0.230
1,8,F05,M,00:32:52.04,0.215
1,8,F06,M,00:32:52.93,0.219
1,8,F07,M,00:32:53.81,0.554
1,8,F08,M,00:32:54.70,0.382
1,8,F09,M,00:32:55.59,0.397
1,8,F10,M,00:32:56.48,0.318
1,8,F11,M,00:32:57.37,0.329
1,8,F12,M,00:32:58.26,0.331
1,8,G01,M,00:33:01.59,0.324
1,8,G02,M,00:33:02.48,0.317
1,8,G03,M,00:33:03.37,0.324
1,9,A01,M,00:36:11.97,0.154
1,9,A02,M,00:36:12.87,0.357
1,9,A03,M,00:36:13.76,0.536
1,9,A04,M,00:36:14.64,0.744
1,9,A05,M,00:36:15.53,0.960
1,9,A06,M,00:36:16.42,1.189
1,9,A07,M,00:36:17.31,0.143
1,9,A08,M,00:36:18.20,0.145
1,9,A09,M,00:36:19.09,0.158
1,9,A10,M,00:36:19.98,0.106
1,9,A11,M,00:36:20.87,0.085
1,9,A12,M,00:36:21.76,0.087
1,9,B01,M,00:36:25.09,0.354
1,9,B02,M,00:36:25.98,0.354
1,9,B03,M,00:36:26.87,0.354
1,9,B04,M,00:36:27.76,0.427
1,9,B05,M,00:36:28.64,0.329
1,9,B06,M,00:36:29.53,0.328
1,9,B07,M,00:36:30.42,0.394
1,9,B08,M,00:36:31.31,0.322
1,9,B09,M,00:36:32.20,0.322
1,9,B10,M,00:36:33.09,0.318
1,9,B11,M,00:36:33.98,0.362
1,9,B12,M,00:36:34.87,0.320
1,9,C01,M,00:36:38.20,0.359
1,9,C02,M,00:36:39.09,0.421
1,9,C03,M,00:36:39.98,0.415
1,9,C04,M,00:36:40.87,0.295
1,9,C05,M,00:36:41.76,0.325
1,9,C06,M,00:36:42.64,0.316
1,9,C07,M,00:36:43.53,0.420
1,9,C08,M,00:36:44.42,0.384
1,9,C09,M,00:36:45.31,0.382
1,9,C10,M,00:36:46.20,0.269
1,9,C11,M,00:36:47.09,0.266
1,9,C12,M,00:36:47.98,0.268
1,9,D01,M,00:36:51.31,0.306
1,9,D02,M,00:36:52.20,0.270
1,9,D03,M,00:36:53.09,0.304
1,9,D04,M,00:36:53.98,0.279
1,9,D05,M,00:36:54.87,0.255
1,9,D06,M,00:36:55.76,0.254
1,9,D07,M,00:36:56.64,0.296
1,9,D08,M,00:36:57.53,0.283
1,9,D09,M,00:36:58.42,0.280
1,9,D10,M,00:36:59.31,0.351
1,9,D11,M,00:37:00.20,0.272
1,9,D12,M,00:37:01.09,0.272
1,9,E01,M,00:37:04.42,0.365
1,9,E02,M,00:37:05.31,0.387
1,9,E03,M,00:37:06.20,0.369
1,9,E04,M,00:37:07.09,0.362
1,9,E05,M,00:37:07.98,0.387
1,9,E06,M,00:37:08.87,0.416
1,9,E07,M,00:37:09.75,0.204
1,9,E08,M,00:37:10.64,0.234
1,9,E09,M,00:37:11.53,0.237
1,9,E10,M,00:37:12.42,0.381
1,9,E11,M,00:37:13.31,0.372
1,9,E12,M,00:37:14.20,0.369
1,9,F01,M,00:37:17.53,0.291
1,9,F02,M,00:37:18.42,0.278
1,9,F03,M,00:37:19.31,0.275
