Plate,Repeat,Well,Type,Time,Absorbance @ 570 (1.0s) (A)
1,2,B02,M,00:01:59.12,1.076
1,2,B03,M,00:02:00.00,1.197
1,2,B04,M,00:02:00.89,0.901
1,2,B05,M,00:02:01.78,0.950
1,2,B06,M,00:02:02.67,1.017
1,2,B07,M,00:02:03.56,0.836
1,2,B08,M,00:02:04.45,0.881
1,2,B09,M,00:02:05.34,0.912
1,2,B10,M,00:02:06.23,0.972
1,2,B11,M,00:02:07.12,1.130
1,2,B12,M,00:02:08.01,1.161
1,2,C01,M,00:02:11.34,1.075
1,2,C02,M,00:02:12.23,1.129
1,2,C03,M,00:02:13.12,1.223
1,2,C04,M,00:02:14.00,0.895
1,2,C05,M,00:02:14.89,0.819
1,2,C06,M,00:02:15.78,0.846
1,2,C07,M,00:02:16.67,0.871
1,2,C08,M,00:02:17.56,1.033
1,2,C09,M,00:02:18.45,1.046
1,2,C10,M,00:02:19.34,0.910
1,2,C11,M,00:02:20.23,1.080
1,2,C12,M,00:02:21.12,1.097
1,2,D01,M,00:02:24.45,0.998
1,2,D02,M,00:02:25.34,0.973
1,2,D03,M,00:02:26.23,0.981
1,2,D04,M,00:02:27.12,0.832
1,2,D05,M,00:02:28.00,0.835
1,2,D06,M,00:02:28.89,0.887
1,2,D07,M,00:02:29.78,0.750
1,2,D08,M,00:02:30.67,0.785
1,2,D09,M,00:02:31.56,0.761
1,2,D10,M,00:02:32.45,0.895
1,2,D11,M,00:02:33.34,1.010
1,2,D12,M,00:02:34.23,1.058
1,2,E01,M,00:02:37.56,0.823
1,2,E02,M,00:02:38.45,0.876
1,2,E03,M,00:02:39.34,0.853
1,2,E04,M,00:02:40.23,0.781
1,2,E05,M,00:02:41.12,0.801
1,2,E06,M,00:02:42.00,0.757
1,2,E07,M,00:02:42.89,1.108
1,2,E08,M,00:02:43.78,1.074
1,2,E09,M,00:02:44.67,1.168
1,2,E10,M,00:02:45.56,1.062
1,2,E11,M,00:02:46.45,1.063
1,2,E12,M,00:02:47.34,1.183
1,2,G01,M,00:02:50.76,0.034
1,2,G02,M,00:02:51.67,0.036
1,2,G03,M,00:02:52.56,0.036
1,3,A01,M,00:03:11.10,1.074
1,3,A02,M,00:03:12.00,1.037
1,3,A03,M,00:03:12.89,1.012
1,3,A04,M,00:03:13.78,1.050
1,3,A05,M,00:03:14.67,1.038
1,3,A06,M,00:03:15.56,1.095
1,3,A07,M,00:03:16.45,1.017
1,3,A08,M,00:03:17.34,0.989
1,3,A09,M,00:03:18.23,0.924
1,3,A10,M,00:03:19.11,1.029
1,3,A11,M,00:03:20.00,0.986
1,3,A12,M,00:03:20.89,0.937
1,3,B01,M,00:03:24.23,1.172
1,3,B02,M,00:03:25.11,1.164
1,3,B03,M,00:03:26.00,1.200
1,3,B04,M,00:03:26.89,0.928
1,3,B05,M,00:03:27.78,1.000
1,3,B06,M,00:03:28.67,1.054
1,3,B07,M,00:03:29.56,0.866
1,3,B08,M,00:03:30.45,0.928
1,3,B09,M,00:03:31.34,0.945
1,3,B10,M,00:03:32.23,1.019
1,3,B11,M,00:03:33.12,1.188
1,3,B12,M,00:03:34.00,1.194
1,3,C01,M,00:03:37.34,1.127
1,3,C02,M,00:03:38.23,1.179
1,3,C03,M,00:03:39.11,1.247
1,3,C04,M,00:03:40.00,0.918
1,3,C05,M,00:03:40.89,0.828
1,3,C06,M,00:03:41.78,0.856
1,3,C07,M,00:03:42.67,0.903
1,3,C08,M,00:03:43.56,1.064
1,3,C09,M,00:03:44.45,1.068
1,3,C10,M,00:03:45.34,0.926
1,3,C11,M,00:03:46.23,1.113
1,3,C12,M,00:03:47.11,1.124
1,3,D01,M,00:03:50.45,1.000
1,3,D02,M,00:03:51.34,0.999
1,3,D03,M,00:03:52.23,1.001
1,3,D04,M,00:03:53.11,0.841
1,3,D05,M,00:03:54.00,0.851
1,3,D06,M,00:03:54.89,0.895
1,3,D07,M,00:03:55.78,0.761
1,3,D08,M,00:03:56.67,0.796
1,3,D09,M,00:03:57.56,0.771
1,3,D10,M,00:03:58.45,0.908
1,3,D11,M,00:03:59.34,1.022
1,3,D12,M,00:04:00.23,1.069
1,3,E01,M,00:04:03.56,0.847
1,3,E02,M,00:04:04.45,0.896
1,3,E03,M,00:04:05.34,0.863
1,3,E04,M,00:04:06.23,0.790
1,3,E05,M,00:04:07.11,0.818
1,3,E06,M,00:04:08.00,0.770
1,3,E07,M,00:04:08.89,1.120
1,3,E08,M,00:04:09.78,1.089
1,3,E09,M,00:04:10.67,1.184
1,3,E10,M,00:04:11.56,1.085
1,3,E11,M,00:04:12.45,1.082
1,3,E12,M,00:04:13.34,1.198
1,3,G01,M,00:04:16.76,0.035
1,3,G02,M,00:04:17.61,0.036
1,3,G03,M,00:04:18.50,0.036
