Plate,Repeat,Well,Type,Time,Absorbance @ 570 (1.0s) (A)
1,1,A01,M,00:00:19.20,1.177
1,1,A02,M,00:00:20.10,1.199
1,1,A03,M,00:00:20.99,1.170
1,1,A04,M,00:00:21.88,0.982
1,1,A05,M,00:00:22.76,1.033
1,1,A06,M,00:00:23.65,1.028
1,1,A07,M,00:00:24.54,1.058
1,1,A08,M,00:00:25.43,1.121
1,1,A09,M,00:00:26.32,1.055
1,1,A10,M,00:00:27.21,1.241
1,1,A11,M,00:00:28.10,1.238
1,1,A12,M,00:00:28.99,1.229
1,1,B01,M,00:00:32.32,1.281
1,1,B02,M,00:00:33.21,1.233
1,1,B03,M,00:00:34.10,1.294
1,1,B04,M,00:00:34.99,0.870
1,1,B05,M,00:00:35.88,0.873
1,1,B06,M,00:00:36.76,0.879
1,1,B07,M,00:00:37.65,1.265
1,1,B08,M,00:00:38.54,1.203
1,1,B09,M,00:00:39.43,1.250
1,1,B10,M,00:00:40.32,1.064
1,1,B11,M,00:00:41.21,1.063
1,1,B12,M,00:00:42.10,1.070
1,1,C01,M,00:00:45.43,0.784
1,1,C02,M,00:00:46.32,0.796
1,1,C03,M,00:00:47.21,0.790
1,1,C04,M,00:00:48.10,1.189
1,1,C05,M,00:00:48.99,1.179
1,1,C06,M,00:00:49.88,1.123
1,1,C07,M,00:00:50.76,0.779
1,1,C08,M,00:00:51.65,0.822
1,1,C09,M,00:00:52.54,0.819
1,1,C10,M,00:00:53.43,1.207
1,1,C11,M,00:00:54.32,1.146
1,1,C12,M,00:00:55.21,1.047
1,1,D01,M,00:00:58.54,0.968
1,1,D02,M,00:00:59.43,0.998
1,1,D03,M,00:01:00.32,0.952
1,1,D04,M,00:01:01.21,0.955
1,1,D05,M,00:01:02.10,1.115
1,1,D06,M,00:01:02.99,1.228
1,1,D07,M,00:01:03.88,0.978
1,1,D08,M,00:01:04.76,0.957
1,1,D09,M,00:01:05.65,0.972
1,1,D10,M,00:01:06.54,0.866
1,1,D11,M,00:01:07.43,0.910
1,1,D12,M,00:01:08.32,0.940
1,1,E01,M,00:01:11.65,1.031
1,1,E02,M,00:01:12.54,1.021
1,1,E03,M,00:01:13.43,0.897
1,1,E04,M,00:01:14.32,0.930
1,1,E05,M,00:01:15.21,0.956
1,1,E06,M,00:01:16.10,1.077
1,1,E07,M,00:01:16.99,0.916
1,1,E08,M,00:01:17.87,1.037
1,1,E09,M,00:01:18.76,0.982
1,1,E10,M,00:01:19.65,1.113
1,1,E11,M,00:01:20.54,1.130
1,1,E12,M,00:01:21.43,1.136
1,1,F01,M,00:01:24.76,1.065
1,1,F02,M,00:01:25.65,1.072
1,1,F03,M,00:01:26.54,1.054
1,1,F04,M,00:01:27.43,0.951
1,1,F05,M,00:01:28.32,1.011
1,1,F06,M,00:01:29.21,1.079
1,1,F07,M,00:01:30.10,0.922
1,1,F08,M,00:01:30.99,1.076
1,1,F09,M,00:01:31.87,1.070
1,1,F10,M,00:01:32.76,0.999
1,1,F11,M,00:01:33.65,1.052
1,1,F12,M,00:01:34.54,1.053
1,1,G01,M,00:01:37.88,0.898
1,1,G02,M,00:01:38.76,0.864
1,1,G03,M,00:01:39.65,0.829
1,1,G04,M,00:01:40.54,0.034
1,1,G05,M,00:01:41.43,0.037
1,1,G06,M,00:01:42.32,0.038
1,2,A01,M,00:02:01.20,1.188
1,2,A02,M,00:02:02.10,1.201
1,2,A03,M,00:02:02.99,1.167
