Plate,Repeat,Well,Type,Time,Absorbance @ 570 (1.0s) (A)
1,1,A01,M,00:00:24.88,1.006
1,1,A02,M,00:00:25.78,1.110
1,1,A03,M,00:00:26.67,1.042
1,1,A04,M,00:00:27.56,0.868
1,1,A05,M,00:00:28.45,0.809
1,1,A06,M,00:00:29.34,0.690
1,1,A07,M,00:00:30.23,0.626
1,1,A08,M,00:00:31.12,0.547
1,1,A09,M,00:00:32.01,0.639
1,1,A10,M,00:00:32.89,0.706
1,1,A11,M,00:00:33.78,0.766
1,1,A12,M,00:00:34.67,0.660
1,1,B01,M,00:00:38.01,0.879
1,1,B02,M,00:00:38.89,0.807
1,1,B03,M,00:00:39.78,1.091
1,1,B04,M,00:00:40.67,1.195
1,1,B05,M,00:00:41.56,1.163
1,1,B06,M,00:00:42.45,1.117
1,1,B07,M,00:00:43.34,1.196
1,1,B08,M,00:00:44.23,1.084
1,1,B09,M,00:00:45.12,0.996
1,1,B10,M,00:00:46.01,0.941
1,1,B11,M,00:00:46.89,0.972
1,1,B12,M,00:00:47.78,0.987
1,1,C01,M,00:00:51.12,1.029
1,1,C02,M,00:00:52.01,0.836
1,1,C03,M,00:00:52.89,0.807
1,1,C04,M,00:00:53.78,0.821
1,1,C05,M,00:00:54.67,0.787
1,1,C06,M,00:00:55.56,0.946
1,1,C07,M,00:00:56.45,0.989
1,1,C08,M,00:00:57.34,0.979
1,1,C09,M,00:00:58.23,1.197
1,1,C10,M,00:00:59.12,1.089
1,1,C11,M,00:01:00.01,1.084
1,1,C12,M,00:01:00.89,0.958
1,1,D01,M,00:01:04.23,0.917
1,1,D02,M,00:01:05.12,1.009
1,1,D03,M,00:01:06.01,0.824
1,1,D04,M,00:01:06.89,0.837
1,1,D05,M,00:01:07.78,0.812
1,1,D06,M,00:01:08.67,1.002
1,1,D07,M,00:01:09.56,1.007
1,1,D08,M,00:01:10.45,0.949
1,1,D09,M,00:01:11.34,0.914
1,1,D10,M,00:01:12.23,0.875
1,1,D11,M,00:01:13.12,0.926
1,1,D12,M,00:01:14.01,0.801
1,1,E01,M,00:01:17.34,0.764
1,1,E02,M,00:01:18.23,0.845
1,1,E03,M,00:01:19.12,0.999
1,1,E04,M,00:01:20.00,0.938
1,1,E05,M,00:01:20.89,0.975
1,1,E06,M,00:01:21.78,1.124
1,1,E07,M,00:01:22.67,1.091
1,1,E08,M,00:01:23.56,1.030
1,1,E09,M,00:01:24.45,0.926
1,1,E10,M,00:01:25.34,0.972
1,1,E11,M,00:01:26.23,0.846
1,1,E12,M,00:01:27.12,1.131
1,1,F01,M,00:01:30.45,1.093
1,1,F02,M,00:01:31.34,1.098
1,2,A01,M,00:01:49.83,1.054
1,2,A02,M,00:01:50.73,1.111
1,2,A03,M,00:01:51.62,1.042
1,2,A04,M,00:01:52.50,0.900
1,2,A05,M,00:01:53.39,0.789
1,2,A06,M,00:01:54.28,0.688
1,2,A07,M,00:01:55.17,0.638
1,2,A08,M,00:01:56.06,0.549
1,2,A09,M,00:01:56.95,0.703
1,2,A10,M,00:01:57.84,0.746
1,2,A11,M,00:01:58.73,0.783
1,2,A12,M,00:01:59.62,0.714
1,2,B01,M,00:02:02.95,0.931
1,2,B02,M,00:02:03.84,0.890
1,2,B03,M,00:02:04.73,1.181
1,2,B04,M,00:02:05.62,1.255
1,2,B05,M,00:02:06.50,1.209
1,2,B06,M,00:02:07.39,1.169
1,2,B07,M,00:02:08.28,1.249
1,2,B08,M,00:02:09.17,1.131
1,2,B09,M,00:02:10.06,1.005
1,2,B10,M,00:02:10.95,0.957
1,2,B11,M,00:02:11.84,0.996
1,2,B12,M,00:02:12.73,1.007
1,2,C01,M,00:02:16.06,1.083
1,2,C02,M,00:02:16.95,0.892
1,2,C03,M,00:02:17.84,0.842
1,2,C04,M,00:02:18.73,0.845
1,2,C05,M,00:02:19.62,0.817
1,2,C06,M,00:02:20.50,0.995
1,2,C07,M,00:02:21.39,1.034
1,2,C08,M,00:02:22.28,1.011
1,2,C09,M,00:02:23.17,1.238
1,2,C10,M,00:02:24.06,1.125
1,2,C11,M,00:02:24.95,1.123
1,2,C12,M,00:02:25.84,0.979
1,2,D01,M,00:02:29.17,0.957
1,2,D02,M,00:02:30.06,1.036
1,2,D03,M,00:02:30.95,0.860
1,2,D04,M,00:02:31.84,0.863
1,2,D05,M,00:02:32.73,0.848
1,2,D06,M,00:02:33.62,1.040
1,2,D07,M,00:02:34.50,1.030
1,2,D08,M,00:02:35.39,0.976
1,2,D09,M,00:02:36.28,0.933
1,2,D10,M,00:02:37.17,0.893
