Plate,Repeat,Well,Type,Time,Absorbance @ 570 (1.0s) (A)
1,1,G09,M,00:01:44.96,0.457
1,1,G10,M,00:01:45.85,0.535
1,1,G11,M,00:01:46.74,0.487
1,1,G12,M,00:01:47.63,0.479
1,1,H01,M,00:01:50.96,0.046
1,1,H02,M,00:01:51.85,0.037
1,1,H03,M,00:01:52.74,0.038
1,2,A01,M,00:02:11.40,1.358
1,2,A02,M,00:02:12.29,1.341
1,2,A03,M,00:02:13.18,1.247
1,2,A04,M,00:02:14.07,1.134
1,2,A05,M,00:02:14.96,1.081
1,2,A06,M,00:02:15.85,0.958
1,2,A07,M,00:02:16.74,0.824
1,2,A08,M,00:02:17.63,0.748
1,2,A09,M,00:02:18.52,0.939
1,2,A10,M,00:02:19.41,1.013
1,2,A11,M,00:02:20.30,1.025
1,2,A12,M,00:02:21.18,1.171
1,2,B01,M,00:02:24.52,1.150
1,2,B02,M,00:02:25.41,1.116
1,2,B03,M,00:02:26.29,1.124
1,2,B04,M,00:02:27.18,1.141
1,2,B05,M,00:02:28.07,1.159
1,2,B06,M,00:02:28.96,1.118
1,2,B07,M,00:02:29.85,1.031
1,2,B08,M,00:02:30.74,1.077
1,2,B09,M,00:02:31.63,0.788
1,2,B10,M,00:02:32.52,0.879
1,2,B11,M,00:02:33.41,0.881
1,2,B12,M,00:02:34.30,1.077
1,2,C01,M,00:02:37.63,1.028
1,2,C02,M,00:02:38.52,1.040
1,2,C03,M,00:02:39.41,1.156
1,2,C04,M,00:02:40.29,1.174
1,2,C05,M,00:02:41.18,1.192
1,2,C06,M,00:02:42.07,1.244
1,2,C07,M,00:02:42.96,1.270
1,2,C08,M,00:02:43.85,1.266
1,2,C09,M,00:02:44.74,1.107
1,2,C10,M,00:02:45.63,1.094
1,2,C11,M,00:02:46.52,1.064
1,2,C12,M,00:02:47.41,1.144
1,2,D01,M,00:02:50.74,1.122
1,2,D02,M,00:02:51.63,1.145
1,2,D03,M,00:02:52.52,1.007
1,2,D04,M,00:02:53.41,1.068
1,2,D05,M,00:02:54.29,0.912
1,2,D06,M,00:02:55.18,0.965
1,2,D07,M,00:02:56.07,1.134
1,2,D08,M,00:02:56.96,1.055
1,2,D09,M,00:02:57.85,1.005
1,2,D10,M,00:02:58.74,0.918
1,2,D11,M,00:02:59.63,0.850
1,2,D12,M,00:03:00.52,1.126
1,2,E01,M,00:03:03.85,1.113
1,2,E02,M,00:03:04.74,1.160
1,2,E03,M,00:03:05.63,1.315
1,2,E04,M,00:03:06.52,1.208
1,2,E05,M,00:03:07.40,1.241
1,2,E06,M,00:03:08.29,0.932
1,2,E07,M,00:03:09.18,0.979
1,2,E08,M,00:03:10.07,0.953
1,2,E09,M,00:03:10.96,1.078
1,2,E10,M,00:03:11.85,1.128
1,2,E11,M,00:03:12.74,1.121
1,2,E12,M,00:03:13.63,1.103
1,2,F01,M,00:03:16.96,1.105
1,2,F02,M,00:03:17.85,1.135
1,2,F03,M,00:03:18.74,1.182
1,2,F04,M,00:03:19.63,1.141
1,2,F05,M,00:03:20.52,1.109
1,2,F06,M,00:03:21.40,1.228
1,2,F07,M,00:03:22.29,1.268
1,2,F08,M,00:03:23.18,1.188
1,2,F09,M,00:03:24.07,1.026
1,2,F10,M,00:03:24.96,1.082
1,2,F11,M,00:03:25.85,1.002
1,2,F12,M,00:03:26.74,1.278
1,2,G01,M,00:03:30.07,1.211
1,2,G02,M,00:03:30.96,1.316
1,2,G03,M,00:03:31.85,1.090
1,2,G04,M,00:03:32.74,1.139
1,2,G05,M,00:03:33.63,1.139
1,2,G06,M,00:03:34.52,0.520
1,2,G07,M,00:03:35.40,0.488
1,2,G08,M,00:03:36.29,0.466
1,2,G09,M,00:03:37.18,0.461
1,2,G10,M,00:03:38.07,0.534
1,2,G11,M,00:03:38.96,0.493
1,2,G12,M,00:03:39.85,0.482
1,2,H01,M,00:03:43.18,0.035
1,2,H02,M,00:03:44.07,0.037
1,2,H03,M,00:03:44.96,0.036
1,3,A01,M,00:04:03.62,1.340
1,3,A02,M,00:04:04.52,1.344
1,3,A03,M,00:04:05.40,1.248
1,3,A04,M,00:04:06.29,1.136
1,3,A05,M,00:04:07.18,1.086
1,3,A06,M,00:04:08.07,0.963
1,3,A07,M,00:04:08.96,0.835
1,3,A08,M,00:04:09.85,0.757
1,3,A09,M,00:04:10.74,0.936
1,3,A10,M,00:04:11.63,1.008
1,3,A11,M,00:04:12.52,1.021
1,3,A12,M,00:04:13.40,1.151
1,3,B01,M,00:04:16.74,1.148
1,3,B02,M,00:04:17.63,1.122
1,3,B03,M,00:04:18.52,1.130
1,3,B04,M,00:04:19.40,1.143
1,3,B05,M,00:04:20.29,1.163
1,3,B06,M,00:04:21.18,1.131
1,3,B07,M,00:04:22.07,1.034
1,3,B08,M,00:04:22.96,1.080
1,3,B09,M,00:04:23.85,0.810
1,3,B10,M,00:04:24.74,0.897
1,3,B11,M,00:04:25.63,0.893
1,3,B12,M,00:04:26.52,1.072
1,3,C01,M,00:04:29.85,1.031
1,3,C02,M,00:04:30.74,1.045
1,3,C03,M,00:04:31.63,1.166
1,3,C04,M,00:04:32.51,1.175
1,3,C05,M,00:04:33.40,1.195
1,3,C06,M,00:04:34.29,1.263
1,3,C07,M,00:04:35.18,1.288
1,3,C08,M,00:04:36.07,1.268
1,3,C09,M,00:04:36.96,1.117
1,3,C10,M,00:04:37.85,1.097
1,3,C11,M,00:04:38.74,1.066
1,3,C12,M,00:04:39.63,1.131
1,3,D01,M,00:04:42.96,1.105
1,3,D02,M,00:04:43.85,1.158
1,3,D03,M,00:04:44.74,1.029
1,3,D04,M,00:04:45.63,1.098
1,3,D05,M,00:04:46.51,0.928
1,3,D06,M,00:04:47.40,0.979
1,3,D07,M,00:04:48.29,1.122
1,3,D08,M,00:04:49.18,1.051
1,3,D09,M,00:04:50.07,1.020
1,3,D10,M,00:04:50.96,0.923
1,3,D11,M,00:04:51.85,0.852
1,3,D12,M,00:04:52.74,1.123
1,3,E01,M,00:04:56.07,1.101
1,3,E02,M,00:04:56.96,1.167
1,3,E03,M,00:04:57.85,1.324
1,3,E04,M,00:04:58.74,1.230
1,3,E05,M,00:04:59.63,1.247
1,3,E06,M,00:05:00.51,0.951
1,3,E07,M,00:05:01.40,0.977
1,3,E08,M,00:05:02.29,0.964
1,3,E09,M,00:05:03.18,1.092
1,3,E10,M,00:05:04.07,1.146
1,3,E11,M,00:05:04.96,1.129
1,3,E12,M,00:05:05.85,1.092
1,3,F01,M,00:05:09.18,1.089
1,3,F02,M,00:05:10.07,1.157
1,3,F03,M,00:05:10.96,1.181
1,3,F04,M,00:05:11.85,1.155
1,3,F05,M,00:05:12.74,1.119
1,3,F06,M,00:05:13.63,1.252
1,3,F07,M,00:05:14.51,1.287
1,3,F08,M,00:05:15.40,1.204
1,3,F09,M,00:05:16.29,1.040
1,3,F10,M,00:05:17.18,1.096
1,3,F11,M,00:05:18.07,1.012
1,3,F12,M,00:05:18.96,1.281
1,3,G01,M,00:05:22.29,1.200
1,3,G02,M,00:05:23.18,1.325
1,3,G03,M,00:05:24.07,1.105
1,3,G04,M,00:05:24.96,1.149
1,3,G05,M,00:05:25.85,1.146
1,3,G06,M,00:05:26.74,0.523
1,3,G07,M,00:05:27.63,0.491
1,3,G08,M,00:05:28.51,0.470
1,3,G09,M,00:05:29.40,0.466
1,3,G10,M,00:05:30.29,0.537
1,3,G11,M,00:05:31.18,0.495
1,3,G12,M,00:05:32.07,0.474
1,3,H01,M,00:05:35.40,0.035
1,3,H02,M,00:05:36.29,0.037
1,3,H03,M,00:05:37.18,0.037
