"count"
"genes_before_filtering" 31371
"genes_after_filtering" 18935
"genes_dropped" 12436
"DEGs_all-genes" 18935
"DEGs_all-genes-normal" 18935
"DEGs_all-genes-apeglm" 18935
"DEGs_all-genes-ashr" 18935
"DEG_unshrunken-p0.05_lfc1.5" 211
"DEG_normal-lfc1.5" 13
"DEG_apeglm-s0.005_lfc1.5" 138
"DEG_ashr-p0.05_lfc1.5" 89
