gene	padj	log2FoldChange	description
LOC105339624	1.45843858721408e-20	3.92504836098305	uncharacterized protein LOC105339624
LOC105348135	2.2501118006338e-06	3.65918949956071	uncharacterized protein LOC105348135
LOC117692755	2.73899846559522e-09	3.2523502263835	uncharacterized protein LOC117692755
LOC105321541	1.74062647994605e-17	3.1599694193965	uncharacterized protein LOC105321541
LOC105345266	1.03069373903169e-05	3.08409320222685	uncharacterized protein LOC105345266 isoform X2
LOC105330352	1.09124590553044e-14	3.01305166622951	uncharacterized protein LOC105330352
LOC117690570	0.00459033264669537	2.90510996597142	uncharacterized protein LOC117690570 isoform X2
LOC105322807	8.1037904813587e-12	2.58367512499111	uncharacterized protein LOC105322807
LOC117681741	9.41492551516865e-07	2.55292306094185	uncharacterized protein LOC117681741
LOC105322229	4.51973659902605e-05	2.52686948277338	uncharacterized protein LOC105322229
LOC105333327	2.22894364109853e-10	2.47718596273717	uncharacterized protein LOC105333327
LOC105347073	0.0146259109594917	2.44374684939967	uncharacterized protein LOC105347073
LOC105327678	1.16978314547346e-32	2.43643408071438	uncharacterized protein LOC105327678
LOC117693157	0.000496479226708793	2.3944018975829	uncharacterized protein LOC117693157
LOC105347604	2.23516144041474e-09	2.35730898228242	uncharacterized protein LOC105347604
LOC105330030	3.99533168590146e-05	2.34036014565168	uncharacterized protein LOC105330030
LOC105318474	4.12125317699527e-09	2.28390511689767	uncharacterized protein LOC105318474
LOC105344998	4.18952203226522e-06	2.23037288274815	uncharacterized protein LOC105344998 isoform X2
LOC117680957	0.0488621602163662	2.20055716385124	uncharacterized protein LOC117680957
LOC105332044	3.94726090216085e-08	2.16204922079134	uncharacterized protein LOC105332044 isoform X1
LOC105342525	1.46333262267818e-10	2.12509802475563	uncharacterized protein LOC105342525
LOC105342916	1.78119745601251e-05	2.08008668689899	uncharacterized protein LOC105342916
LOC105323139	7.35622999332126e-15	2.03489894127939	uncharacterized protein LOC105323139
LOC105332206	0.000163182534607189	2.03206195052343	uncharacterized protein LOC105332206
LOC117684713	9.14083128587896e-05	2.02256301632824	uncharacterized protein LOC117684713
LOC105327994	6.57934064048933e-21	2.01411107218563	uncharacterized protein LOC105327994
LOC105341671	6.01846838733887e-12	2.00574236735151	uncharacterized protein LOC105341671 isoform X2
LOC117690142	0.00112692535719089	1.83154441520577	uncharacterized protein LOC117690142
LOC105347399	0.0041788762540104	1.78640711033284	uncharacterized protein LOC105347399 isoform X2
LOC117681323	3.8248921743549e-05	1.78074545583631	uncharacterized protein LOC117681323 isoform X6
LOC105323849	0.00431061969577446	1.77300516444558	uncharacterized protein LOC105323849
LOC105326280	1.03167370848869e-05	1.76975490221489	uncharacterized protein LOC105326280
LOC105347606	0.000476099716534484	1.7258586733482	uncharacterized protein LOC105347606
LOC105328140	0.000937561023482262	1.7208631953986	uncharacterized protein LOC105328140
LOC105342216	9.2672888301861e-05	1.72061484865036	uncharacterized protein LOC105342216 isoform X2
LOC117693159	0.000920648875995171	1.69061998652439	uncharacterized protein LOC117693159 isoform X2
LOC117683174	0.000781418402505519	1.68590849178917	uncharacterized protein LOC117683174 isoform X2
LOC109617183	0.0277444783111003	1.66750900106289	uncharacterized protein LOC109617183 isoform X1
LOC117692984	3.92437163573711e-06	1.63466312693711	uncharacterized protein LOC117692984
LOC105325150	0.000225793937658122	1.62835987336571	uncharacterized protein LOC105325150
LOC117687358	0.00617725121975371	1.61644921192706	uncharacterized protein LOC117687358
LOC105326485	0.00415773918819192	1.60395813274594	uncharacterized protein LOC105326485
LOC117680547	0.013901387482625	1.53667232547379	uncharacterized protein LOC117680547
LOC105346430	2.15581200517254e-09	1.53281359848899	uncharacterized protein LOC105346430
LOC105336293	0.0117670177019449	1.52699484515855	uncharacterized protein LOC105336293
LOC105325133	0.00906045754548971	1.52089963563927	uncharacterized protein LOC105325133
LOC105335892	0.000309045112429518	-1.50226660068837	uncharacterized protein LOC105335892
LOC105330180	0.00433703998437289	-1.50260973382482	uncharacterized protein LOC105330180
LOC105347395	0.000121219039146407	-1.51422498834003	uncharacterized protein LOC105347395 isoform X1
LOC105331746	0.000758202590965711	-1.51487369102326	uncharacterized protein LOC105331746 isoform X2
LOC117682441	0.00281989534304971	-1.52206716604358	uncharacterized protein LOC117682441
LOC105343550	0.0044397234959736	-1.52312915423406	uncharacterized protein LOC105343550
