gene	padj	log2FoldChange	description
LOC117684652	0.032630674544021	-6.25815967829409	uncharacterized protein LOC117684652
LOC105325933	0.00303810794693239	-3.04966112071375	uncharacterized protein LOC105325933
LOC105317566	3.46384707259716e-05	-2.85428931780426	uncharacterized protein LOC105317566
LOC105329900	3.78687606781736e-05	-2.80481271575904	uncharacterized protein LOC105329900
LOC109617959	1.12441618599295e-06	-2.68812957089154	uncharacterized protein LOC109617959
LOC105336968	0.000382745057474871	-2.67910163156876	uncharacterized protein LOC105336968
LOC105347694	1.50762718810446e-05	-2.33811544114702	uncharacterized protein LOC105347694 isoform X1
LOC117692033	3.47915675817293e-05	-2.27049600777752	uncharacterized protein LOC117692033
LOC117683096	3.70364845750445e-05	-2.2091280974188	uncharacterized protein LOC117683096
LOC109618797	4.24201911880824e-05	-2.11742384347526	uncharacterized protein LOC109618797
LOC105320279	0.000722094301943443	-2.1070716062539	uncharacterized protein LOC105320279
LOC105332040	0.00217350260827292	-2.07396832515586	uncharacterized protein LOC105332040
LOC105331499	0.00154013056980539	-2.03365588619533	uncharacterized protein LOC105331499
LOC117688166	2.22808219162549e-07	-2.03079567274055	uncharacterized protein LOC117688166
LOC105342736	0.000150686869062053	-1.97261281933074	uncharacterized protein LOC105342736
LOC109619292	0.00141949620370587	-1.95597375380106	uncharacterized protein LOC109619292
LOC105329555	1.81262433591049e-05	-1.9328596955497	uncharacterized protein LOC105329555 isoform X2
LOC105335467	1.9484465639916e-06	-1.92374054607952	uncharacterized protein LOC105335467
LOC117688632	0.000150686869062053	-1.92246702438268	uncharacterized protein LOC117688632
LOC105334358	0.000631637957640889	-1.90545756142696	uncharacterized protein LOC105334358
LOC105345161	0.000616666699449421	-1.90372962460745	uncharacterized protein LOC105345161
LOC105334430	0.000287160822020728	-1.90326073105724	uncharacterized protein LOC105334430
LOC105331847	0.000806221193906866	-1.89389444727527	uncharacterized protein LOC105331847
LOC105347599	0.000207530913934	-1.88857669637861	uncharacterized protein LOC105347599 isoform X2
LOC105331626	0.000396839099531187	-1.88209206869137	uncharacterized protein LOC105331626
LOC105319358	0.000467191260918381	-1.88158873685975	uncharacterized protein LOC105319358
LOC117689934	0.000456899347838689	-1.84548361511189	uncharacterized protein LOC117689934
LOC105318544	0.000539899638209816	-1.83511031687422	uncharacterized protein LOC105318544
LOC105348507	0.00215274807801712	-1.82348384841756	uncharacterized protein LOC105348507 isoform X2
LOC105347336	0.00338254552867895	-1.82261511891372	uncharacterized protein LOC105347336 isoform X2
LOC105344865	0.00236640289351336	-1.8203959284531	uncharacterized protein PB18E9.04c isoform X2
LOC105329504	0.000245341099025191	-1.81405164495036	uncharacterized protein LOC105329504 isoform X1
LOC105325074	0.00271346459576664	-1.81403027857276	uncharacterized protein LOC105325074
LOC109617426	0.000643276569516224	-1.8095555131021	uncharacterized protein LOC109617426 isoform X1
