gene	padj	log2FoldChange	description
LOC105337955	2.52445314586127e-05	-1.80135543095242	uncharacterized protein LOC105337955 isoform X1
LOC117690779	0.000461830931159039	-1.80081899217298	uncharacterized protein LOC117690779 isoform X2
LOC105328884	2.64293118213522e-08	-1.78536461412823	uncharacterized protein LOC105328884
LOC117689722	0.00981871513790634	-1.78034885747	uncharacterized protein LOC117689722
LOC109617461	0.00421886339093145	-1.77703876686452	uncharacterized protein LOC109617461
LOC105336290	0.0154077442761224	-1.77478468800937	uncharacterized protein LOC105336290
LOC105340798	0.00255309327828479	-1.77165213270721	uncharacterized protein LOC105340798 isoform X1
LOC105348256	0.000633889057786014	-1.77111967737424	uncharacterized protein LOC105348256 isoform X2
LOC117687308	0.00355432003345097	-1.77071936260172	uncharacterized protein LOC117687308
LOC105329232	0.0139590062661527	-1.76185915311067	uncharacterized protein LOC105329232
LOC105328160	0.000549573529560873	-1.76073738536879	uncharacterized protein LOC105328160
LOC117683090	0.00386728536875927	-1.7516214036633	uncharacterized protein LOC117683090
LOC117686204	0.0023376767677893	-1.74242679263453	uncharacterized protein LOC117686204 isoform X1
LOC105323120	4.90795957891274e-05	-1.73881194135717	uncharacterized protein LOC105323120 isoform X1
LOC105336009	0.000204766703202499	-1.72187724537162	uncharacterized protein LOC105336009
LOC109619795	0.000116784557181549	-1.70173733342344	uncharacterized protein LOC109619795
LOC117689494	0.000269050008208781	-1.69832108355956	uncharacterized protein LOC117689494
LOC105344468	0.000485014295929663	-1.69222837785792	uncharacterized protein LOC105344468
LOC109620194	7.92703177398324e-05	-1.69160412100896	uncharacterized protein LOC109620194
LOC105332241	0.000909174104641744	-1.6806594812578	uncharacterized protein LOC105332241 isoform X1
LOC105331120	0.00353365361849347	-1.67901229617865	uncharacterized protein LOC105331120
LOC105331104	0.00817839242688075	-1.67596163595947	uncharacterized protein LOC105331104
LOC105345901	0.00263880470017774	-1.66240634977538	uncharacterized protein LOC105345901
LOC105327929	0.00248739953609054	-1.65607868356592	uncharacterized protein LOC105327929 isoform X1
LOC117683436	0.00120773800135118	-1.65587631839639	uncharacterized protein YqhO-like
LOC105319836	0.000735353585743556	-1.64757146926685	uncharacterized protein LOC105319836
LOC105325643	0.00182184587482896	-1.6429598156984	uncharacterized protein LOC105325643
LOC105342884	0.00206655122079409	-1.64266460433385	uncharacterized protein LOC105342884 isoform X4
LOC105338091	0.00204461950937861	-1.63849803302358	uncharacterized protein LOC105338091
LOC105329275	0.00905484913461407	-1.62499226190097	uncharacterized protein LOC105329275
LOC117687771	0.00129373297275221	-1.61701552686708	uncharacterized protein LOC117687771
LOC109619728	0.00292956348051241	-1.61694074568259	uncharacterized protein LOC109619728 isoform X1
LOC105336018	0.00913583230169564	-1.61672049675871	uncharacterized protein LOC105336018 isoform X1
LOC105321360	9.41490097776597e-06	-1.61271747374397	uncharacterized protein LOC105321360
LOC105346315	0.00607643488803761	-1.61228739681581	uncharacterized protein LOC105346315
LOC105327040	0.000788933626239276	-1.61014191757192	uncharacterized protein LOC105327040 isoform X2
LOC109620120	2.65921981102945e-05	-1.60381009308458	uncharacterized protein LOC109620120 isoform X1
LOC105345744	0.0169390034825212	-1.59804796940166	uncharacterized protein LOC105345744 isoform X1
LOC117686053	0.000699630769668097	-1.58938443777264	uncharacterized protein LOC117686053
LOC105322213	0.000642496370871718	-1.58309434746985	uncharacterized protein LOC105322213
LOC105334577	0.00314772116291995	-1.57648429015132	uncharacterized protein LOC105334577
LOC117690689	0.0246710506711851	-1.56768748181099	uncharacterized protein LOC117690689 isoform X1
LOC105317187	0.000788933626239276	-1.56649283800036	uncharacterized protein LOC105317187
LOC117684348	0.0149322671974503	-1.56621634067847	uncharacterized protein LOC117684348
LOC105342568	0.00248096959514069	-1.56127571941645	uncharacterized protein LOC105342568
LOC105332503	0.00135325628921207	-1.55978711301636	uncharacterized metal-dependent hydrolase HI_0454-like
LOC117689908	0.00104448904826783	-1.55521482757027	uncharacterized protein LOC117689908
LOC105319430	0.00313537799940174	-1.55462380874461	uncharacterized protein LOC105319430
LOC105344332	0.00090054153049351	-1.55456344477528	uncharacterized protein LOC105344332 isoform X1
LOC105324891	0.0032650757709715	-1.54924118932641	uncharacterized protein LOC105324891
LOC105334331	0.000497557327758369	-1.5279074252314	uncharacterized protein LOC105334331
LOC117686996	0.00119710884680493	-1.52392580769105	uncharacterized protein LOC117686996 isoform X1
LOC105343550	0.0044397234959736	-1.52312915423406	uncharacterized protein LOC105343550
LOC117682441	0.00281989534304971	-1.52206716604358	uncharacterized protein LOC117682441
LOC105331746	0.000758202590965711	-1.51487369102326	uncharacterized protein LOC105331746 isoform X2
LOC105347395	0.000121219039146407	-1.51422498834003	uncharacterized protein LOC105347395 isoform X1
LOC105330180	0.00433703998437289	-1.50260973382482	uncharacterized protein LOC105330180
LOC105335892	0.000309045112429518	-1.50226660068837	uncharacterized protein LOC105335892
LOC105331171	0.0048548108774539	-1.49840863991818	uncharacterized protein LOC105331171
LOC105329157	0.00747284432554137	-1.49215248675359	uncharacterized protein LOC105329157 isoform X2
LOC105335088	0.00131333773952351	-1.49188356388319	uncharacterized protein LOC105335088
LOC105334019	0.00151545689064931	-1.48469624252777	uncharacterized protein LOC105334019
LOC117689120	0.00657427599244577	-1.48346128550691	uncharacterized protein LOC117689120
LOC105333169	0.0152868591314476	-1.48314565256933	uncharacterized protein LOC105333169
LOC105321796	0.02390418408583	-1.4819909392138	uncharacterized protein LOC105321796
LOC105332861	0.00681740116610786	-1.47851170132726	uncharacterized protein LOC105332861
LOC105343996	0.00823530431714644	-1.47232055971288	uncharacterized protein LOC105343996
LOC105328846	0.0154413576493175	-1.472126207828	uncharacterized protein LOC105328846
LOC105340624	0.000136173765606945	-1.46940567252465	uncharacterized protein LOC105340624
LOC105335352	0.00263169285934132	-1.46504737558445	uncharacterized protein LOC105335352
LOC105336567	1.39807803257622e-05	-1.45492826054912	uncharacterized protein LOC105336567 isoform X1
LOC105326286	0.00485368945540227	-1.43843786325849	uncharacterized protein LOC105326286
LOC117682529	0.00287307165390092	-1.43814610957956	uncharacterized protein LOC117682529 isoform X1
LOC105327595	0.00827956974452127	-1.43705352939922	uncharacterized protein LOC105327595 isoform X1
LOC117692787	0.00747284432554137	-1.43701302589254	uncharacterized protein LOC117692787
LOC117691527	7.92703177398324e-05	-1.43481363441416	uncharacterized protein LOC117691527 isoform X1
LOC105333030	0.00558335396077229	-1.42729590755443	uncharacterized protein LOC105333030
LOC105324010	0.00129373297275221	-1.42504788759463	uncharacterized protein LOC105324010
LOC105329740	0.000579069296720123	-1.424725507698	uncharacterized protein LOC105329740 isoform X3
LOC105318096	0.0030058065576858	-1.42451006371678	uncharacterized protein LOC105318096
LOC105334384	0.00049208162936484	-1.42393257241679	uncharacterized protein LOC105334384
LOC105324757	0.0140012647315593	-1.42270518906842	uncharacterized protein LOC105324757
LOC105339984	0.00156326930230924	-1.42148184368528	uncharacterized protein LOC105339984 isoform X2
LOC105348359	6.06996145688954e-05	-1.42006376269748	uncharacterized protein LOC105348359
LOC105338646	0.00216613117951064	-1.41990292265686	uncharacterized protein LOC105338646
LOC105326537	9.4088599339683e-05	-1.41527629709697	uncharacterized protein LOC105326537
LOC117685157	0.0178883556085891	-1.41400677127679	uncharacterized protein LOC117685157
LOC105339460	0.000504111868225289	-1.4101675985551	uncharacterized protein LOC105339460 isoform X1
LOC117691137	0.000643276569516224	-1.40945099402705	uncharacterized protein LOC117691137
LOC117681269	0.0127999069997106	-1.40939370190512	uncharacterized protein LOC117681269
LOC105347089	3.92222783145672e-08	-1.40937553074819	uncharacterized protein LOC105347089
LOC105333847	0.00615485449431386	-1.40824960449946	uncharacterized protein LOC105333847
LOC105344666	0.00294381333450815	-1.40772151336109	uncharacterized protein LOC105344666
LOC105334016	0.00471172582332537	-1.40593525252296	uncharacterized protein LOC105334016
LOC105333197	0.00182980919161778	-1.40497592247694	uncharacterized protein LOC105333197
LOC105318954	0.000140640811997062	-1.39568775471295	uncharacterized protein LOC105318954 isoform X1
LOC105343045	0.00124455041320301	-1.39474865372334	uncharacterized protein LOC105343045
LOC117685114	0.00428443038044239	-1.39230234311958	uncharacterized protein LOC117685114 isoform X1
LOC117691714	0.00246328230333192	-1.3792786402779	uncharacterized protein LOC117691714
LOC105332663	0.000115587521794804	-1.37767492578786	uncharacterized protein LOC105332663
LOC105319775	0.000142260499246203	-1.37690540841214	uncharacterized protein LOC105319775
LOC105344467	0.00899880804346954	-1.37588070816591	uncharacterized protein LOC105344467 isoform X3
LOC105326720	0.00346983239571839	-1.37408896609772	uncharacterized protein LOC105326720 isoform X2
LOC109618217	0.00313537799940174	-1.36648382043471	uncharacterized protein LOC109618217 isoform X1
LOC105317649	0.00116698055421926	-1.3645270639003	uncharacterized protein LOC105317649
LOC105317327	0.00561244507282837	-1.36102241393376	uncharacterized protein LOC105317327
LOC105322828	0.000949777972203594	-1.3578356437147	uncharacterized protein LOC105322828
LOC109620164	0.00224746484872031	-1.35617748826662	uncharacterized protein LOC109620164 isoform X2
LOC105333889	0.00373944539216623	-1.35153710282343	uncharacterized protein LOC105333889
LOC117686612	0.00653362677332031	-1.34750934646849	uncharacterized protein LOC117686612
LOC105339521	0.00288797498317115	-1.34468424490506	uncharacterized protein LOC105339521 isoform X2
LOC117683860	0.00684720796950804	-1.34262184100424	uncharacterized protein LOC117683860
LOC117681669	0.00187170675764209	-1.34125609192962	uncharacterized protein LOC117681669 isoform X2
LOC105334746	0.0063090975268106	-1.33597201570736	uncharacterized protein LOC105334746
LOC117689443	0.0101270122463493	-1.3280781498624	uncharacterized protein LOC117689443
LOC105320732	0.00135325628921207	-1.32497842721047	uncharacterized protein LOC105320732 isoform X1
LOC117684247	0.00120136185727743	-1.32496146280333	uncharacterized protein LOC117684247
LOC105320794	0.00544694381049393	-1.32453351389671	uncharacterized protein LOC105320794
LOC117681356	0.0142385925600696	-1.32223471684442	uncharacterized protein LOC117681356
LOC105335890	0.00107818494077991	-1.32060765272255	uncharacterized protein LOC105335890
LOC105327497	0.00680064674636901	-1.31969285911296	uncharacterized protein LOC105327497
LOC117681729	0.0109789016997199	-1.31782855323122	uncharacterized protein LOC117681729 isoform X2
LOC117682702	0.000124954481866306	-1.31731808140452	uncharacterized protein LOC117682702 isoform X2
LOC105321698	0.0034797937313986	-1.31195893057802	uncharacterized protein LOC105321698 isoform X1
LOC117691871	0.0120878888165412	-1.30408820618889	uncharacterized protein LOC117691871 isoform X2
LOC117686255	0.00827956974452127	-1.30385396803248	uncharacterized protein LOC117686255
LOC105343622	0.0104529437295591	-1.29939058689338	uncharacterized protein DDB_G0272530-like isoform X3
LOC105342434	0.0038842382288626	-1.297189179075	uncharacterized protein LOC105342434 isoform X1
LOC117684302	0.0115706719240945	-1.29673135864847	uncharacterized protein LOC117684302
LOC117681664	0.00351604055054612	-1.29618396548328	uncharacterized protein LOC117681664
LOC105336142	0.00272024456925498	-1.29534897372208	uncharacterized protein LOC105336142
LOC105339718	0.0052962293885471	-1.2891009899899	uncharacterized protein LOC105339718 isoform X1
LOC105325754	0.000703988843382015	-1.28754897150242	uncharacterized protein LOC105325754
LOC117692296	0.0010429408051204	-1.28736744086848	uncharacterized protein LOC117692296
LOC117683698	0.000345421999467654	-1.28405615123442	uncharacterized protein LOC117683698
LOC105332452	0.00457814781214109	-1.28041706836549	uncharacterized protein LOC105332452
LOC117691008	0.000255970888498895	-1.27482810717366	uncharacterized protein LOC117691008
LOC117688069	0.0123844887922918	-1.27204032609118	uncharacterized protein LOC117688069 isoform X1
LOC105330259	0.00607005379417207	-1.27039313554875	uncharacterized protein LOC105330259 isoform X2
LOC105337626	0.00120446291661943	-1.26968360210076	uncharacterized protein LOC105337626 isoform X1
LOC105332411	0.0164909051327364	-1.2691912105962	uncharacterized protein LOC105332411
LOC105342433	0.0110066607713961	-1.26847862414977	uncharacterized protein LOC105342433
LOC109619616	0.00182980919161778	-1.2612319284998	uncharacterized protein LOC109619616
LOC105343512	0.0101250458696097	-1.25716411290934	uncharacterized protein LOC105343512 isoform X2
LOC117688811	0.0294906216365599	-1.25700641708364	uncharacterized protein LOC117688811
LOC105323222	0.0129799526757339	-1.25587362432061	uncharacterized protein LOC105323222
LOC105331193	0.000405545010398089	-1.25528937149805	uncharacterized protein LOC105331193
LOC105347480	0.0242311072340733	-1.25513730776581	uncharacterized protein LOC105347480
LOC117682810	0.000307866295405377	-1.25095686954522	uncharacterized protein LOC117682810 isoform X1
LOC105341878	0.000667807501987064	-1.24638357939522	uncharacterized protein LOC105341878
LOC105347489	0.00203082845533296	-1.24624550238833	uncharacterized protein LOC105347489
LOC117683668	0.00409368926002418	-1.24591574945224	uncharacterized protein LOC117683668
LOC105339621	0.00263494627437948	-1.24180531656457	uncharacterized protein LOC105339621
LOC105329556	0.00647062232706958	-1.23885350583704	uncharacterized protein LOC105329556
LOC105336846	0.00911764108673297	-1.23876634404773	uncharacterized protein LOC105336846 isoform X4
LOC105334072	0.0189733384231457	-1.23808901772449	uncharacterized protein LOC105334072
LOC117684273	0.0137668960195144	-1.23757986576008	uncharacterized protein LOC117684273 isoform X3
LOC105332277	0.00524081830198873	-1.23027571675456	uncharacterized protein LOC105332277 isoform X1
LOC117690759	0.000439260906990929	-1.22587199782203	uncharacterized protein LOC117690759
LOC105330613	0.0097869430772818	-1.22408315536521	uncharacterized protein LOC105330613 isoform X2
LOC105331205	0.0165977236026406	-1.2208624712096	uncharacterized protein LOC105331205
LOC117680527	0.00609664144736303	-1.22041785330077	uncharacterized protein LOC117680527 isoform X1
LOC105346612	1.72605738718028e-05	-1.21694414935999	uncharacterized protein LOC105346612 isoform X1
LOC117680576	0.0063052905819985	-1.2148110475233	uncharacterized protein LOC117680576
LOC105325208	0.0174766493689678	-1.21310308643409	uncharacterized protein LOC105325208 isoform X1
LOC117684349	0.0111938389404607	-1.21060256370524	uncharacterized protein LOC117684349
LOC105328828	0.00420901460020584	-1.21006202225549	uncharacterized protein LOC105328828
LOC117682542	0.027844740259517	-1.20870697202858	uncharacterized protein LOC117682542 isoform X1
LOC117688245	0.0323373438284732	-1.20557694669146	uncharacterized protein LOC117688245
LOC117682635	0.000364428809718271	-1.20526086057273	uncharacterized protein LOC117682635
LOC105322241	0.00381430024653769	-1.2046883421904	uncharacterized protein LOC105322241
LOC105319717	0.00333498256465687	-1.20421145121638	uncharacterized protein LOC105319717
LOC105330372	0.0161128567424463	-1.20390818830066	uncharacterized protein LOC105330372
LOC105344537	0.0045852422506126	-1.20359657313263	uncharacterized protein LOC105344537
LOC105317522	0.026223950066942	-1.20325022599768	uncharacterized protein LOC105317522
LOC105329078	0.00458526341855139	-1.20261148094998	uncharacterized protein LOC105329078 isoform X3
LOC105321578	0.0168797691673344	-1.19818611265394	uncharacterized protein LOC105321578
LOC117684917	0.00121733287252974	-1.19561184485685	uncharacterized protein LOC117684917
LOC105339099	0.00123434100188997	-1.19553904736451	uncharacterized protein LOC105339099 isoform X2
LOC105326810	0.00895007234011541	-1.19113465007916	uncharacterized protein LOC105326810 isoform X2
LOC105345521	0.00284009091186244	-1.18959429542291	uncharacterized protein LOC105345521 isoform X22
LOC105326360	0.00756185495566173	-1.18799486973248	uncharacterized protein LOC105326360
LOC105324921	0.00707585983537867	-1.18528175505891	uncharacterized protein LOC105324921 isoform X2
LOC117682674	0.0232364267104421	-1.18328059541452	uncharacterized protein LOC117682674
LOC105346258	0.00255010255245014	-1.18301058951175	uncharacterized protein LOC105346258
LOC105334258	0.0169159967475989	-1.18276954446457	uncharacterized protein LOC105334258
LOC105346510	0.0296093583454743	-1.18218019600581	uncharacterized protein LOC105346510
LOC117682376	0.00910948165731245	-1.17274683736723	uncharacterized protein LOC117682376
LOC105345644	0.0201145044468236	-1.17200397829181	uncharacterized protein LOC105345644
LOC117690414	0.0105218282596982	-1.17195441084498	uncharacterized protein LOC117690414
LOC105325054	0.020536809928739	-1.171027382684	uncharacterized protein LOC105325054
LOC105335371	0.0101250458696097	-1.16846833909516	uncharacterized protein LOC105335371 isoform X1
LOC105321463	0.00734488610535634	-1.16425660072228	uncharacterized protein LOC105321463
LOC117690337	0.0226798404090086	-1.16176167830573	uncharacterized protein LOC117690337 isoform X1
LOC105328755	0.0171612257490906	-1.15805587243638	uncharacterized protein LOC105328755 isoform X2
LOC105326393	0.00675385273104749	-1.15763150349508	uncharacterized protein LOC105326393
LOC105325827	0.000954364379831379	-1.15662524855813	uncharacterized protein LOC105325827 isoform X1
LOC105318153	0.00498953790441624	-1.1565417951102	uncharacterized protein LOC105318153
LOC105327213	0.00274215282143596	-1.15581753778758	uncharacterized protein LOC105327213 isoform X1
LOC105335460	0.0214157480196288	-1.15515402874848	uncharacterized protein LOC105335460
LOC105334176	0.0121225629330069	-1.15514595596523	uncharacterized protein LOC105334176 isoform X1
LOC105347349	0.0047295619180633	-1.15360447754638	uncharacterized protein LOC105347349
LOC105333217	0.000746080410488547	-1.15345640385904	uncharacterized protein LOC105333217 isoform X1
LOC105340476	0.0095763473388118	-1.15210054149618	uncharacterized protein LOC105340476
LOC117686064	0.00256700071218515	-1.15196770716285	uncharacterized protein LOC117686064 isoform X1
LOC117687045	0.00174360956478317	-1.14599717035343	uncharacterized protein LOC117687045 isoform X1
LOC105319082	0.000511282899869579	-1.14599500799969	uncharacterized protein LOC105319082 isoform X1
LOC117693021	0.00939322975100185	-1.14491833863032	uncharacterized protein LOC117693021
LOC117681965	0.00161142931550631	-1.14467331631513	uncharacterized protein LOC117681965
LOC105349164	0.0218432560933986	-1.14195876212343	uncharacterized protein LOC105349164
LOC105327324	0.000454662263631103	-1.14028177790698	uncharacterized protein LOC105327324
LOC117682448	0.0183286319602578	-1.1370028732353	uncharacterized protein LOC117682448
LOC105336753	0.00226384405340751	-1.13436379991382	uncharacterized protein LOC105336753
LOC105324754	0.011625912959906	-1.13166131329187	uncharacterized protein LOC105324754 isoform X2
LOC105341180	0.0214157480196288	-1.1295288363452	uncharacterized protein LOC105341180
LOC105338147	0.00399214431020225	-1.12900079943841	uncharacterized protein LOC105338147 isoform X1
LOC105346348	0.00124906401241645	-1.1278559393322	uncharacterized protein LOC105346348
LOC105339720	0.0138234806059668	-1.12736412694297	uncharacterized protein LOC105339720
LOC105325622	0.0224017090622843	-1.1264551973478	uncharacterized protein LOC105325622
LOC105318003	0.000110734765932638	-1.12431854328223	uncharacterized protein LOC105318003
LOC117692046	0.0138572788964476	-1.11816781512669	uncharacterized protein LOC117692046
LOC109617903	0.0162768491147111	-1.11450054962187	uncharacterized protein LOC109617903
LOC117682548	0.00980827308023153	-1.1118686289576	uncharacterized protein LOC117682548 isoform X1
LOC117687330	0.0204042165258548	-1.11094514248977	uncharacterized protein LOC117687330
LOC105318521	0.00608007863129943	-1.11086861463253	uncharacterized protein LOC105318521
LOC105319869	0.0104285798407867	-1.11085656981396	uncharacterized protein LOC105319869
LOC105317311	0.018098393928775	-1.1058568379776	uncharacterized protein LOC105317311
LOC109620490	0.00899813004916855	-1.10350923064194	uncharacterized protein LOC109620490
LOC117692140	0.00869684574347292	-1.10235207862321	uncharacterized protein LOC117692140
LOC105325734	0.00895705152150457	-1.09905495926226	uncharacterized protein LOC105325734
LOC105348818	0.0246710506711851	-1.09874965845157	uncharacterized protein LOC105348818 isoform X2
LOC105328355	0.018098393928775	-1.09690253603656	uncharacterized protein LOC105328355
LOC105319064	0.0110289603220697	-1.09513175899698	uncharacterized protein LOC105319064 isoform X1
LOC117681606	0.0180166665013366	-1.09135248095527	uncharacterized protein LOC117681606
LOC105324128	0.00299998415460076	-1.09131090015808	uncharacterized protein LOC105324128
LOC105334632	0.0106219529164827	-1.08907022102263	uncharacterized protein LOC105334632
LOC105320383	0.0118639002267527	-1.08804267149982	uncharacterized protein LOC105320383
LOC117680408	0.00538000197134223	-1.08431636150609	uncharacterized protein LOC117680408
LOC105326325	0.00819289055779124	-1.08377603762313	uncharacterized protein LOC105326325
LOC105322694	0.009513329818631	-1.0797012910988	uncharacterized protein LOC105322694
LOC117683784	0.0397259015760248	-1.07915908896236	uncharacterized protein LOC117683784
LOC117685437	0.0108862798499152	-1.07672199055132	uncharacterized protein LOC117685437
LOC105347768	0.00150200796971282	-1.07234817682384	uncharacterized protein LOC105347768 isoform X1
LOC105320680	0.00566684862480678	-1.0719162829114	uncharacterized protein LOC105320680
LOC117685909	0.0132078173918906	-1.07077266464804	uncharacterized protein LOC117685909 isoform X1
LOC105323155	1.87246861782928e-08	-1.06794073112479	uncharacterized protein LOC105323155 isoform X2
LOC105328040	0.00521948638580661	-1.06658035466988	uncharacterized protein LOC105328040 isoform X1
LOC117691051	0.027076201457366	-1.06584627951555	uncharacterized protein LOC117691051
LOC105341899	0.00214457258855891	-1.06402046528102	uncharacterized protein LOC105341899
LOC117680999	0.0346007653199577	-1.06286968722542	uncharacterized protein LOC117680999
LOC117681614	0.00702863263357789	-1.06240702398096	uncharacterized protein LOC117681614
LOC105317450	0.00613857478945812	-1.06143273201578	uncharacterized protein LOC105317450
LOC105328153	0.0165895739602101	-1.06070136221592	uncharacterized protein LOC105328153
LOC117684756	0.0125240316517844	-1.06049967018046	uncharacterized protein LOC117684756
LOC105323027	0.00157674359363085	-1.05898586620203	uncharacterized protein LOC105323027 isoform X2
LOC117688367	0.00806599613232953	-1.05737626497613	uncharacterized protein LOC117688367
LOC117684663	0.00897941564319367	-1.05637966534361	uncharacterized protein LOC117684663
LOC105321794	0.0303154301074271	-1.05583521310028	uncharacterized protein LOC105321794
LOC105331200	0.0021478996624456	-1.05469170206933	uncharacterized protein LOC105331200
LOC117686836	0.00412828960240937	-1.05282741925755	uncharacterized protein LOC117686836 isoform X1
LOC117685364	0.0242925951288025	-1.05043760169389	uncharacterized protein LOC117685364 isoform X1
LOC105326987	0.0117808430093564	-1.04914696620408	uncharacterized protein LOC105326987
LOC105326090	0.0170179599260539	-1.04835009979298	uncharacterized protein LOC105326090 isoform X1
LOC117684859	0.0129173931296839	-1.04468666543931	uncharacterized protein LOC117684859
LOC105322901	0.0183513010555239	-1.04451713396236	uncharacterized protein LOC105322901
LOC117691850	0.00459162380883696	-1.03845928687379	uncharacterized protein LOC117691850
LOC109617702	0.0323202911495137	-1.03765633441099	uncharacterized protein LOC109617702
LOC105337062	0.000775609364361973	-1.03700049602705	uncharacterized protein LOC105337062 isoform X3
LOC117689317	0.0146972694437251	-1.03668566118619	uncharacterized protein LOC117689317 isoform X1
LOC105343589	0.0383578697628784	-1.0333030692012	uncharacterized protein LOC105343589 isoform X1
LOC105330377	0.0208243796737696	-1.03179076781659	uncharacterized protein LOC105330377 isoform X2
LOC105322292	0.000531928334353783	-1.02852015068048	uncharacterized protein LOC105322292
LOC105336849	0.0238053189189953	-1.02803165550229	uncharacterized protein LOC105336849 isoform X1
LOC105326467	0.0097013389822144	-1.02675395137084	uncharacterized protein LOC105326467 isoform X1
LOC105333801	0.00459033264669537	-1.02502080707404	uncharacterized protein LOC105333801
LOC117683909	0.0277690388487457	-1.021136649686	uncharacterized protein LOC117683909
LOC105320548	0.0212766998813313	-1.02031388182237	uncharacterized protein LOC105320548 isoform X2
LOC105317645	0.020835133649289	-1.01942765183444	uncharacterized protein LOC105317645 isoform X2
LOC109619146	0.037378602633096	-1.01729502912269	uncharacterized protein LOC109619146
LOC105320876	0.0187785968798912	-1.01685228105985	uncharacterized protein LOC105320876 isoform X2
LOC105335041	0.0174995025423377	-1.01408206235134	uncharacterized protein LOC105335041
LOC105323021	0.000330037932959629	-1.01368764882363	uncharacterized protein LOC105323021 isoform X1
LOC105345560	0.0206892287600361	-1.01241072283861	uncharacterized protein LOC105345560 isoform X2
LOC105337531	0.00790160313043169	-1.01039372926998	uncharacterized protein LOC105337531 isoform X1
LOC105330825	0.0136956697779686	-1.00947097486336	uncharacterized protein LOC105330825
LOC105323756	0.00434083203043732	-1.00835952399552	uncharacterized protein LOC105323756
LOC105319391	0.00703856784405438	-1.00639606896493	uncharacterized protein LOC105319391
LOC117691849	0.0077705756211528	-1.00636360945977	uncharacterized protein LOC117691849
LOC105347709	0.0292670333305775	-1.00620778347341	uncharacterized protein LOC105347709
LOC105341886	0.00124906401241645	-1.00259650073281	uncharacterized protein LOC105341886
LOC105321772	0.00615485449431386	-1.0021156877982	uncharacterized protein LOC105321772
LOC117690755	0.0257343588978218	-1.00146391234749	uncharacterized protein LOC117690755
LOC109620875	0.0117428847210916	-1.00112572068654	uncharacterized protein LOC109620875
LOC105324653	0.0033773340063639	-0.999518407316477	uncharacterized protein LOC105324653 isoform X2
LOC105327363	0.0237845443407415	-0.996669049742961	uncharacterized protein LOC105327363 isoform X1
LOC117692053	0.0171675202242516	-0.993704041525526	uncharacterized protein LOC117692053
LOC105321883	0.000580051237916978	-0.991693310034826	uncharacterized protein LOC105321883
LOC117684752	0.0268415048638055	-0.989619978084401	uncharacterized protein LOC117684752 isoform X1
