num,year,month,day,hour,minute,trt,combo,temp,sal,pH
394,2021,6,15,17,30,acclimation,7_30_17,19,29.3,8.16
395,2021,6,15,17,40,acclimation,7_30_17,19,29.3,8.15
396,2021,6,15,17,50,acclimation,7_30_17,18.4,29.3,8.16
397,2021,6,15,18,0,acclimation,7_30_18,18.4,29.3,8.16
398,2021,6,15,18,10,acclimation,7_30_18,18.3,29.3,8.16
399,2021,6,15,18,20,acclimation,7_30_18,18.3,29.3,8.15
400,2021,6,15,18,30,acclimation,7_30_18,18.1,29.3,8.16
401,2021,6,15,18,40,acclimation,7_30_18,18.2,29.4,8.17
402,2021,6,15,18,50,acclimation,7_30_18,18.5,29.4,8.17
403,2021,6,15,19,0,acclimation,7_30_19,18.1,29.5,8.17
404,2021,6,15,19,10,acclimation,7_30_19,17.9,29.5,8.17
405,2021,6,15,19,20,acclimation,7_30_19,18,29.6,8.16
406,2021,6,15,19,30,acclimation,7_30_19,18.2,29.6,8.17
407,2021,6,15,19,40,acclimation,7_30_19,18.2,29.6,8.17
408,2021,6,15,19,50,acclimation,7_30_19,18,29.5,8.17
409,2021,6,15,20,0,acclimation,7_30_20,17.8,29.6,8.17
410,2021,6,15,20,10,acclimation,7_30_20,17.8,29.7,8.18
411,2021,6,15,20,20,acclimation,7_30_20,18.1,29.8,8.17
412,2021,6,15,20,30,acclimation,7_30_20,17.7,29.8,8.17
413,2021,6,15,20,40,acclimation,7_30_20,17.7,29.8,8.18
414,2021,6,15,20,50,acclimation,7_30_20,17.9,29.9,8.17
415,2021,6,15,21,0,acclimation,7_30_21,17.7,30,8.17
416,2021,6,15,21,10,acclimation,7_30_21,17.6,29.9,8.18
417,2021,6,15,21,20,acclimation,7_30_21,17.7,29.9,8.17
418,2021,6,15,21,30,acclimation,7_30_21,17.5,29.9,8.17
419,2021,6,15,21,40,acclimation,7_30_21,17.3,29.9,8.17
420,2021,6,15,21,50,acclimation,7_30_21,17.8,30,8.18
421,2021,6,15,22,0,acclimation,7_30_22,17.7,30,8.18
422,2021,6,15,22,10,acclimation,7_30_22,17.9,30.1,8.16
423,2021,6,15,22,20,acclimation,7_30_22,17.9,30,8.18
424,2021,6,15,22,30,acclimation,7_30_22,17.6,30,8.17
425,2021,6,15,22,40,acclimation,7_30_22,17.2,30,8.19
426,2021,6,15,22,50,acclimation,7_30_22,17.4,30.1,8.19
427,2021,6,15,23,0,acclimation,7_30_23,17.2,30.1,8.18
428,2021,6,15,23,10,acclimation,7_30_23,17.5,30.2,8.17
429,2021,6,15,23,20,acclimation,7_30_23,17.5,30.2,8.18
430,2021,6,15,23,30,acclimation,7_30_23,17.7,30.2,8.18
431,2021,6,15,23,40,acclimation,7_30_23,18.2,30.2,8.18
432,2021,6,15,23,50,acclimation,7_30_23,17.9,30.2,8.18
433,2021,6,16,0,0,acclimation,7_31_0,17.5,30.2,8.18
434,2021,6,16,0,10,acclimation,7_31_0,17.8,30.2,8.18
435,2021,6,16,0,20,acclimation,7_31_0,17.5,30.1,8.19
436,2021,6,16,0,30,acclimation,7_31_0,17.8,30,8.17
437,2021,6,16,0,40,acclimation,7_31_0,17.9,30,8.19
438,2021,6,16,0,50,acclimation,7_31_0,17.2,30,8.18
439,2021,6,16,1,0,acclimation,7_31_1,17.4,30.1,8.18
440,2021,6,16,1,10,acclimation,7_31_1,17.5,30.1,8.2
441,2021,6,16,1,20,acclimation,7_31_1,17.2,30,8.19
442,2021,6,16,1,30,acclimation,7_31_1,17.4,30.1,8.2
443,2021,6,16,1,40,acclimation,7_31_1,17.9,30.1,8.19
444,2021,6,16,1,50,acclimation,7_31_1,17.7,30.2,8.18
445,2021,6,16,2,0,acclimation,7_31_2,17.6,30.2,8.19
446,2021,6,16,2,10,acclimation,7_31_2,18.2,30.3,8.19
447,2021,6,16,2,20,acclimation,7_31_2,18,30.4,8.19
448,2021,6,16,2,30,acclimation,7_31_2,17.9,30.5,8.2
449,2021,6,16,2,40,acclimation,7_31_2,17.6,30.5,8.19
450,2021,6,16,2,50,acclimation,7_31_2,17.5,30.5,8.19
451,2021,6,16,3,0,acclimation,7_31_3,17.9,30.5,8.2
452,2021,6,16,3,10,acclimation,7_31_3,17.8,30.5,8.19
453,2021,6,16,3,20,acclimation,7_31_3,17.8,30.5,8.19
454,2021,6,16,3,30,acclimation,7_31_3,17.7,30.4,8.18
455,2021,6,16,3,40,acclimation,7_31_3,17.8,30.4,8.21
456,2021,6,16,3,50,acclimation,7_31_3,17.8,30.4,8.21
457,2021,6,16,4,0,acclimation,7_31_4,18.2,30.4,8.2
458,2021,6,16,4,10,acclimation,7_31_4,18.1,30.4,8.2
459,2021,6,16,4,20,acclimation,7_31_4,17.8,30.4,8.21
460,2021,6,16,4,30,acclimation,7_31_4,18.2,30.3,8.2
461,2021,6,16,4,40,acclimation,7_31_4,18.1,30.3,8.2
462,2021,6,16,4,50,acclimation,7_31_4,18,30.3,8.2
463,2021,6,16,5,0,acclimation,7_31_5,18,30.4,8.2
464,2021,6,16,5,10,acclimation,7_31_5,18.1,30.4,8.21
465,2021,6,16,5,20,acclimation,7_31_5,18.1,30.4,8.2
466,2021,6,16,5,30,acclimation,7_31_5,18,30.4,8.2
467,2021,6,16,5,40,acclimation,7_31_5,18.1,30.4,8.2
468,2021,6,16,5,50,acclimation,7_31_5,17.9,30.4,8.21
469,2021,6,16,6,0,acclimation,7_31_6,18.1,30.4,8.2
470,2021,6,16,6,10,acclimation,7_31_6,18.4,30.4,8.2
471,2021,6,16,6,20,acclimation,7_31_6,18.1,30.4,8.21
472,2021,6,16,6,30,acclimation,7_31_6,18.4,30.4,8.21
473,2021,6,16,6,40,acclimation,7_31_6,18.5,30.4,8.2
474,2021,6,16,6,50,acclimation,7_31_6,18.1,30.4,8.19
475,2021,6,16,7,0,acclimation,7_31_7,17.9,30.3,8.19
476,2021,6,16,7,10,acclimation,7_31_7,18,30.4,8.21
477,2021,6,16,7,20,acclimation,7_31_7,17.5,30.4,8.2
478,2021,6,16,7,30,acclimation,7_31_7,17.8,30.4,8.2
479,2021,6,16,7,40,acclimation,7_31_7,17.6,30.4,8.2
480,2021,6,16,7,50,acclimation,7_31_7,17.6,30.3,8.2
481,2021,6,16,8,0,acclimation,7_31_8,17.8,30.3,8.2
482,2021,6,16,8,10,acclimation,7_31_8,17.8,30.3,8.2
483,2021,6,16,8,20,acclimation,7_31_8,17.6,30.3,8.2
484,2021,6,16,8,30,acclimation,7_31_8,17.5,30.4,8.21
485,2021,6,16,8,40,acclimation,7_31_8,17.5,30.5,8.21
486,2021,6,16,8,50,acclimation,7_31_8,17.9,30.5,8.21
487,2021,6,16,9,0,acclimation,7_31_9,17.5,30.6,8.2
488,2021,6,16,9,10,acclimation,7_31_9,17.4,30.6,8.19
489,2021,6,16,9,20,acclimation,7_31_9,17.8,30.6,8.2
490,2021,6,16,9,30,acclimation,7_31_9,17.9,30.6,8.19
491,2021,6,16,9,40,acclimation,7_31_9,17.6,30.5,8.19
492,2021,6,16,9,50,acclimation,7_31_9,18.1,30.6,8.18
493,2021,6,16,10,0,acclimation,7_31_10,17.7,30.7,8.19
494,2021,6,16,10,10,acclimation,7_31_10,17.4,30.8,8.19
495,2021,6,16,10,20,acclimation,7_31_10,18,30.7,8.19
496,2021,6,16,10,30,acclimation,7_31_10,17.6,30.7,8.19
497,2021,6,16,10,40,acclimation,7_31_10,17.7,30.7,8.19
498,2021,6,16,10,50,acclimation,7_31_10,17.8,30.6,8.2
499,2021,6,16,11,0,acclimation,7_31_11,17.8,30.6,8.2
500,2021,6,16,11,10,acclimation,7_31_11,17.4,30.6,8.19
501,2021,6,16,11,20,acclimation,7_31_11,17.6,30.5,8.19
502,2021,6,16,11,30,acclimation,7_31_11,17.6,30.4,8.19
503,2021,6,16,11,40,acclimation,7_31_11,17.2,30.3,8.17
504,2021,6,16,11,50,acclimation,7_31_11,17.4,30.4,8.18
505,2021,6,16,12,0,acclimation,7_31_12,17.8,30.4,8.17
506,2021,6,16,12,10,acclimation,7_31_12,17.2,30.4,8.18
507,2021,6,16,12,20,acclimation,7_31_12,17.5,30.4,8.18
508,2021,6,16,12,30,acclimation,7_31_12,17.5,30.4,8.18
509,2021,6,16,12,40,acclimation,7_31_12,17.1,30.4,8.19
510,2021,6,16,12,50,acclimation,7_31_12,17.6,30.4,8.18
511,2021,6,16,13,0,acclimation,7_31_13,17.4,30.4,8.19
512,2021,6,16,13,10,acclimation,7_31_13,17.1,30.5,8.17
513,2021,6,16,13,20,acclimation,7_31_13,17,30.6,8.17
514,2021,6,16,13,30,acclimation,7_31_13,17.1,30.6,8.16
515,2021,6,16,13,40,acclimation,7_31_13,17,30.7,8.18
516,2021,6,16,13,50,acclimation,7_31_13,17.5,30.6,8.18
517,2021,6,16,14,0,acclimation,7_31_14,17.5,30.6,8.17
518,2021,6,16,14,10,acclimation,7_31_14,17.5,30.7,8.17
519,2021,6,16,14,20,acclimation,7_31_14,17.4,30.7,8.16
520,2021,6,16,14,30,acclimation,7_31_14,17.7,30.7,8.15
521,2021,6,16,14,40,acclimation,7_31_14,17.5,30.7,8.17
522,2021,6,16,14,50,acclimation,7_31_14,17.5,30.6,8.14
523,2021,6,16,15,0,acclimation,7_31_15,17.4,30.6,8.17
524,2021,6,16,15,10,acclimation,7_31_15,17.8,30.7,8.14
525,2021,6,16,15,20,acclimation,7_31_15,17.6,30.7,8.17
526,2021,6,16,15,30,acclimation,7_31_15,17.5,30.7,8.14
527,2021,6,16,15,40,acclimation,7_31_15,17.6,30.7,8.17
528,2021,6,16,15,50,acclimation,7_31_15,17.5,30.7,8.13
529,2021,6,16,16,0,acclimation,7_31_16,17.5,30.8,8.17
530,2021,6,16,16,10,acclimation,7_31_16,17.7,30.8,8.14
531,2021,6,16,16,20,acclimation,7_31_16,17.8,30.8,8.17
532,2021,6,16,16,30,acclimation,7_31_16,17.5,30.9,8.14
533,2021,6,16,16,40,acclimation,7_31_16,17.3,30.9,8.18
534,2021,6,16,16,50,acclimation,7_31_16,17.6,30.8,8.12
535,2021,6,16,17,0,acclimation,7_31_17,17.6,30.8,8.17
536,2021,6,16,17,10,acclimation,7_31_17,17.2,30.7,8.13
537,2021,6,16,17,20,acclimation,7_31_17,17.7,30.7,8.18
538,2021,6,16,17,30,acclimation,7_31_17,17.3,30.8,8.12
539,2021,6,16,17,40,acclimation,7_31_17,17.4,30.8,8.17
540,2021,6,16,17,50,acclimation,7_31_17,17.7,30.8,8.13
541,2021,6,16,18,0,acclimation,7_31_18,17.6,30.8,8.16
542,2021,6,16,18,10,acclimation,7_31_18,17.6,30.7,8.12
543,2021,6,16,18,20,acclimation,7_31_18,17.6,30.7,8.17
544,2021,6,16,18,30,acclimation,7_31_18,17.5,30.7,8.13
545,2021,6,16,18,40,acclimation,7_31_18,17.3,30.7,8.16
546,2021,6,16,18,50,acclimation,7_31_18,17.4,30.7,8.12
547,2021,6,16,19,0,acclimation,7_31_19,17.2,30.7,8.15
548,2021,6,16,19,10,acclimation,7_31_19,17.5,30.7,8.12
549,2021,6,16,19,20,acclimation,7_31_19,17.4,30.7,8.15
550,2021,6,16,19,30,acclimation,7_31_19,17.6,30.6,8.12
551,2021,6,16,19,40,acclimation,7_31_19,17.4,30.6,8.16
552,2021,6,16,19,50,acclimation,7_31_19,17.4,30.6,8.1
553,2021,6,16,20,0,acclimation,7_31_20,17.4,30.6,8.13
554,2021,6,16,20,10,acclimation,7_31_20,17.3,30.5,8.11
555,2021,6,16,20,20,acclimation,7_31_20,17.7,30.5,8.13
556,2021,6,16,20,30,acclimation,7_31_20,17.2,30.5,8.11
557,2021,6,16,20,40,acclimation,7_31_20,17.3,30.6,8.15
558,2021,6,16,20,50,acclimation,7_31_20,17.1,30.5,8.1
559,2021,6,16,21,0,acclimation,7_31_21,17.2,30.5,8.14
560,2021,6,16,21,10,acclimation,7_31_21,17.2,30.6,8.15
561,2021,6,16,21,20,acclimation,7_31_21,17.8,30.5,8.14
562,2021,6,16,21,30,acclimation,7_31_21,17.6,30.5,8.1
563,2021,6,16,21,40,acclimation,7_31_21,17.7,30.5,8.13
564,2021,6,16,21,50,acclimation,7_31_21,17.5,30.5,8.12
565,2021,6,16,22,0,acclimation,7_31_22,17.3,30.6,8.11
566,2021,6,16,22,10,acclimation,7_31_22,17.4,30.7,8.11
567,2021,6,16,22,20,acclimation,7_31_22,17.8,30.6,8.11
568,2021,6,16,22,30,acclimation,7_31_22,17.8,30.6,8.11
569,2021,6,16,22,40,acclimation,7_31_22,17.5,30.5,8.1
570,2021,6,16,22,50,acclimation,7_31_22,17.3,30.6,8.11
571,2021,6,16,23,0,acclimation,7_31_23,17.7,30.5,8.12
572,2021,6,16,23,10,acclimation,7_31_23,17.1,30.5,8.1
573,2021,6,16,23,20,acclimation,7_31_23,17.2,30.4,8.12
574,2021,6,16,23,30,acclimation,7_31_23,17.2,30.4,8.12
575,2021,6,16,23,40,acclimation,7_31_23,17.3,30.4,8.11
576,2021,6,16,23,50,acclimation,7_31_23,17,30.4,8.1
577,2021,6,17,0,0,acclimation,8_1_0,17.1,30.4,8.1
578,2021,6,17,0,10,acclimation,8_1_0,17.3,30.4,8.09
579,2021,6,17,0,20,acclimation,8_1_0,17.7,30.4,8.11
580,2021,6,17,0,30,acclimation,8_1_0,17.3,30.4,8.09
581,2021,6,17,0,40,acclimation,8_1_0,17.4,30.3,8.09
582,2021,6,17,0,50,acclimation,8_1_0,17.1,30.3,8.11
583,2021,6,17,1,0,acclimation,8_1_1,17.1,30.3,8.11
584,2021,6,17,1,10,acclimation,8_1_1,17.3,30.3,8.09
585,2021,6,17,1,20,acclimation,8_1_1,17.2,30.3,8.09
586,2021,6,17,1,30,acclimation,8_1_1,17.3,30.2,8.09
587,2021,6,17,1,40,acclimation,8_1_1,17.2,30.2,8.1
588,2021,6,17,1,50,acclimation,8_1_1,17.1,30.2,8.08
589,2021,6,17,2,0,acclimation,8_1_2,17.1,30.2,8.08
590,2021,6,17,2,10,acclimation,8_1_2,16.9,30.3,8.09
591,2021,6,17,2,20,acclimation,8_1_2,16.5,30.2,8.1
592,2021,6,17,2,30,acclimation,8_1_2,16.5,30.2,8.09
593,2021,6,17,2,40,acclimation,8_1_2,16.5,30.2,8.08
594,2021,6,17,2,50,acclimation,8_1_2,16.9,30.3,8.09
595,2021,6,17,3,0,acclimation,8_1_3,16.7,30.2,8.08
596,2021,6,17,3,10,acclimation,8_1_3,16.2,30.1,8.09
597,2021,6,17,3,20,acclimation,8_1_3,16.6,30.1,8.08
598,2021,6,17,3,30,acclimation,8_1_3,16.3,30.1,8.09
599,2021,6,17,3,40,acclimation,8_1_3,16.7,30.1,8.08
600,2021,6,17,3,50,acclimation,8_1_3,16.8,30.1,8.08
601,2021,6,17,4,0,acclimation,8_1_4,16.4,30,8.08
602,2021,6,17,4,10,acclimation,8_1_4,16.6,30,8.07
603,2021,6,17,4,20,acclimation,8_1_4,16.3,30,8.07
604,2021,6,17,4,30,acclimation,8_1_4,16.6,30.1,8.08
605,2021,6,17,4,40,acclimation,8_1_4,16.6,30,8.07
606,2021,6,17,4,50,acclimation,8_1_4,16.6,29.9,8.07
607,2021,6,17,5,0,acclimation,8_1_5,16.3,29.8,8.07
608,2021,6,17,5,10,acclimation,8_1_5,16.5,29.8,8.07
609,2021,6,17,5,20,acclimation,8_1_5,16.6,29.8,8.07
610,2021,6,17,5,30,acclimation,8_1_5,16.2,29.9,8.07
611,2021,6,17,5,40,acclimation,8_1_5,16.2,29.9,8.07
612,2021,6,17,5,50,acclimation,8_1_5,16.2,30,8.07
613,2021,6,17,6,0,acclimation,8_1_6,16.6,29.9,8.07
614,2021,6,17,6,10,acclimation,8_1_6,16.5,29.9,8.07
615,2021,6,17,6,20,acclimation,8_1_6,16.6,29.9,8.07
616,2021,6,17,6,30,acclimation,8_1_6,16.5,30,8.07
617,2021,6,17,6,40,acclimation,8_1_6,16.5,29.9,8.07
618,2021,6,17,6,50,acclimation,8_1_6,16.5,30,8.07
619,2021,6,17,7,0,acclimation,8_1_7,16.5,30,8.06
620,2021,6,17,7,10,acclimation,8_1_7,16.6,30,8.06
621,2021,6,17,7,20,acclimation,8_1_7,16.3,30,8.07
622,2021,6,17,7,30,acclimation,8_1_7,16.4,30,8.06
623,2021,6,17,7,40,acclimation,8_1_7,16.2,30,8.06
624,2021,6,17,7,50,acclimation,8_1_7,16.2,30,8.06
625,2021,6,17,8,0,acclimation,8_1_8,16.1,30,8.06
626,2021,6,17,8,10,acclimation,8_1_8,16.1,29.9,8.07
627,2021,6,17,8,20,acclimation,8_1_8,15.8,29.8,8.06
628,2021,6,17,8,30,acclimation,8_1_8,15.8,29.8,8.05
629,2021,6,17,8,40,acclimation,8_1_8,16,29.7,8.05
630,2021,6,17,8,50,acclimation,8_1_8,15.9,29.7,8.04
631,2021,6,17,9,0,acclimation,8_1_9,15.8,29.8,8.06
632,2021,6,17,9,10,acclimation,8_1_9,15.8,29.7,8.04
633,2021,6,17,9,20,acclimation,8_1_9,16.2,29.7,8.05
634,2021,6,17,9,30,acclimation,8_1_9,16.2,29.6,8.05
635,2021,6,17,9,40,acclimation,8_1_9,16.3,29.6,8.05
636,2021,6,17,9,50,acclimation,8_1_9,16.5,29.7,8.05
637,2021,6,17,10,0,acclimation,8_1_10,16.3,29.7,8.04
638,2021,6,17,10,10,acclimation,8_1_10,16.3,29.7,8.04
639,2021,6,17,10,20,acclimation,8_1_10,16.5,29.8,8.04
640,2021,6,17,10,30,acclimation,8_1_10,16.5,29.7,8.05
641,2021,6,17,10,40,acclimation,8_1_10,16.6,29.7,8.02
642,2021,6,17,10,50,acclimation,8_1_10,16.3,29.8,8.03
643,2021,6,17,11,0,acclimation,8_1_11,16.4,29.9,8.02
644,2021,6,17,11,10,acclimation,8_1_11,16.1,30,8.05
645,2021,6,17,11,20,acclimation,8_1_11,16.2,29.9,8.02
646,2021,6,17,11,30,acclimation,8_1_11,16.3,30,8.05
647,2021,6,17,11,40,acclimation,8_1_11,16.2,30.1,8.01
648,2021,6,17,11,50,acclimation,8_1_11,16.2,30,8.03
649,2021,6,17,12,0,acclimation,8_1_12,16.3,30.1,8.02
650,2021,6,17,12,10,acclimation,8_1_12,16.3,30,8.04
651,2021,6,17,12,20,acclimation,8_1_12,16,29.9,8.03
652,2021,6,17,12,30,acclimation,8_1_12,16,29.9,8.03
653,2021,6,17,12,40,acclimation,8_1_12,16,30,8.03
654,2021,6,17,12,50,acclimation,8_1_12,16.2,30.1,8.03
655,2021,6,17,13,0,acclimation,8_1_13,16.1,30.1,8.03
656,2021,6,17,13,10,acclimation,8_1_13,16.4,30.1,8.02
657,2021,6,17,13,20,acclimation,8_1_13,16.2,30,8.03
658,2021,6,17,13,30,acclimation,8_1_13,16.1,30.1,8.03
659,2021,6,17,13,40,acclimation,8_1_13,16.1,30.1,8.03
660,2021,6,17,13,50,acclimation,8_1_13,16.3,30,8
661,2021,6,17,14,0,acclimation,8_1_14,16.1,29.9,8.01
662,2021,6,17,14,10,acclimation,8_1_14,16.4,29.9,8.01
663,2021,6,17,14,20,acclimation,8_1_14,16.2,29.8,8.02
664,2021,6,17,14,30,acclimation,8_1_14,16.6,29.8,8.01
665,2021,6,17,14,40,acclimation,8_1_14,16.6,29.9,8
666,2021,6,17,14,50,acclimation,8_1_14,16,29.9,8.02
667,2021,6,17,15,0,acclimation,8_1_15,16.3,29.8,8
668,2021,6,17,15,10,acclimation,8_1_15,16.2,29.8,8
669,2021,6,17,15,20,acclimation,8_1_15,16.4,29.9,8
670,2021,6,17,15,30,acclimation,8_1_15,16.2,30,8.01
671,2021,6,17,15,40,acclimation,8_1_15,16.3,30,8.01
672,2021,6,17,15,50,acclimation,8_1_15,16.4,29.9,7.99
673,2021,6,17,16,0,acclimation,8_1_16,16.6,29.9,8
674,2021,6,17,16,10,acclimation,8_1_16,16.3,29.9,8
675,2021,6,17,16,20,acclimation,8_1_16,16.6,30,8
676,2021,6,17,16,30,acclimation,8_1_16,16.5,30,7.99
677,2021,6,17,16,40,acclimation,8_1_16,17,30,7.98
678,2021,6,17,16,50,acclimation,8_1_16,16.8,30.1,7.99
679,2021,6,17,17,0,acclimation,8_1_17,16.5,30.2,7.98
680,2021,6,17,17,10,acclimation,8_1_17,16.5,30.1,8
681,2021,6,17,17,20,acclimation,8_1_17,16.6,30.2,7.99
682,2021,6,17,17,30,acclimation,8_1_17,16.6,30.3,7.99
683,2021,6,17,17,40,acclimation,8_1_17,16.5,30.3,7.99
684,2021,6,17,17,50,acclimation,8_1_17,16.8,30.3,7.99
685,2021,6,17,18,0,acclimation,8_1_18,16.6,30.2,7.99
686,2021,6,17,18,10,acclimation,8_1_18,16.6,30.1,7.98
687,2021,6,17,18,20,acclimation,8_1_18,16.6,30,7.98
688,2021,6,17,18,30,acclimation,8_1_18,17,30.1,7.98
689,2021,6,17,18,40,acclimation,8_1_18,16.6,30.1,7.98
690,2021,6,17,18,50,acclimation,8_1_18,16.6,30,7.98
691,2021,6,17,19,0,acclimation,8_1_19,17,30,7.98
692,2021,6,17,19,10,acclimation,8_1_19,16.6,29.9,7.98
693,2021,6,17,19,20,acclimation,8_1_19,16.9,30,7.98
694,2021,6,17,19,30,acclimation,8_1_19,16.5,29.9,7.98
695,2021,6,17,19,40,acclimation,8_1_19,16.2,29.9,7.98
696,2021,6,17,19,50,acclimation,8_1_19,16.2,29.8,7.98
697,2021,6,17,20,0,acclimation,8_1_20,16.5,29.9,7.98
698,2021,6,17,20,10,acclimation,8_1_20,16.5,29.9,7.98
699,2021,6,17,20,20,acclimation,8_1_20,16.3,29.8,7.98
700,2021,6,17,20,30,acclimation,8_1_20,16.2,29.8,7.97
701,2021,6,17,20,40,acclimation,8_1_20,16.3,29.8,7.98
702,2021,6,17,20,50,acclimation,8_1_20,16.2,29.8,7.97
703,2021,6,17,21,0,acclimation,8_1_21,17,29.8,7.98
704,2021,6,17,21,10,acclimation,8_1_21,16.9,29.8,7.98
705,2021,6,17,21,20,acclimation,8_1_21,16.7,29.8,8.04
706,2021,6,17,21,30,acclimation,8_1_21,16.8,29.8,8.01
707,2021,6,17,21,40,acclimation,8_1_21,16.9,29.8,8.05
708,2021,6,17,21,50,acclimation,8_1_21,17,29.8,8.02
709,2021,6,17,22,0,acclimation,8_1_22,16.9,29.9,7.98
710,2021,6,17,22,10,acclimation,8_1_22,16.9,29.9,8.04
711,2021,6,17,22,20,acclimation,8_1_22,16.8,29.8,8.02
712,2021,6,17,22,30,acclimation,8_1_22,16.5,29.8,7.98
713,2021,6,17,22,40,acclimation,8_1_22,16.5,29.9,8.05
714,2021,6,17,22,50,acclimation,8_1_22,16.5,29.8,8.02
715,2021,6,17,23,0,acclimation,8_1_23,16.6,29.9,7.98
716,2021,6,17,23,10,acclimation,8_1_23,16.6,29.9,8.08
717,2021,6,17,23,20,acclimation,8_1_23,16.4,30,8.04
718,2021,6,17,23,30,acclimation,8_1_23,16.5,30,8.02
719,2021,6,17,23,40,acclimation,8_1_23,16.6,30.1,7.98
720,2021,6,17,23,50,acclimation,8_1_23,16.8,30,8.13
721,2021,6,18,0,0,acclimation,8_2_0,16.7,29.9,8.1
722,2021,6,18,0,10,acclimation,8_2_0,16.5,29.9,8.07
723,2021,6,18,0,20,acclimation,8_2_0,16.9,29.9,8.04
724,2021,6,18,0,30,acclimation,8_2_0,16.9,29.9,7.99
725,2021,6,18,0,40,acclimation,8_2_0,16.9,29.9,8.12
726,2021,6,18,0,50,acclimation,8_2_0,17,29.9,8.1
727,2021,6,18,1,0,acclimation,8_2_1,16.9,29.9,8.08
728,2021,6,18,1,10,acclimation,8_2_1,17.4,30,8.05
729,2021,6,18,1,20,acclimation,8_2_1,17,30,7.99
730,2021,6,18,1,30,acclimation,8_2_1,17.5,30.1,8.13
731,2021,6,18,1,40,acclimation,8_2_1,17.6,30.2,8.09
732,2021,6,18,1,50,acclimation,8_2_1,17.6,30.1,8.08
733,2021,6,18,2,0,acclimation,8_2_2,17.2,30.1,8.04
734,2021,6,18,2,10,acclimation,8_2_2,17.3,30.1,7.98
735,2021,6,18,2,20,acclimation,8_2_2,17.3,30,8.14
736,2021,6,18,2,30,acclimation,8_2_2,17.2,30,8.11
737,2021,6,18,2,40,acclimation,8_2_2,17.2,30,8.08
738,2021,6,18,2,50,acclimation,8_2_2,17.4,30,8.05
739,2021,6,18,3,0,acclimation,8_2_3,17.3,30,7.99
740,2021,6,18,3,10,acclimation,8_2_3,17,30,8.2
741,2021,6,18,3,20,acclimation,8_2_3,17.1,30,8.16
742,2021,6,18,3,30,acclimation,8_2_3,17.3,29.9,8.13
743,2021,6,18,3,40,acclimation,8_2_3,17,30,8.09
744,2021,6,18,3,50,acclimation,8_2_3,17.1,30,8.06
745,2021,6,18,4,0,acclimation,8_2_4,16.9,30,8.02
746,2021,6,18,4,10,acclimation,8_2_4,17.1,30,7.99
747,2021,6,18,4,20,acclimation,8_2_4,17.5,29.9,8.21
748,2021,6,18,4,30,acclimation,8_2_4,17.4,29.9,8.18
749,2021,6,18,4,40,acclimation,8_2_4,17.3,29.8,8.14
750,2021,6,18,4,50,acclimation,8_2_4,17.4,29.7,8.11
751,2021,6,18,5,0,acclimation,8_2_5,17.3,29.7,8.08
752,2021,6,18,5,10,acclimation,8_2_5,17,29.6,8.04
753,2021,6,18,5,20,acclimation,8_2_5,17.4,29.5,8.03
754,2021,6,18,5,30,acclimation,8_2_5,17.6,29.6,7.97
755,2021,6,18,5,40,acclimation,8_2_5,17.5,29.6,8.27
756,2021,6,18,5,50,acclimation,8_2_5,17.4,29.7,8.21
757,2021,6,18,6,0,acclimation,8_2_6,17.5,29.7,8.17
758,2021,6,18,6,10,acclimation,8_2_6,17.8,29.6,8.14
759,2021,6,18,6,20,acclimation,8_2_6,17.8,29.7,8.11
760,2021,6,18,6,30,acclimation,8_2_6,17.9,29.6,8.08
761,2021,6,18,6,40,acclimation,8_2_6,18.2,29.6,8.05
762,2021,6,18,6,50,acclimation,8_2_6,18.1,29.7,8.02
763,2021,6,18,7,0,acclimation,8_2_7,18.3,29.8,7.99
764,2021,6,18,7,10,acclimation,8_2_7,18.4,29.8,8.28
765,2021,6,18,7,20,acclimation,8_2_7,18.3,29.8,8.21
766,2021,6,18,7,30,acclimation,8_2_7,18.1,29.8,8.18
767,2021,6,18,7,40,acclimation,8_2_7,18.4,29.9,8.14
768,2021,6,18,7,50,acclimation,8_2_7,18.2,29.9,8.11
769,2021,6,18,8,0,acclimation,8_2_8,18.5,29.8,8.08
770,2021,6,18,8,10,acclimation,8_2_8,18.4,29.8,8.05
771,2021,6,18,8,20,acclimation,8_2_8,18.1,29.9,8.01
772,2021,6,18,8,30,acclimation,8_2_8,18.4,30,8.27
773,2021,6,18,8,40,acclimation,8_2_8,18.4,29.9,8.23
774,2021,6,18,8,50,acclimation,8_2_8,18.3,29.9,8.19
775,2021,6,18,9,0,acclimation,8_2_9,18.1,29.8,8.17
776,2021,6,18,9,10,acclimation,8_2_9,18,29.7,8.13
777,2021,6,18,9,20,acclimation,8_2_9,18.7,29.7,8.11
778,2021,6,18,9,30,acclimation,8_2_9,18,29.6,8.06
779,2021,6,18,9,40,acclimation,8_2_9,18.4,29.6,8.03
780,2021,6,18,9,50,acclimation,8_2_9,18.3,29.7,8
781,2021,6,18,10,0,acclimation,8_2_10,18,29.6,8.26
782,2021,6,18,10,10,acclimation,8_2_10,18.3,29.7,8.25
783,2021,6,18,10,20,acclimation,8_2_10,18.5,29.6,8.2
784,2021,6,18,10,30,acclimation,8_2_10,18.3,29.6,8.17
785,2021,6,18,10,40,acclimation,8_2_10,18.6,29.6,8.14
786,2021,6,18,10,50,acclimation,8_2_10,18.6,29.6,8.11
