"count"
"genes_before_filtering" 31371
"genes_after_filtering" 24760
"genes_dropped" 6611
"DEGs_all-genes" 24760
"DEG_unshrunken-p0.05_lfc1.5" 304
"DEG_normal-lfc1.5" 53
"DEG_apeglm-s0.005_lfc1.5" 158
"DEG_ashr-p0.05_lfc1.5" 64
