"count" "condition" "gene" "sample"
26.0734598182009 "control" "LOC105339624" "D54"
49.7109757931954 "control" "LOC105339624" "D55"
50.468634644443 "control" "LOC105339624" "D56"
34.2617676565078 "control" "LOC105339624" "D57"
9.08469407315572 "control" "LOC105339624" "D58"
20.2670351000444 "control" "LOC105339624" "D59"
19.0886639789295 "control" "LOC105339624" "M45"
38.8836961719331 "control" "LOC105339624" "M46"
70.6808565559528 "control" "LOC105339624" "M48"
56.7294151111552 "control" "LOC105339624" "M49"
19.3946088166062 "control" "LOC105339624" "M89"
46.7539062792155 "control" "LOC105339624" "M90"
768.820107929266 "heat" "LOC105339624" "M41"
505.747761741129 "heat" "LOC105339624" "M42"
48.4827068010552 "heat" "LOC105339624" "M43"
864.838810136056 "heat" "LOC105339624" "M44"
165.492924802437 "heat" "LOC105339624" "M47"
972.119778743957 "heat" "LOC105339624" "N41"
567.203207165457 "heat" "LOC105339624" "N42"
872.754574393783 "heat" "LOC105339624" "N43"
1003.34846127501 "heat" "LOC105339624" "N44"
260.5 "heat" "LOC105339624" "N45"
280.467798278594 "heat" "LOC105339624" "N46"
504.941360249258 "heat" "LOC105339624" "N47"
15.8440758909205 "control" "LOC105343216" "D54"
26.6929387286363 "control" "LOC105343216" "D55"
2.19385202184553 "control" "LOC105343216" "D56"
8.12362495469532 "control" "LOC105343216" "D57"
4.17915460278102 "control" "LOC105343216" "D58"
4.99250797728281 "control" "LOC105343216" "D59"
57.2986954911736 "control" "LOC105343216" "M45"
9.35777603967688 "control" "LOC105343216" "M46"
13.4564658257144 "control" "LOC105343216" "M48"
9.33605094603867 "control" "LOC105343216" "M49"
8.37275367358591 "control" "LOC105343216" "M89"
33.7079327132829 "control" "LOC105343216" "M90"
15.3467653706138 "heat" "LOC105343216" "M41"
322.021302926173 "heat" "LOC105343216" "M42"
44.1206425464138 "heat" "LOC105343216" "M43"
5.79619368955917 "heat" "LOC105343216" "M44"
4.20770617533566 "heat" "LOC105343216" "M47"
433.312446895035 "heat" "LOC105343216" "N41"
149.847776617611 "heat" "LOC105343216" "N42"
2.25151520962607 "heat" "LOC105343216" "N43"
1393.00945978247 "heat" "LOC105343216" "N44"
17.5 "heat" "LOC105343216" "N45"
5.463968054585 "heat" "LOC105343216" "N46"
20.3434489539046 "heat" "LOC105343216" "N47"
5.61469196364018 "control" "LOC105347073" "D54"
9.23097957621209 "control" "LOC105347073" "D55"
3.88770404369105 "control" "LOC105347073" "D56"
7.03453567545313 "control" "LOC105347073" "D57"
14.6034259773272 "control" "LOC105347073" "D58"
4.09400638182625 "control" "LOC105347073" "D59"
21.1540710876995 "control" "LOC105347073" "M45"
12.3103680529025 "control" "LOC105347073" "M46"
1.5797054854762 "control" "LOC105347073" "M48"
23.7950434031929 "control" "LOC105347073" "M49"
2.86182610207577 "control" "LOC105347073" "M89"
0.5 "control" "LOC105347073" "M90"
271.453468013703 "heat" "LOC105347073" "M41"
14.0707043442865 "heat" "LOC105347073" "M42"
20.1292891458862 "heat" "LOC105347073" "M43"
381.82594564826 "heat" "LOC105347073" "M44"
50.5540333670314 "heat" "LOC105347073" "M47"
18.165814158981 "heat" "LOC105347073" "N41"
72.1050983783068 "heat" "LOC105347073" "N42"
53.9212138935951 "heat" "LOC105347073" "N43"
258.260247074701 "heat" "LOC105347073" "N44"
11.5 "heat" "LOC105347073" "N45"
4.471174443668 "heat" "LOC105347073" "N46"
19.2990569036991 "heat" "LOC105347073" "N47"
5.61469196364018 "control" "LOC117692755" "D54"
42.5674470490219 "control" "LOC117692755" "D55"
30.9893363932195 "control" "LOC117692755" "D56"
11.3908927924219 "control" "LOC117692755" "D57"
78.3754390921983 "control" "LOC117692755" "D58"
53.5115941319372 "control" "LOC117692755" "D59"
5.66351777192487 "control" "LOC117692755" "M45"
27.0733281190306 "control" "LOC117692755" "M46"
63.1229181576194 "control" "LOC117692755" "M48"
25.4015981206544 "control" "LOC117692755" "M49"
54.0347249803842 "control" "LOC117692755" "M89"
12.3599759690296 "control" "LOC117692755" "M90"
452.398420968059 "heat" "LOC117692755" "M41"
547.503775108165 "heat" "LOC117692755" "M42"
79.0171565835449 "heat" "LOC117692755" "M43"
406.188436620232 "heat" "LOC117692755" "M44"
95.0465074710593 "heat" "LOC117692755" "M47"
462.01939490338 "heat" "LOC117692755" "N41"
318.631222795049 "heat" "LOC117692755" "N42"
398.969710189931 "heat" "LOC117692755" "N43"
577.43992802267 "heat" "LOC117692755" "N44"
282.5 "heat" "LOC117692755" "N45"
365.848048817456 "heat" "LOC117692755" "N46"
305.462478660007 "heat" "LOC117692755" "N47"
18.4014218727406 "control" "LOC105322807" "D54"
8.43725416019281 "control" "LOC105322807" "D55"
10.6631121310732 "control" "LOC105322807" "D56"
4.85635711696875 "control" "LOC105322807" "D57"
2.33957730139051 "control" "LOC105322807" "D58"
4.99250797728281 "control" "LOC105322807" "D59"
