A0A0K3AUJ9	XM_034457852.1	1.03e-106
A0A0K3AUJ9	XM_034457853.1	2.12e-106
A0A0N9E2K8	XM_011440245.3	3.41e-110
A0A0N9E2K8	XM_011440246.3	5.13e-111
A0A0N9E2K8	XM_034471248.1	3.30e-111
A0A0P6JG37	XM_001305334.1	2.87e-150
A0A0R4IBK5	XM_034450830.1	4.98e-122
A0A0R4IBK5	XM_034450885.1	4.99e-122
A0A0R4IBK5	XM_034450951.1	2.26e-114
A0A0R4IBK5	XM_034459218.1	0.0
A0A0R4IBK5	XM_034459222.1	6.62e-24
A0A0R4IBK5	XM_034459223.1	6.39e-24
A0A0R4IBK5	XM_034459224.1	6.19e-24
A0A0R4IBK5	XM_034459888.1	1.25e-82
A0A0R4IBK5	XM_034459889.1	1.15e-82
A0A0R4IBK5	XM_034459894.1	0.0
A0A0R4IBK5	XM_034459894.1	6.49e-73
A0A0R4IBK5	XM_034459897.1	0.0
A0A0R4IBK5	XM_034459897.1	6.34e-87
A0A0R4IBK5	XM_034475683.1	0.0
A0A0R4IBK5	XM_034475683.1	1.70e-78
A0A0R4IBK5	XM_034475684.1	0.0
A0A0R4IBK5	XM_034475684.1	1.70e-78
A0A0R4IBK5	XM_034475685.1	0.0
A0A0R4IBK5	XM_034475685.1	9.93e-21
A0A0R4IBK5	XM_034475686.1	2.36e-79
A0A0R4IBK5	XM_034475686.1	5.84e-41
A0A0R4IBK5	XM_034475686.1	5.84e-41
A0A0R4IBK5	XM_034476075.1	0.0
A0A0R4IES7	XM_034444062.1	0.0
A0A0R4IES7	XM_034444062.1	1.81e-08
A0A0R4IES7	XM_034444062.1	4.37e-57
A0A0R4IES7	XM_034444062.1	5.81e-28
A0A0R4IES7	XM_034444062.1	7.83e-141
A0A0R4IFG5	XM_011413737.3	2.89e-55
A0A0R4IFG5	XM_034468669.1	3.18e-55
A0A0R4IKJ1	XM_011449177.3	0.0
A0A0R4IKJ1	XM_011449178.3	0.0
A0A0R4ITC5	XM_034466040.1	0.0
A0A0R4ITC5	XM_034466040.1	0.0
A0A0R4ITC5	XM_034466041.1	0.0
A0A0R4ITC5	XM_034466041.1	0.0
A0A0R4ITC5	XM_034466043.1	0.0
A0A0R4ITC5	XM_034466043.1	0.0
A0A0R4ITC5	XM_034466044.1	0.0
A0A0R4ITC5	XM_034466044.1	0.0
A0A0R4ITC5	XM_034466045.1	0.0
A0A0R4ITC5	XM_034466045.1	0.0
A0A0R4ITC5	XM_034466046.1	0.0
A0A0R4ITC5	XM_034466046.1	0.0
A0A0R4ITC5	XM_034466047.1	0.0
A0A0R4ITC5	XM_034466047.1	0.0
A0A0R4ITC5	XM_034466048.1	0.0
A0A0R4ITC5	XM_034466048.1	0.0
A0A0R4ITC5	XM_034466049.1	0.0
A0A0R4ITC5	XM_034466049.1	0.0
A0A0R4ITC5	XM_034466050.1	0.0
A0A0R4ITC5	XM_034466050.1	0.0
A0A0R4IVV0	XM_011422268.3	4.00e-91
A0A0R4IXF6	XM_011433996.3	0.0
A0A159BP93	XM_011419438.3	3.63e-29
A0A159BP93	XM_011419460.2	4.56e-31
A0A159BP93	XM_020064467.2	3.97e-29
A0A163UT06	XM_034444184.1	7.77e-05
A0A163UT06	XM_034481336.1	1.79e-24
A0A166YZY4	XM_004602855.1	2.27e-11
A0A1B0GTD5	XM_011415335.3	1.26e-08
A0A1B0GTI8	XM_011424127.3	6.89e-09
A0A1B0GTI8	XM_011458300.3	4.11e-17
A0A1B0GTI8	XM_020065744.2	6.14e-09
A0A1B0GTI8	XM_020065745.2	5.65e-09
A0A1B0GTI8	XM_034444461.1	6.57e-13
A0A1B0GTW7	XM_011442742.3	1.05e-52
A0A1B0GUU1	XM_034462916.1	2.27e-22
A0A1B0GV85	XM_011450347.3	3.82e-09
A0A1B0GVH7	XM_034443652.1	6.50e-23
A0A1B0GVH7	XM_034443653.1	5.29e-23
A0A1B0GVH7	XM_034443654.1	9.36e-24
A0A1B0GVH7	XM_034443655.1	9.11e-24
A0A1B0GWB2	XM_011454553.3	9.83e-07
A0A1B0GWB2	XM_011454554.3	9.89e-07
A0A1B0GWB2	XM_034477696.1	3.46e-05
A0A1D3PCM3	XM_011451591.3	4.92e-128
A0A1D3PCM3	XM_011451592.3	2.20e-125
A0A1D5PXA5	XM_034442983.1	1.17e-15
A0A1D5PXA5	XM_034442986.1	1.06e-24
A0A1D5PXA5	XM_034442987.1	1.04e-24
A0A1F4	XM_034470935.1	7.97e-10
A0A1F4	XM_034470935.1	9.76e-08
A0A1I9LN01	XM_011426625.2	2.41e-37
A0A1I9LN01	XM_011448741.2	2.48e-23
A0A1L5YRA2	XM_011456822.3	3.13e-117
A0A1L8EYB2	XM_011454437.3	1.12e-171
A0A1L8EYB2	XM_011454438.3	8.82e-174
A0A1L8EYB2	XM_034446518.1	1.50e-171
A0A1L8EYB2	XM_034446519.1	5.93e-174
A0A1L8G016	XM_011441097.3	1.23e-142
A0A1L8GXY4	XM_034471699.1	0.0
A0A1L8GXY4	XM_034471700.1	0.0
A0A1L8GXY4	XM_034471701.1	0.0
A0A1L8GXY4	XM_034471702.1	0.0
A0A1L8GXY4	XM_034471703.1	0.0
A0A1L8GXY4	XM_034471704.1	0.0
A0A1L8GXY4	XM_034471705.1	0.0
A0A1L8GXY4	XM_034471707.1	0.0
A0A1L8GXY4	XM_034471708.1	0.0
A0A1L8GXY4	XM_034471709.1	0.0
A0A1L8GXY4	XM_034471710.1	0.0
A0A1L8HCK2	XM_011455197.3	1.17e-118
A0A1L8HCK2	XM_034478146.1	6.55e-119
A0A1L8HFX9	XM_034462071.1	1.79e-82
A0A1L8HFX9	XM_034462072.1	2.09e-82
A0A1L8HFX9	XM_034462073.1	3.01e-84
A0A1P8AWH8	XM_011443497.3	6.89e-62
A0A1P8AWH8	XM_011443499.3	4.18e-52
A0A1P8AWH8	XM_034452633.1	1.38e-13
A0A1P8AWH8	XM_034462005.1	2.53e-62
A0A286YDK6	XM_011456397.3	4.26e-28
A0A286YDK6	XM_034458556.1	4.22e-28
A0A286YDK6	XM_034458557.1	1.75e-28
A0A286YDK6	XM_034458558.1	4.35e-28
A0A286YDK6	XM_034458559.1	1.10e-28
A0A2H5AIX5	XM_011414437.3	1.66e-21
A0A2R8QF68	XM_020063739.2	1.09e-44
A0A2R8QF68	XM_034458730.1	6.13e-46
A0A3Q2HW92	XM_020065780.2	4.07e-46
A0A3Q2HW92	XM_034467506.1	2.30e-134
A0A3Q2HW92	XM_034467507.1	7.08e-134
A0A411L030	XM_034476263.1	5.53e-31
A0A411L030	XM_034476263.1	5.53e-31
A0A4Y5X186	XM_011436322.3	1.97e-36
A0A5C1ZW08	XM_004602986.1	2.10e-12
A0A5C1ZW08	XM_004604241.1	3.30e-10
A0A5C1ZW08	XM_011440048.3	2.07e-07
A0A5C1ZW08	XM_011440051.3	5.67e-12
A0A5K7RLP0	XM_011427567.3	1.44e-08
A0A5K7RLP0	XM_011427568.3	1.41e-08
A0A8J8	XM_034466343.1	3.48e-36
A0A8J8	XM_034466344.1	5.02e-34
A0A8J8	XM_034466346.1	4.20e-36
A0A8J8	XM_034466347.1	3.36e-24
A0A8J8	XM_034477731.1	3.39e-58
A0A8M2	XM_034481928.1	1.64e-18
A0A8M2	XM_034481928.1	3.02e-42
A0AUS0	XM_011422167.3	7.09e-127
A0AUS0	XM_011422168.3	3.11e-127
A0AUS0	XM_011422169.3	8.04e-127
A0AUS0	XM_034448543.1	6.41e-127
A0AVT1	XM_004601136.1	4.63e-11
A0AVT1	XM_004601137.1	1.16e-07
A0AVT1	XM_004601137.1	2.79e-05
A0AVT1	XM_004601138.1	1.89e-05
A0AVT1	XM_004601138.1	8.52e-08
A0AVT1	XM_034467036.1	4.02e-08
A0AVT1	XM_034467037.1	1.14e-07
A0AVT1	XM_034467038.1	7.41e-08
A0AVT1	XM_034467039.1	6.49e-08
A0AVT1	XM_034467047.1	3.95e-08
A0AVT1	XM_034467048.1	5.04e-07
A0AVT1	XM_034467048.1	6.77e-07
A0AVT1	XM_034467050.1	5.72e-08
A0JC51	XM_034473921.1	1.05e-119
A0JM12	XM_004599685.1	4.08e-05
A0JM12	XM_004599685.1	8.10e-09
A0JM12	XM_004600379.1	1.43e-12
A0JM12	XM_004600379.1	1.45e-21
A0JM12	XM_004600379.1	1.45e-21
A0JM12	XM_004600379.1	2.10e-16
A0JM12	XM_004600379.1	2.10e-16
A0JM12	XM_004600379.1	2.17e-10
A0JM12	XM_004600379.1	3.47e-15
A0JM12	XM_004600379.1	3.90e-13
A0JM12	XM_004600379.1	5.37e-17
A0JM12	XM_004600379.1	6.82e-13
A0JM12	XM_004600379.1	7.20e-08
A0JM12	XM_004600379.1	8.78e-19
A0JM12	XM_004600648.1	4.40e-08
A0JM12	XM_004603722.1	5.52e-05
A0JM12	XM_004604380.1	4.81e-06
A0JM12	XM_004604380.1	4.81e-06
A0JM12	XM_004604380.1	5.02e-07
A0JM12	XM_004604380.1	5.02e-07
A0JM12	XM_011414454.3	9.89e-06
A0JM12	XM_011418585.3	1.48e-06
A0JM12	XM_011418585.3	1.54e-07
A0JM12	XM_011418585.3	1.90e-06
A0JM12	XM_011418585.3	2.15e-07
A0JM12	XM_011418585.3	2.56e-06
A0JM12	XM_011418585.3	2.70e-05
A0JM12	XM_011418585.3	4.02e-06
A0JM12	XM_011418585.3	4.45e-09
A0JM12	XM_011418585.3	4.56e-07
A0JM12	XM_011418585.3	5.25e-09
A0JM12	XM_011418585.3	5.73e-12
A0JM12	XM_011418585.3	6.69e-10
A0JM12	XM_011418585.3	7.17e-07
A0JM12	XM_011418586.3	2.07e-16
A0JM12	XM_011418586.3	2.49e-33
A0JM12	XM_011418586.3	4.17e-39
A0JM12	XM_011418586.3	5.74e-33
A0JM12	XM_011418586.3	6.06e-49
A0JM12	XM_011418650.3	1.02e-05
A0JM12	XM_011418650.3	2.11e-07
A0JM12	XM_011418650.3	5.39e-06
A0JM12	XM_011422777.3	3.17e-30
A0JM12	XM_011422777.3	3.95e-32
A0JM12	XM_011422777.3	5.86e-30
A0JM12	XM_011422777.3	7.02e-35
A0JM12	XM_011422777.3	9.07e-27
A0JM12	XM_011422777.3	9.76e-24
A0JM12	XM_011445109.3	1.48e-23
A0JM12	XM_011445109.3	1.77e-35
A0JM12	XM_011445109.3	2.49e-43
A0JM12	XM_011445109.3	3.67e-59
A0JM12	XM_011445109.3	3.85e-16
A0JM12	XM_011445109.3	5.40e-52
A0JM12	XM_011445109.3	5.51e-55
A0JM12	XM_011445109.3	8.51e-56
A0JM12	XM_011452010.3	3.68e-05
A0JM12	XM_011452010.3	3.97e-07
A0JM12	XM_020065369.2	1.23e-26
A0JM12	XM_020065369.2	3.67e-30
A0JM12	XM_020065369.2	4.17e-32
A0JM12	XM_020065369.2	5.69e-30
A0JM12	XM_020065369.2	8.87e-35
A0JM12	XM_020065369.2	9.23e-24
A0JM12	XM_020067848.2	6.95e-07
A0JM12	XM_034448585.1	2.91e-44
A0JM12	XM_034448585.1	3.19e-21
A0JM12	XM_034448585.1	3.37e-23
A0JM12	XM_034448585.1	4.19e-38
A0JM12	XM_034448585.1	5.09e-45
A0JM12	XM_034448585.1	7.00e-33
A0JM12	XM_034448585.1	7.66e-40
A0JM12	XM_034448586.1	2.49e-35
A0JM12	XM_034448586.1	3.34e-42
A0JM12	XM_034448586.1	4.42e-31
A0JM12	XM_034448586.1	4.90e-33
A0JM12	XM_034448586.1	7.34e-26
A0JM12	XM_034449482.1	1.40e-27
A0JM12	XM_034449482.1	2.49e-26
A0JM12	XM_034449482.1	5.56e-39
A0JM12	XM_034449482.1	6.65e-31
A0JM12	XM_034450879.1	1.43e-06
A0JM12	XM_034450881.1	1.06e-06
A0JM12	XM_034450882.1	1.07e-06
A0JM12	XM_034450883.1	1.29e-06
A0JM12	XM_034450884.1	9.56e-07
A0JM12	XM_034451977.1	1.11e-19
A0JM12	XM_034451977.1	1.49e-19
A0JM12	XM_034451977.1	1.65e-15
A0JM12	XM_034451977.1	2.20e-08
A0JM12	XM_034451977.1	2.27e-20
A0JM12	XM_034451977.1	4.49e-24
A0JM12	XM_034451977.1	4.59e-18
A0JM12	XM_034451977.1	5.45e-17
A0JM12	XM_034458089.1	1.40e-15
A0JM12	XM_034458089.1	2.52e-24
A0JM12	XM_034458089.1	8.40e-11
A0JM12	XM_034459902.1	1.37e-33
A0JM12	XM_034459902.1	1.45e-27
A0JM12	XM_034459902.1	1.95e-32
A0JM12	XM_034459902.1	4.03e-14
A0JM12	XM_034459902.1	4.30e-12
A0JM12	XM_034459902.1	5.28e-28
A0JM12	XM_034459902.1	5.36e-25
A0JM12	XM_034459902.1	9.76e-30
A0JM12	XM_034459903.1	1.48e-29
A0JM12	XM_034459903.1	1.91e-33
A0JM12	XM_034459903.1	2.20e-27
A0JM12	XM_034459903.1	3.07e-32
A0JM12	XM_034459903.1	4.44e-12
A0JM12	XM_034459903.1	5.97e-25
A0JM12	XM_034459903.1	7.61e-14
A0JM12	XM_034459903.1	9.14e-28
A0JM12	XM_034461559.1	1.34e-06
A0JM12	XM_034461559.1	6.33e-09
A0JM12	XM_034462661.1	1.16e-06
A0JM12	XM_034462661.1	1.29e-14
A0JM12	XM_034462661.1	1.58e-13
A0JM12	XM_034462661.1	1.96e-13
A0JM12	XM_034462661.1	2.25e-13
A0JM12	XM_034462661.1	2.30e-13
A0JM12	XM_034462661.1	3.42e-09
A0JM12	XM_034462661.1	4.29e-20
A0JM12	XM_034462661.1	6.76e-10
A0JM12	XM_034462661.1	6.82e-15
A0JM12	XM_034462661.1	6.88e-06
A0JM12	XM_034462662.1	1.08e-06
A0JM12	XM_034462662.1	1.17e-14
A0JM12	XM_034462662.1	1.45e-13
A0JM12	XM_034462662.1	1.79e-13
A0JM12	XM_034462662.1	2.06e-13
A0JM12	XM_034462662.1	2.11e-13
A0JM12	XM_034462662.1	3.18e-09
A0JM12	XM_034462662.1	3.82e-20
A0JM12	XM_034462662.1	6.22e-15
A0JM12	XM_034462662.1	6.26e-10
A0JM12	XM_034462662.1	6.44e-06
A0JM12	XM_034462663.1	1.12e-13
A0JM12	XM_034462663.1	1.15e-06
A0JM12	XM_034462663.1	1.59e-20
A0JM12	XM_034462663.1	1.66e-09
A0JM12	XM_034462663.1	2.03e-13
A0JM12	XM_034462663.1	2.27e-10
A0JM12	XM_034462663.1	2.95e-15
A0JM12	XM_034462663.1	5.15e-15
A0JM12	XM_034462663.1	7.59e-14
A0JM12	XM_034462663.1	9.59e-06
A0JM12	XM_034462663.1	9.93e-14
A0JM12	XM_034462674.1	1.59e-53
A0JM12	XM_034462674.1	2.27e-48
A0JM12	XM_034462674.1	5.34e-41
A0JM12	XM_034462876.1	1.89e-56
A0JM12	XM_034462876.1	2.70e-59
A0JM12	XM_034462876.1	3.00e-62
A0JM12	XM_034462877.1	1.70e-56
A0JM12	XM_034462877.1	2.42e-59
A0JM12	XM_034462877.1	2.67e-62
A0JM12	XM_034462878.1	1.69e-56
A0JM12	XM_034462878.1	2.41e-59
A0JM12	XM_034462878.1	2.65e-62
A0JM12	XM_034462879.1	1.30e-56
A0JM12	XM_034462879.1	1.97e-62
A0JM12	XM_034462879.1	5.09e-59
A0JM12	XM_034462879.1	8.97e-37
A0JM12	XM_034462880.1	1.40e-56
A0JM12	XM_034462880.1	2.04e-62
A0JM12	XM_034462880.1	5.18e-59
A0JM12	XM_034462880.1	8.82e-37
A0JM12	XM_034462881.1	1.47e-62
A0JM12	XM_034462881.1	2.79e-59
A0JM12	XM_034462881.1	5.22e-37
A0JM12	XM_034462881.1	9.71e-57
A0JM12	XM_034462882.1	1.31e-59
A0JM12	XM_034462882.1	4.22e-60
A0JM12	XM_034462882.1	4.40e-63
A0JM12	XM_034462882.1	6.48e-33
A0JM12	XM_034462882.1	7.82e-38
A0JM12	XM_034462884.1	1.63e-58
A0JM12	XM_034462884.1	2.56e-61
A0JM12	XM_034462884.1	3.83e-59
A0JM12	XM_034462884.1	4.27e-45
A0JM12	XM_034462885.1	4.04e-62
A0JM12	XM_034462885.1	4.72e-59
A0JM12	XM_034462886.1	3.62e-62
A0JM12	XM_034462886.1	4.23e-59
A0JM12	XM_034462887.1	2.15e-59
A0JM12	XM_034462887.1	4.02e-57
A0JM12	XM_034462887.1	6.59e-63
A0JM12	XM_034462887.1	7.21e-33
A0JM12	XM_034462887.1	8.65e-38
A0JM12	XM_034462897.1	1.20e-50
A0JM12	XM_034462897.1	2.20e-49
A0JM12	XM_034462897.1	5.11e-46
A0JM12	XM_034462897.1	7.64e-50
A0JM12	XM_034462994.1	1.25e-27
A0JM12	XM_034462994.1	1.32e-23
A0JM12	XM_034462994.1	1.86e-24
A0JM12	XM_034462994.1	1.89e-24
A0JM12	XM_034462994.1	3.86e-21
A0JM12	XM_034462994.1	8.23e-06
A0JM12	XM_034462994.1	8.76e-31
A0JM12	XM_034462995.1	1.33e-27
A0JM12	XM_034462995.1	7.58e-25
A0JM12	XM_034462995.1	7.62e-24
A0JM12	XM_034462995.1	7.94e-06
A0JM12	XM_034462995.1	8.42e-25
A0JM12	XM_034462995.1	9.86e-31
A0JM12	XM_034462996.1	1.51e-19
A0JM12	XM_034462996.1	1.88e-14
A0JM12	XM_034462996.1	1.95e-25
A0JM12	XM_034462996.1	3.40e-17
A0JM12	XM_034462996.1	4.52e-17
A0JM12	XM_034462996.1	6.41e-10
A0JM12	XM_034462996.1	6.82e-15
A0JM12	XM_034462996.1	9.38e-18
A0JM12	XM_034462996.1	9.72e-20
A0JM12	XM_034463340.1	1.04e-43
A0JM12	XM_034463340.1	1.44e-47
A0JM12	XM_034463340.1	1.48e-44
A0JM12	XM_034463340.1	1.48e-45
A0JM12	XM_034463340.1	3.04e-46
A0JM12	XM_034463340.1	6.57e-08
A0JM12	XM_034463340.1	7.62e-45
A0JM12	XM_034463434.1	1.09e-16
A0JM12	XM_034463434.1	1.45e-31
A0JM12	XM_034463434.1	2.58e-21
A0JM12	XM_034463434.1	3.32e-26
A0JM12	XM_034463434.1	3.80e-09
A0JM12	XM_034463434.1	7.58e-30
A0JM12	XM_034463434.1	8.93e-27
A0JM12	XM_034463513.1	1.27e-29
A0JM12	XM_034463513.1	1.48e-23
A0JM12	XM_034463513.1	1.56e-23
A0JM12	XM_034463513.1	1.59e-30
A0JM12	XM_034463513.1	3.58e-24
A0JM12	XM_034463513.1	4.25e-05
A0JM12	XM_034463513.1	5.05e-28
A0JM12	XM_034463700.1	2.26e-06
A0JM12	XM_034463700.1	2.26e-08
A0JM12	XM_034463700.1	3.11e-06
A0JM12	XM_034463875.1	1.02e-15
A0JM12	XM_034463875.1	1.02e-15
A0JM12	XM_034463875.1	1.28e-08
A0JM12	XM_034463875.1	1.28e-08
A0JM12	XM_034463875.1	1.48e-10
A0JM12	XM_034463875.1	1.48e-10
A0JM12	XM_034463875.1	1.57e-11
A0JM12	XM_034463875.1	1.57e-11
A0JM12	XM_034463875.1	2.49e-08
A0JM12	XM_034463875.1	2.49e-08
A0JM12	XM_034463875.1	3.47e-06
A0JM12	XM_034463875.1	3.47e-06
A0JM12	XM_034463875.1	7.50e-08
A0JM12	XM_034463875.1	7.50e-08
A0JM12	XM_034463876.1	1.27e-05
A0JM12	XM_034463876.1	1.27e-05
A0JM12	XM_034463876.1	4.74e-09
A0JM12	XM_034463876.1	4.74e-09
A0JM12	XM_034463876.1	5.07e-07
A0JM12	XM_034463876.1	5.07e-07
A0JM12	XM_034464071.1	1.03e-25
A0JM12	XM_034464071.1	1.26e-16
A0JM12	XM_034464071.1	1.34e-20
A0JM12	XM_034464071.1	1.36e-16
A0JM12	XM_034464071.1	1.52e-21
A0JM12	XM_034464071.1	2.54e-16
A0JM12	XM_034464071.1	2.73e-22
A0JM12	XM_034464071.1	4.05e-19
A0JM12	XM_034464071.1	4.45e-19
A0JM12	XM_034464072.1	1.41e-48
A0JM12	XM_034464072.1	2.74e-42
A0JM12	XM_034464072.1	4.17e-43
A0JM12	XM_034464072.1	5.06e-42
A0JM12	XM_034464073.1	1.23e-28
A0JM12	XM_034464073.1	2.29e-28
A0JM12	XM_034464073.1	3.03e-33
A0JM12	XM_034464073.1	8.12e-32
A0JM12	XM_034464110.1	0.0
A0JM12	XM_034464110.1	1.44e-67
A0JM12	XM_034464110.1	3.79e-82
A0JM12	XM_034464110.1	4.65e-20
A0JM12	XM_034464110.1	4.83e-116
A0JM12	XM_034464110.1	6.98e-106
A0JM12	XM_034464659.1	1.49e-34
A0JM12	XM_034464659.1	1.66e-30
A0JM12	XM_034464659.1	3.81e-20
A0JM12	XM_034464659.1	6.91e-25
A0JM12	XM_034464659.1	7.88e-28
A0JM12	XM_034464659.1	9.82e-34
A0JM12	XM_034464660.1	1.18e-33
A0JM12	XM_034464660.1	3.99e-28
A0JM12	XM_034464660.1	4.40e-20
A0JM12	XM_034464660.1	4.84e-31
A0JM12	XM_034464660.1	7.17e-25
A0JM12	XM_034464660.1	7.19e-35
A0JM12	XM_034464661.1	1.98e-20
A0JM12	XM_034464661.1	2.26e-35
A0JM12	XM_034464661.1	3.00e-28
A0JM12	XM_034464661.1	3.54e-26
A0JM12	XM_034464661.1	3.56e-31
A0JM12	XM_034464661.1	4.56e-35
A0JM12	XM_034464689.1	1.02e-07
A0JM12	XM_034464689.1	1.32e-15
A0JM12	XM_034464689.1	1.34e-14
A0JM12	XM_034464689.1	1.49e-16
A0JM12	XM_034464689.1	1.55e-10
A0JM12	XM_034464689.1	2.60e-13
A0JM12	XM_034464689.1	2.67e-14
A0JM12	XM_034464689.1	2.82e-13
A0JM12	XM_034464689.1	4.08e-19
A0JM12	XM_034464689.1	4.92e-12
A0JM12	XM_034464689.1	5.01e-12
A0JM12	XM_034464897.1	1.44e-76
A0JM12	XM_034464897.1	1.99e-65
A0JM12	XM_034464897.1	2.14e-46
A0JM12	XM_034464897.1	7.40e-50
A0JM12	XM_034464897.1	7.79e-69
A0JM12	XM_034464947.1	3.61e-58
A0JM12	XM_034464947.1	3.69e-70
A0JM12	XM_034464947.1	3.80e-69
A0JM12	XM_034464947.1	6.93e-37
A0JM12	XM_034464950.1	1.58e-67
A0JM12	XM_034464950.1	1.98e-81
A0JM12	XM_034464950.1	4.30e-27
A0JM12	XM_034464950.1	4.66e-39
A0JM12	XM_034464950.1	8.68e-66
A0JM12	XM_034464951.1	1.18e-81
A0JM12	XM_034464951.1	3.06e-39
A0JM12	XM_034464951.1	3.47e-27
A0JM12	XM_034464951.1	5.04e-66
A0JM12	XM_034464951.1	9.18e-68
A0JM12	XM_034464952.1	1.05e-81
A0JM12	XM_034464952.1	2.79e-39
A0JM12	XM_034464952.1	3.20e-27
A0JM12	XM_034464952.1	4.49e-66
A0JM12	XM_034464952.1	8.54e-68
A0JM12	XM_034464953.1	1.11e-67
A0JM12	XM_034464953.1	1.29e-81
A0JM12	XM_034464953.1	3.39e-27
A0JM12	XM_034464953.1	3.53e-39
A0JM12	XM_034464953.1	6.11e-66
A0JM12	XM_034464968.1	1.72e-36
A0JM12	XM_034464968.1	4.04e-09
A0JM12	XM_034464968.1	4.13e-21
A0JM12	XM_034464968.1	6.11e-29
A0JM12	XM_034464968.1	7.57e-31
A0JM12	XM_034464970.1	1.63e-36
A0JM12	XM_034464970.1	3.91e-09
A0JM12	XM_034464970.1	4.27e-21
A0JM12	XM_034464970.1	5.92e-29
A0JM12	XM_034464970.1	7.60e-31
A0JM12	XM_034465144.1	1.08e-26
A0JM12	XM_034465144.1	1.65e-32
A0JM12	XM_034465144.1	4.71e-12
A0JM12	XM_034465144.1	4.99e-26
A0JM12	XM_034465144.1	5.80e-34
